"URI","Label","Definition","Notation","Status","AcceptedDate"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C236","Manufacture of articles of concrete, cement and plaster","","C236","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2361","Manufacture of concrete products for construction purposes","","C2361","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2362","Manufacture of plaster products for construction purposes","","C2362","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2363","Manufacture of ready-mixed concrete","","C2363","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2364","Manufacture of mortars","","C2364","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2365","Manufacture of fibre cement","","C2365","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2369","Manufacture of other articles of concrete, plaster and cement","","C2369","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C237","Cutting, shaping and finishing of stone","","C237","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2370","Cutting, shaping and finishing of stone","","C2370","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C239","Manufacture of abrasive products and non-metallic mineral products n.e.c.","","C239","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2391","Production of abrasive products","","C2391","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2399","Manufacture of other non-metallic mineral products n.e.c.","","C2399","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C_MET","Manufacture of metal and machinery products, except electrical equipment","","C_MET","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C24_C25","Manufacture of basic metals and fabricated metal products, except machinery and equipment","","C24_C25","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C24","Manufacture of basic metals","","C24","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C24_FER","Manufacture of basic iron and steel and of ferro-alloys; of tubes, pipes, hollow profiles, related fittings and other products of first processing of steel; casting of iron and steel","","C24_FER","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C241","Manufacture of basic iron and steel and of ferro-alloys","","C241","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2410","Manufacture of basic iron and steel and of ferro-alloys","","C2410","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C241_C2452","Steel","","C241_C2452","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C242","Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","","C242","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2420","Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","","C2420","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C243","Manufacture of other products of first processing of steel","","C243","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2431","Cold drawing of bars","","C2431","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2432","Cold rolling of narrow strip","","C2432","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2433","Cold forming or folding","","C2433","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2434","Cold drawing of wire","","C2434","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C24_NFER","Manufacture of basic precious and other non-ferrous metals; casting of light metals and other non-ferrous metals","","C24_NFER","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C244","Manufacture of basic precious and other non-ferrous metals","","C244","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2441","Precious metals production","","C2441","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2442","Aluminium production","","C2442","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2443","Lead, zinc and tin production","","C2443","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2444","Copper production","","C2444","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2445","Other non-ferrous metal production","","C2445","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2446","Processing of nuclear fuel","","C2446","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C245","Casting of metals","","C245","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2451","Casting of iron","","C2451","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2452","Casting of steel","","C2452","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2453","Casting of light metals","","C2453","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2454","Casting of other non-ferrous metals","","C2454","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C25-C33","Manufacture of metal products and other equipment","","C25-C33","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C25","Manufacture of fabricated metal products, except machinery and equipment","","C25","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C25_X_C254","Manufacture of fabricated metal products, except weapons and ammunition, machinery and equipment","","C25_X_C254","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C251","Manufacture of structural metal products","","C251","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2511","Manufacture of metal structures and parts of structures","","C2511","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2512","Manufacture of doors and windows of metal","","C2512","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C252","Manufacture of tanks, reservoirs and containers of metal","","C252","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2521","Manufacture of central heating radiators and boilers","","C2521","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2529","Manufacture of other tanks, reservoirs and containers of metal","","C2529","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C253","Manufacture of steam generators, except central heating hot water boilers","","C253","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2530","Manufacture of steam generators, except central heating hot water boilers","","C2530","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C254","Manufacture of weapons and ammunition","","C254","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2540","Manufacture of weapons and ammunition","","C2540","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C255","Forging, pressing, stamping and roll-forming of metal; powder metallurgy","","C255","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2550","Forging, pressing, stamping and roll-forming of metal; powder metallurgy","","C2550","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C256","Treatment and coating of metals; machining","","C256","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2561","Treatment and coating of metals","","C2561","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2562","Machining","","C2562","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C257","Manufacture of cutlery, tools and general hardware","","C257","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2571","Manufacture of cutlery","","C2571","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2572","Manufacture of locks and hinges","","C2572","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2573","Manufacture of tools","","C2573","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C259","Manufacture of other fabricated metal products","","C259","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2591","Manufacture of steel drums and similar containers","","C2591","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2592","Manufacture of light metal packaging","","C2592","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2593","Manufacture of wire products, chain and springs","","C2593","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2594","Manufacture of fasteners and screw machine products","","C2594","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2599","Manufacture of other fabricated metal products n.e.c.","","C2599","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C25-C30","Manufacture of fabricated metal products, computer, electronic and optical products, electrical equipment, machinery, motor vehicles and other transport equipment","","C25-C30","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C26-C30","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment","","C26-C30","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C26_C27","Manufacture of computer, electronic and optical products; manufacture of electrical equipment","","C26_C27","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C26","Manufacture of computer, electronic and optical products","","C26","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C261","Manufacture of electronic components and boards","","C261","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2611","Manufacture of electronic components","","C2611","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2612","Manufacture of loaded electronic boards","","C2612","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C262","Manufacture of computers and peripheral equipment","","C262","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2620","Manufacture of computers and peripheral equipment","","C2620","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C263_C264","Manufacture of communication equipment and consumer electronics","","C263_C264","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C263","Manufacture of communication equipment","","C263","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2630","Manufacture of communication equipment","","C2630","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C264","Manufacture of consumer electronics","","C264","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2640","Manufacture of consumer electronics","","C2640","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C265_C266","Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks; manufacture of irradiation, electromedical and electrotherapeutic equipment","","C265_C266","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C265","Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks","","C265","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2651","Manufacture of instruments and appliances for measuring, testing and navigation","","C2651","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2652","Manufacture of watches and clocks","","C2652","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C266","Manufacture of irradiation, electromedical and electrotherapeutic equipment","","C266","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2660","Manufacture of irradiation, electromedical and electrotherapeutic equipment","","C2660","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C267","Manufacture of optical instruments and photographic equipment","","C267","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2670","Manufacture of optical instruments and photographic equipment","","C2670","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C268","Manufacture of magnetic and optical media","","C268","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2680","Manufacture of magnetic and optical media","","C2680","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C27","Manufacture of electrical equipment","","C27","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C271","Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","","C271","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2711","Manufacture of electric motors, generators and transformers","","C2711","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2712","Manufacture of electricity distribution and control apparatus","","C2712","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C272","Manufacture of batteries and accumulators","","C272","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2720","Manufacture of batteries and accumulators","","C2720","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C273","Manufacture of wiring and wiring devices","","C273","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2731","Manufacture of fibre optic cables","","C2731","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2732","Manufacture of other electronic and electric wires and cables","","C2732","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2733","Manufacture of wiring devices","","C2733","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C274","Manufacture of electric lighting equipment","","C274","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2740","Manufacture of electric lighting equipment","","C2740","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C275","Manufacture of domestic appliances","","C275","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2751","Manufacture of electric domestic appliances","","C2751","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2752","Manufacture of non-electric domestic appliances","","C2752","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C279","Manufacture of other electrical equipment","","C279","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2790","Manufacture of other electrical equipment","","C2790","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C28","Manufacture of machinery and equipment n.e.c.","","C28","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C281","Manufacture of general-purpose machinery","","C281","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2811","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","","C2811","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2812","Manufacture of fluid power equipment","","C2812","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2813","Manufacture of other pumps and compressors","","C2813","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2814","Manufacture of other taps and valves","","C2814","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2815","Manufacture of bearings, gears, gearing and driving elements","","C2815","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C282","Manufacture of other general-purpose machinery","","C282","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2821","Manufacture of ovens, furnaces and furnace burners","","C2821","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2822","Manufacture of lifting and handling equipment","","C2822","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2823","Manufacture of office machinery and equipment (except computers and peripheral equipment)","","C2823","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2824","Manufacture of power-driven hand tools","","C2824","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2825","Manufacture of non-domestic cooling and ventilation equipment","","C2825","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2829","Manufacture of other general-purpose machinery n.e.c.","","C2829","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C283","Manufacture of agricultural and forestry machinery","","C283","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2830","Manufacture of agricultural and forestry machinery","","C2830","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C284","Manufacture of metal forming machinery and machine tools","","C284","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2841","Manufacture of metal forming machinery","","C2841","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2849","Manufacture of other machine tools","","C2849","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C289","Manufacture of other special-purpose machinery","","C289","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2891","Manufacture of machinery for metallurgy","","C2891","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2892","Manufacture of machinery for mining, quarrying and construction","","C2892","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2893","Manufacture of machinery for food, beverage and tobacco processing","","C2893","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2894","Manufacture of machinery for textile, apparel and leather production","","C2894","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2895","Manufacture of machinery for paper and paperboard production","","C2895","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2896","Manufacture of plastics and rubber machinery","","C2896","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2899","Manufacture of other special-purpose machinery n.e.c.","","C2899","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C29_C30","Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment","","C29_C30","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C29","Manufacture of motor vehicles, trailers and semi-trailers","","C29","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C291","Manufacture of motor vehicles","","C291","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2910","Manufacture of motor vehicles","","C2910","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C292","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","","C292","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2920","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","","C2920","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C293","Manufacture of parts and accessories for motor vehicles","","C293","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2931","Manufacture of electrical and electronic equipment for motor vehicles","","C2931","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C2932","Manufacture of other parts and accessories for motor vehicles","","C2932","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C30","Manufacture of other transport equipment","","C30","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C301","Building of ships and boats","","C301","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3011","Building of ships and floating structures","","C3011","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3012","Building of pleasure and sporting boats","","C3012","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C302","Manufacture of railway locomotives and rolling stock","","C302","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3020","Manufacture of railway locomotives and rolling stock","","C3020","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C303","Manufacture of air and spacecraft and related machinery","","C303","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3030","Manufacture of air and spacecraft and related machinery","","C3030","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C304","Manufacture of military fighting vehicles","","C304","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3040","Manufacture of military fighting vehicles","","C3040","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C309","Manufacture of transport equipment n.e.c.","","C309","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3091","Manufacture of motorcycles","","C3091","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3092","Manufacture of bicycles and invalid carriages","","C3092","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3099","Manufacture of other transport equipment n.e.c.","","C3099","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C31-C33","Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment","","C31-C33","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C31_C32","Manufacture of furniture; other manufacturing","","C31_C32","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C31","Manufacture of furniture","","C31","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C310","Manufacture of furniture","","C310","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3101","Manufacture of office and shop furniture","","C3101","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3102","Manufacture of kitchen furniture","","C3102","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3103","Manufacture of mattresses","","C3103","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3109","Manufacture of other furniture","","C3109","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C32","Other manufacturing","","C32","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C32_X_C325","Other manufacturing except medical and dental instruments and supplies","","C32_X_C325","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C321","Manufacture of jewellery, bijouterie and related articles","","C321","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3211","Striking of coins","","C3211","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3212","Manufacture of jewellery and related articles","","C3212","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3213","Manufacture of imitation jewellery and related articles","","C3213","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C322","Manufacture of musical instruments","","C322","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3220","Manufacture of musical instruments","","C3220","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C323","Manufacture of sports goods","","C323","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3230","Manufacture of sports goods","","C3230","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C324","Manufacture of games and toys","","C324","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3240","Manufacture of games and toys","","C3240","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C325","Manufacture of medical and dental instruments and supplies","","C325","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3250","Manufacture of medical and dental instruments and supplies","","C3250","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C329","Manufacturing n.e.c.","","C329","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3291","Manufacture of brooms and brushes","","C3291","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3299","Other manufacturing n.e.c.","","C3299","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C33","Repair and installation of machinery and equipment","","C33","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C331","Repair of fabricated metal products, machinery and equipment","","C331","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3311","Repair of fabricated metal products","","C3311","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3312","Repair of machinery","","C3312","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3313","Repair of electronic and optical equipment","","C3313","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3314","Repair of electrical equipment","","C3314","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3315","Repair and maintenance of ships and boats","","C3315","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3316","Repair and maintenance of aircraft and spacecraft","","C3316","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3317","Repair and maintenance of other transport equipment","","C3317","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3319","Repair of other equipment","","C3319","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C332","Installation of industrial machinery and equipment","","C332","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C3320","Installation of industrial machinery and equipment","","C3320","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/C_OTH","Other manufacturing (C15, C23, C27, C31, C32, C33)","","C_OTH","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/D-F","Electricity, gas, steam and air conditioning supply; water supply and construction","","D-F","valid","2013-07-25"
"http://dd.eionet.europa.eu/vocabulary/eurostat/nace_r2/D_E","Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities","","D_E","valid","2013-07-25"
