AnzahlFall,Datum,FID,IstErkrankungsbeginn
1.0,2020-05-29 02:00:00,12851033,1.0
1.0,2020-05-29 02:00:00,12852155,1.0
1.0,2020-05-29 02:00:00,12854400,0.0
2.0,2020-05-29 02:00:00,12856643,1.0
1.0,2020-05-29 02:00:00,12856644,0.0
1.0,2020-05-29 02:00:00,12857392,0.0
1.0,2020-05-29 02:00:00,12858139,1.0
1.0,2020-05-29 02:00:00,12859636,0.0
1.0,2020-05-29 02:00:00,12860757,1.0
1.0,2020-05-29 02:00:00,12862254,0.0
1.0,2020-05-29 02:00:00,12865620,0.0
1.0,2020-05-29 02:00:00,12867115,1.0
2.0,2020-05-29 02:00:00,12869360,0.0
3.0,2020-05-29 02:00:00,12870482,0.0
2.0,2020-05-29 02:00:00,12871603,1.0
1.0,2020-05-29 02:00:00,12871604,0.0
1.0,2020-05-29 02:00:00,12873100,0.0
1.0,2020-05-29 02:00:00,12873474,0.0
1.0,2020-05-30 02:00:00,12724250,0.0
2.0,2020-05-30 02:00:00,12725371,1.0
1.0,2020-05-30 02:00:00,12725372,0.0
1.0,2020-05-30 02:00:00,12728363,1.0
3.0,2020-05-30 02:00:00,12728738,0.0
6.0,2020-05-30 02:00:00,12729111,1.0
8.0,2020-05-30 02:00:00,12729112,0.0
9.0,2020-05-30 02:00:00,12729485,1.0
7.0,2020-05-30 02:00:00,12729486,0.0
1.0,2020-05-30 02:00:00,12729859,1.0
1.0,2020-05-30 02:00:00,12730607,1.0
1.0,2020-05-30 02:00:00,12733973,1.0
1.0,2020-05-30 02:00:00,12735469,1.0
1.0,2020-05-30 02:00:00,12735843,1.0
2.0,2020-05-30 02:00:00,12738087,1.0
1.0,2020-05-30 02:00:00,12738088,0.0
3.0,2020-05-30 02:00:00,12738461,1.0
1.0,2020-05-30 02:00:00,12738462,0.0
2.0,2020-05-30 02:00:00,12739209,1.0
1.0,2020-05-30 02:00:00,12741079,1.0
6.0,2020-05-30 02:00:00,12742575,1.0
2.0,2020-05-30 02:00:00,12742576,0.0
4.0,2020-05-30 02:00:00,12742949,1.0
4.0,2020-05-30 02:00:00,12742950,0.0
8.0,2020-05-30 02:00:00,12743324,0.0
4.0,2020-05-30 02:00:00,12743697,1.0
1.0,2020-05-30 02:00:00,12743698,0.0
2.0,2020-05-30 02:00:00,12744071,1.0
1.0,2020-05-30 02:00:00,12744445,1.0
3.0,2020-05-30 02:00:00,12744819,1.0
1.0,2020-05-30 02:00:00,12745193,1.0
5.0,2020-05-30 02:00:00,12746316,0.0
1.0,2020-05-30 02:00:00,12746690,0.0
1.0,2020-05-30 02:00:00,12747063,1.0
13.0,2020-05-30 02:00:00,12747064,0.0
1.0,2020-05-30 02:00:00,12747437,1.0
2.0,2020-05-30 02:00:00,12747438,0.0
1.0,2020-05-30 02:00:00,12747811,1.0
2.0,2020-05-30 02:00:00,12748559,1.0
1.0,2020-05-30 02:00:00,12748933,1.0
2.0,2020-05-30 02:00:00,12750055,1.0
2.0,2020-05-30 02:00:00,12750430,0.0
3.0,2020-05-30 02:00:00,12750804,0.0
5.0,2020-05-30 02:00:00,12753795,1.0
2.0,2020-05-30 02:00:00,12754917,1.0
1.0,2020-05-30 02:00:00,12755291,1.0
2.0,2020-05-30 02:00:00,12755665,1.0
1.0,2020-05-30 02:00:00,12756413,1.0
2.0,2020-05-30 02:00:00,12756414,0.0
1.0,2020-05-30 02:00:00,12757909,1.0
2.0,2020-05-30 02:00:00,12758283,1.0
3.0,2020-05-30 02:00:00,12758657,1.0
8.0,2020-05-30 02:00:00,12759031,1.0
1.0,2020-05-30 02:00:00,12759406,0.0
1.0,2020-05-30 02:00:00,12759779,1.0
1.0,2020-05-30 02:00:00,12760153,1.0
1.0,2020-05-30 02:00:00,12760901,1.0
1.0,2020-05-30 02:00:00,12760902,0.0
1.0,2020-05-30 02:00:00,12762023,1.0
1.0,2020-05-30 02:00:00,12762024,0.0
1.0,2020-05-30 02:00:00,12762398,0.0
2.0,2020-05-30 02:00:00,12763519,1.0
11.0,2020-05-30 02:00:00,12763520,0.0
1.0,2020-05-30 02:00:00,12764641,1.0
1.0,2020-05-30 02:00:00,12766137,1.0
1.0,2020-05-30 02:00:00,12766138,0.0
2.0,2020-05-30 02:00:00,12766511,1.0
1.0,2020-05-30 02:00:00,12767259,1.0
3.0,2020-05-30 02:00:00,12767634,0.0
3.0,2020-05-30 02:00:00,12768008,0.0
1.0,2020-05-30 02:00:00,12770625,1.0
3.0,2020-05-30 02:00:00,12770999,1.0
5.0,2020-05-30 02:00:00,12771000,0.0
1.0,2020-05-30 02:00:00,12771747,1.0
1.0,2020-05-30 02:00:00,12771748,0.0
2.0,2020-05-30 02:00:00,12776610,0.0
2.0,2020-05-30 02:00:00,12780350,0.0
1.0,2020-05-30 02:00:00,12782593,1.0
4.0,2020-05-30 02:00:00,12786333,1.0
1.0,2020-05-30 02:00:00,12787081,1.0
1.0,2020-05-30 02:00:00,12787082,0.0
2.0,2020-05-30 02:00:00,12790822,0.0
1.0,2020-05-30 02:00:00,12791569,1.0
1.0,2020-05-30 02:00:00,12791570,0.0
1.0,2020-05-30 02:00:00,12791943,1.0
1.0,2020-05-30 02:00:00,12792317,1.0
1.0,2020-05-30 02:00:00,12793065,1.0
1.0,2020-05-30 02:00:00,12793439,1.0
1.0,2020-05-30 02:00:00,12794187,1.0
1.0,2020-05-30 02:00:00,12797554,0.0
1.0,2020-05-30 02:00:00,12800546,0.0
3.0,2020-05-30 02:00:00,12803163,1.0
28.0,2020-05-30 02:00:00,12803164,0.0
1.0,2020-05-30 02:00:00,12804659,1.0
1.0,2020-05-30 02:00:00,12805407,1.0
1.0,2020-05-30 02:00:00,12805781,1.0
2.0,2020-05-30 02:00:00,12806529,1.0
1.0,2020-05-30 02:00:00,12808773,1.0
1.0,2020-05-30 02:00:00,12809521,1.0
1.0,2020-05-30 02:00:00,12809896,0.0
5.0,2020-05-30 02:00:00,12810270,0.0
2.0,2020-05-30 02:00:00,12810643,1.0
1.0,2020-05-30 02:00:00,12810644,0.0
1.0,2020-05-30 02:00:00,12813636,0.0
1.0,2020-05-30 02:00:00,12815506,0.0
1.0,2020-05-30 02:00:00,12815880,0.0
1.0,2020-05-30 02:00:00,12816253,1.0
1.0,2020-05-30 02:00:00,12818497,1.0
14.0,2020-05-30 02:00:00,12818498,0.0
2.0,2020-05-30 02:00:00,12819620,0.0
1.0,2020-05-30 02:00:00,12819993,1.0
1.0,2020-05-30 02:00:00,12821863,1.0
3.0,2020-05-30 02:00:00,12821864,0.0
1.0,2020-05-30 02:00:00,12822985,1.0
1.0,2020-05-30 02:00:00,12823733,1.0
1.0,2020-05-30 02:00:00,12823734,0.0
1.0,2020-05-30 02:00:00,12824856,0.0
1.0,2020-05-30 02:00:00,12830466,0.0
1.0,2020-05-30 02:00:00,12831961,1.0
1.0,2020-05-30 02:00:00,12831962,0.0
1.0,2020-05-30 02:00:00,12832709,1.0
1.0,2020-05-30 02:00:00,12833457,1.0
1.0,2020-05-30 02:00:00,12839067,1.0
1.0,2020-05-30 02:00:00,12840190,0.0
4.0,2020-05-30 02:00:00,12841311,1.0
5.0,2020-05-30 02:00:00,12841685,1.0
1.0,2020-05-30 02:00:00,12842060,0.0
1.0,2020-05-30 02:00:00,12842433,1.0
2.0,2020-05-30 02:00:00,12843555,1.0
1.0,2020-05-30 02:00:00,12844677,1.0
1.0,2020-05-30 02:00:00,12844678,0.0
5.0,2020-05-30 02:00:00,12845052,0.0
1.0,2020-05-30 02:00:00,12846173,1.0
1.0,2020-05-30 02:00:00,12846548,0.0
1.0,2020-05-30 02:00:00,12846921,1.0
2.0,2020-05-30 02:00:00,12847296,0.0
2.0,2020-05-30 02:00:00,12856272,0.0
1.0,2020-05-30 02:00:00,12859263,1.0
1.0,2020-05-30 02:00:00,12860385,1.0
1.0,2020-05-30 02:00:00,12862255,1.0
5.0,2020-05-30 02:00:00,12865622,0.0
1.0,2020-05-30 02:00:00,12865996,0.0
1.0,2020-05-30 02:00:00,12867865,1.0
1.0,2020-05-30 02:00:00,12868613,1.0
2.0,2020-05-30 02:00:00,12868614,0.0
1.0,2020-05-30 02:00:00,12869362,0.0
1.0,2020-05-30 02:00:00,12871605,1.0
1.0,2020-05-31 02:00:00,12722008,0.0
2.0,2020-05-31 02:00:00,12725373,1.0
1.0,2020-05-31 02:00:00,12725374,0.0
2.0,2020-05-31 02:00:00,12728365,1.0
4.0,2020-05-31 02:00:00,12729113,1.0
5.0,2020-05-31 02:00:00,12729487,1.0
6.0,2020-05-31 02:00:00,12729488,0.0
1.0,2020-05-31 02:00:00,12729861,1.0
1.0,2020-05-31 02:00:00,12730235,1.0
6.0,2020-05-31 02:00:00,12732479,1.0
1.0,2020-05-31 02:00:00,12737341,1.0
4.0,2020-05-31 02:00:00,12738463,1.0
3.0,2020-05-31 02:00:00,12741081,1.0
1.0,2020-05-31 02:00:00,12741829,1.0
2.0,2020-05-31 02:00:00,12742577,1.0
1.0,2020-05-31 02:00:00,12742951,1.0
2.0,2020-05-31 02:00:00,12742952,0.0
2.0,2020-05-31 02:00:00,12743325,1.0
4.0,2020-05-31 02:00:00,12743326,0.0
2.0,2020-05-31 02:00:00,12743699,1.0
2.0,2020-05-31 02:00:00,12743700,0.0
1.0,2020-05-31 02:00:00,12744073,1.0
3.0,2020-05-31 02:00:00,12744447,1.0
2.0,2020-05-31 02:00:00,12744821,1.0
2.0,2020-05-31 02:00:00,12746691,1.0
1.0,2020-05-31 02:00:00,12746692,0.0
1.0,2020-05-31 02:00:00,12747813,1.0
1.0,2020-05-31 02:00:00,12747814,0.0
1.0,2020-05-31 02:00:00,12748561,1.0
2.0,2020-05-31 02:00:00,12748936,0.0
1.0,2020-05-31 02:00:00,12749310,0.0
1.0,2020-05-31 02:00:00,12750057,1.0
4.0,2020-05-31 02:00:00,12750432,0.0
1.0,2020-05-31 02:00:00,12753050,0.0
1.0,2020-05-31 02:00:00,12753797,1.0
1.0,2020-05-31 02:00:00,12754172,0.0
2.0,2020-05-31 02:00:00,12754919,1.0
1.0,2020-05-31 02:00:00,12755293,1.0
1.0,2020-05-31 02:00:00,12755667,1.0
1.0,2020-05-31 02:00:00,12756415,1.0
1.0,2020-05-31 02:00:00,12756416,0.0
1.0,2020-05-31 02:00:00,12758659,1.0
1.0,2020-05-31 02:00:00,12758660,0.0
2.0,2020-05-31 02:00:00,12759033,1.0
1.0,2020-05-31 02:00:00,12759407,1.0
2.0,2020-05-31 02:00:00,12760155,1.0
1.0,2020-05-31 02:00:00,12760529,1.0
3.0,2020-05-31 02:00:00,12763522,0.0
1.0,2020-05-31 02:00:00,12766139,1.0
1.0,2020-05-31 02:00:00,12766887,1.0
2.0,2020-05-31 02:00:00,12767262,0.0
2.0,2020-05-31 02:00:00,12770253,1.0
3.0,2020-05-31 02:00:00,12770627,1.0
1.0,2020-05-31 02:00:00,12771375,1.0
1.0,2020-05-31 02:00:00,12774741,1.0
1.0,2020-05-31 02:00:00,12777359,1.0
1.0,2020-05-31 02:00:00,12780351,1.0
1.0,2020-05-31 02:00:00,12780725,1.0
1.0,2020-05-31 02:00:00,12782595,1.0
1.0,2020-05-31 02:00:00,12785213,1.0
1.0,2020-05-31 02:00:00,12786336,0.0
1.0,2020-05-31 02:00:00,12787083,1.0
2.0,2020-05-31 02:00:00,12788205,1.0
3.0,2020-05-31 02:00:00,12790824,0.0
1.0,2020-05-31 02:00:00,12791571,1.0
1.0,2020-05-31 02:00:00,12792693,1.0
2.0,2020-05-31 02:00:00,12793441,1.0
1.0,2020-05-31 02:00:00,12794189,1.0
2.0,2020-05-31 02:00:00,12794937,1.0
1.0,2020-05-31 02:00:00,12795685,1.0
1.0,2020-05-31 02:00:00,12796433,1.0
1.0,2020-05-31 02:00:00,12797555,1.0
1.0,2020-05-31 02:00:00,12797929,1.0
1.0,2020-05-31 02:00:00,12800173,1.0
1.0,2020-05-31 02:00:00,12800922,0.0
1.0,2020-05-31 02:00:00,12802791,1.0
4.0,2020-05-31 02:00:00,12803165,1.0
3.0,2020-05-31 02:00:00,12803166,0.0
2.0,2020-05-31 02:00:00,12808776,0.0
1.0,2020-05-31 02:00:00,12809898,0.0
1.0,2020-05-31 02:00:00,12810645,1.0
2.0,2020-05-31 02:00:00,12810646,0.0
1.0,2020-05-31 02:00:00,12815134,0.0
1.0,2020-05-31 02:00:00,12815508,0.0
1.0,2020-05-31 02:00:00,12815881,1.0
1.0,2020-05-31 02:00:00,12816255,1.0
1.0,2020-05-31 02:00:00,12816256,0.0
2.0,2020-05-31 02:00:00,12818500,0.0
2.0,2020-05-31 02:00:00,12820369,1.0
1.0,2020-05-31 02:00:00,12820743,1.0
1.0,2020-05-31 02:00:00,12821866,0.0
1.0,2020-05-31 02:00:00,12823735,1.0
1.0,2020-05-31 02:00:00,12824110,0.0
2.0,2020-05-31 02:00:00,12825605,1.0
1.0,2020-05-31 02:00:00,12830093,1.0
1.0,2020-05-31 02:00:00,12831215,1.0
1.0,2020-05-31 02:00:00,12833459,1.0
2.0,2020-05-31 02:00:00,12833460,0.0
1.0,2020-05-31 02:00:00,12839069,1.0
1.0,2020-05-31 02:00:00,12840192,0.0
3.0,2020-05-31 02:00:00,12840939,1.0
3.0,2020-05-31 02:00:00,12840940,0.0
2.0,2020-05-31 02:00:00,12841313,1.0
2.0,2020-05-31 02:00:00,12842061,1.0
1.0,2020-05-31 02:00:00,12842062,0.0
6.0,2020-05-31 02:00:00,12842436,0.0
1.0,2020-05-31 02:00:00,12842810,0.0
2.0,2020-05-31 02:00:00,12843183,1.0
2.0,2020-05-31 02:00:00,12843557,1.0
1.0,2020-05-31 02:00:00,12844305,1.0
4.0,2020-05-31 02:00:00,12844680,0.0
1.0,2020-05-31 02:00:00,12845053,1.0
1.0,2020-05-31 02:00:00,12852907,1.0
1.0,2020-05-31 02:00:00,12855151,1.0
1.0,2020-05-31 02:00:00,12856273,1.0
1.0,2020-05-31 02:00:00,12860387,1.0
1.0,2020-05-31 02:00:00,12862257,1.0
2.0,2020-05-31 02:00:00,12868241,1.0
1.0,2020-05-31 02:00:00,12868615,1.0
1.0,2020-05-31 02:00:00,12869363,1.0
1.0,2020-05-31 02:00:00,12869737,1.0
1.0,2020-05-31 02:00:00,12870485,1.0
3.0,2020-05-31 02:00:00,12871608,0.0
1.0,2020-06-01 02:00:00,12722010,0.0
4.0,2020-06-01 02:00:00,12724254,0.0
3.0,2020-06-01 02:00:00,12725375,1.0
8.0,2020-06-01 02:00:00,12726872,0.0
1.0,2020-06-01 02:00:00,12727993,1.0
10.0,2020-06-01 02:00:00,12729115,1.0
17.0,2020-06-01 02:00:00,12729116,0.0
12.0,2020-06-01 02:00:00,12729489,1.0
1.0,2020-06-01 02:00:00,12729490,0.0
1.0,2020-06-01 02:00:00,12729863,1.0
3.0,2020-06-01 02:00:00,12732107,1.0
3.0,2020-06-01 02:00:00,12732481,1.0
2.0,2020-06-01 02:00:00,12735847,1.0
1.0,2020-06-01 02:00:00,12736221,1.0
2.0,2020-06-01 02:00:00,12739961,1.0
1.0,2020-06-01 02:00:00,12740710,0.0
3.0,2020-06-01 02:00:00,12742579,1.0
1.0,2020-06-01 02:00:00,12742580,0.0
1.0,2020-06-01 02:00:00,12742953,1.0
2.0,2020-06-01 02:00:00,12743327,1.0
3.0,2020-06-01 02:00:00,12743328,0.0
9.0,2020-06-01 02:00:00,12743701,1.0
2.0,2020-06-01 02:00:00,12743702,0.0
3.0,2020-06-01 02:00:00,12744075,1.0
2.0,2020-06-01 02:00:00,12744076,0.0
1.0,2020-06-01 02:00:00,12744449,1.0
1.0,2020-06-01 02:00:00,12744823,1.0
1.0,2020-06-01 02:00:00,12745197,1.0
1.0,2020-06-01 02:00:00,12745571,1.0
1.0,2020-06-01 02:00:00,12747068,0.0
1.0,2020-06-01 02:00:00,12747441,1.0
1.0,2020-06-01 02:00:00,12747815,1.0
2.0,2020-06-01 02:00:00,12748563,1.0
1.0,2020-06-01 02:00:00,12749685,1.0
1.0,2020-06-01 02:00:00,12750059,1.0
1.0,2020-06-01 02:00:00,12752677,1.0
2.0,2020-06-01 02:00:00,12753052,0.0
2.0,2020-06-01 02:00:00,12753425,1.0
3.0,2020-06-01 02:00:00,12753799,1.0
2.0,2020-06-01 02:00:00,12754921,1.0
3.0,2020-06-01 02:00:00,12754922,0.0
2.0,2020-06-01 02:00:00,12755669,1.0
2.0,2020-06-01 02:00:00,12756417,1.0
1.0,2020-06-01 02:00:00,12757165,1.0
1.0,2020-06-01 02:00:00,12757913,1.0
1.0,2020-06-01 02:00:00,12758287,1.0
1.0,2020-06-01 02:00:00,12758661,1.0
6.0,2020-06-01 02:00:00,12759035,1.0
1.0,2020-06-01 02:00:00,12759036,0.0
1.0,2020-06-01 02:00:00,12759409,1.0
1.0,2020-06-01 02:00:00,12759783,1.0
2.0,2020-06-01 02:00:00,12762775,1.0
1.0,2020-06-01 02:00:00,12763149,1.0
5.0,2020-06-01 02:00:00,12763523,1.0
1.0,2020-06-01 02:00:00,12764271,1.0
1.0,2020-06-01 02:00:00,12764272,0.0
1.0,2020-06-01 02:00:00,12768011,1.0
1.0,2020-06-01 02:00:00,12769133,1.0
1.0,2020-06-01 02:00:00,12769507,1.0
2.0,2020-06-01 02:00:00,12770255,1.0
3.0,2020-06-01 02:00:00,12770629,1.0
1.0,2020-06-01 02:00:00,12771003,1.0
1.0,2020-06-01 02:00:00,12771751,1.0
1.0,2020-06-01 02:00:00,12777362,0.0
1.0,2020-06-01 02:00:00,12779979,1.0
1.0,2020-06-01 02:00:00,12780353,1.0
1.0,2020-06-01 02:00:00,12786337,1.0
2.0,2020-06-01 02:00:00,12787085,1.0
1.0,2020-06-01 02:00:00,12787833,1.0
2.0,2020-06-01 02:00:00,12790825,1.0
1.0,2020-06-01 02:00:00,12791573,1.0
1.0,2020-06-01 02:00:00,12792696,0.0
1.0,2020-06-01 02:00:00,12793817,1.0
1.0,2020-06-01 02:00:00,12793818,0.0
1.0,2020-06-01 02:00:00,12794192,0.0
2.0,2020-06-01 02:00:00,12797557,1.0
1.0,2020-06-01 02:00:00,12802793,1.0
3.0,2020-06-01 02:00:00,12803167,1.0
1.0,2020-06-01 02:00:00,12806533,1.0
1.0,2020-06-01 02:00:00,12806907,1.0
2.0,2020-06-01 02:00:00,12808778,0.0
1.0,2020-06-01 02:00:00,12809152,0.0
2.0,2020-06-01 02:00:00,12809525,1.0
1.0,2020-06-01 02:00:00,12811396,0.0
1.0,2020-06-01 02:00:00,12816257,1.0
1.0,2020-06-01 02:00:00,12819624,0.0
1.0,2020-06-01 02:00:00,12820371,1.0
3.0,2020-06-01 02:00:00,12821120,0.0
1.0,2020-06-01 02:00:00,12821867,1.0
1.0,2020-06-01 02:00:00,12821868,0.0
1.0,2020-06-01 02:00:00,12824485,1.0
1.0,2020-06-01 02:00:00,12825607,1.0
1.0,2020-06-01 02:00:00,12829722,0.0
1.0,2020-06-01 02:00:00,12831218,0.0
1.0,2020-06-01 02:00:00,12838698,0.0
1.0,2020-06-01 02:00:00,12839445,1.0
2.0,2020-06-01 02:00:00,12839446,0.0
1.0,2020-06-01 02:00:00,12840194,0.0
4.0,2020-06-01 02:00:00,12840941,1.0
2.0,2020-06-01 02:00:00,12841315,1.0
3.0,2020-06-01 02:00:00,12841689,1.0
1.0,2020-06-01 02:00:00,12842437,1.0
1.0,2020-06-01 02:00:00,12843185,1.0
4.0,2020-06-01 02:00:00,12843559,1.0
1.0,2020-06-01 02:00:00,12844307,1.0
1.0,2020-06-01 02:00:00,12844681,1.0
2.0,2020-06-01 02:00:00,12845055,1.0
1.0,2020-06-01 02:00:00,12846551,1.0
2.0,2020-06-01 02:00:00,12848795,1.0
1.0,2020-06-01 02:00:00,12849543,1.0
1.0,2020-06-01 02:00:00,12850291,1.0
1.0,2020-06-01 02:00:00,12853657,1.0
2.0,2020-06-01 02:00:00,12854779,1.0
1.0,2020-06-01 02:00:00,12856275,1.0
1.0,2020-06-01 02:00:00,12857397,1.0
1.0,2020-06-01 02:00:00,12860389,1.0
1.0,2020-06-01 02:00:00,12860763,1.0
1.0,2020-06-01 02:00:00,12870488,0.0
1.0,2020-06-01 02:00:00,12871235,1.0
1.0,2020-06-01 02:00:00,12871609,1.0
1.0,2020-06-02 02:00:00,12721638,0.0
4.0,2020-06-02 02:00:00,12725377,1.0
1.0,2020-06-02 02:00:00,12725378,0.0
1.0,2020-06-02 02:00:00,12725751,1.0
2.0,2020-06-02 02:00:00,12726873,1.0
1.0,2020-06-02 02:00:00,12727995,1.0
10.0,2020-06-02 02:00:00,12729117,1.0
7.0,2020-06-02 02:00:00,12729118,0.0
12.0,2020-06-02 02:00:00,12729491,1.0
6.0,2020-06-02 02:00:00,12729492,0.0
1.0,2020-06-02 02:00:00,12729865,1.0
2.0,2020-06-02 02:00:00,12729866,0.0
1.0,2020-06-02 02:00:00,12730239,1.0
1.0,2020-06-02 02:00:00,12730613,1.0
3.0,2020-06-02 02:00:00,12732109,1.0
1.0,2020-06-02 02:00:00,12732110,0.0
6.0,2020-06-02 02:00:00,12732483,1.0
5.0,2020-06-02 02:00:00,12732484,0.0
1.0,2020-06-02 02:00:00,12735101,1.0
1.0,2020-06-02 02:00:00,12735849,1.0
1.0,2020-06-02 02:00:00,12736223,1.0
1.0,2020-06-02 02:00:00,12737345,1.0
1.0,2020-06-02 02:00:00,12737720,0.0
1.0,2020-06-02 02:00:00,12738467,1.0
1.0,2020-06-02 02:00:00,12739963,1.0
1.0,2020-06-02 02:00:00,12740337,1.0
2.0,2020-06-02 02:00:00,12741085,1.0
1.0,2020-06-02 02:00:00,12741833,1.0
5.0,2020-06-02 02:00:00,12742581,1.0
4.0,2020-06-02 02:00:00,12742582,0.0
5.0,2020-06-02 02:00:00,12742955,1.0
1.0,2020-06-02 02:00:00,12742956,0.0
1.0,2020-06-02 02:00:00,12743329,1.0
7.0,2020-06-02 02:00:00,12743703,1.0
3.0,2020-06-02 02:00:00,12744077,1.0
1.0,2020-06-02 02:00:00,12744452,0.0
3.0,2020-06-02 02:00:00,12744825,1.0
1.0,2020-06-02 02:00:00,12745199,1.0
4.0,2020-06-02 02:00:00,12745200,0.0
1.0,2020-06-02 02:00:00,12745573,1.0
4.0,2020-06-02 02:00:00,12746695,1.0
1.0,2020-06-02 02:00:00,12746696,0.0
1.0,2020-06-02 02:00:00,12747070,0.0
1.0,2020-06-02 02:00:00,12747443,1.0
3.0,2020-06-02 02:00:00,12748565,1.0
1.0,2020-06-02 02:00:00,12748939,1.0
1.0,2020-06-02 02:00:00,12748940,0.0
1.0,2020-06-02 02:00:00,12749314,0.0
1.0,2020-06-02 02:00:00,12750061,1.0
1.0,2020-06-02 02:00:00,12750436,0.0
2.0,2020-06-02 02:00:00,12750809,1.0
4.0,2020-06-02 02:00:00,12751184,0.0
1.0,2020-06-02 02:00:00,12751557,1.0
1.0,2020-06-02 02:00:00,12752679,1.0
1.0,2020-06-02 02:00:00,12752680,0.0
1.0,2020-06-02 02:00:00,12753053,1.0
2.0,2020-06-02 02:00:00,12753428,0.0
2.0,2020-06-02 02:00:00,12753801,1.0
2.0,2020-06-02 02:00:00,12754176,0.0
2.0,2020-06-02 02:00:00,12754924,0.0
1.0,2020-06-02 02:00:00,12755297,1.0
1.0,2020-06-02 02:00:00,12755671,1.0
1.0,2020-06-02 02:00:00,12756046,0.0
4.0,2020-06-02 02:00:00,12756419,1.0
1.0,2020-06-02 02:00:00,12756793,1.0
2.0,2020-06-02 02:00:00,12757167,1.0
1.0,2020-06-02 02:00:00,12757542,0.0
1.0,2020-06-02 02:00:00,12757915,1.0
2.0,2020-06-02 02:00:00,12758290,0.0
7.0,2020-06-02 02:00:00,12758663,1.0
6.0,2020-06-02 02:00:00,12759037,1.0
1.0,2020-06-02 02:00:00,12759038,0.0
1.0,2020-06-02 02:00:00,12760159,1.0
4.0,2020-06-02 02:00:00,12760533,1.0
3.0,2020-06-02 02:00:00,12760534,0.0
1.0,2020-06-02 02:00:00,12761282,0.0
1.0,2020-06-02 02:00:00,12762029,1.0
1.0,2020-06-02 02:00:00,12762404,0.0
2.0,2020-06-02 02:00:00,12762777,1.0
2.0,2020-06-02 02:00:00,12763525,1.0
1.0,2020-06-02 02:00:00,12763526,0.0
2.0,2020-06-02 02:00:00,12764273,1.0
3.0,2020-06-02 02:00:00,12765022,0.0
1.0,2020-06-02 02:00:00,12765395,1.0
1.0,2020-06-02 02:00:00,12765769,1.0
1.0,2020-06-02 02:00:00,12765770,0.0
1.0,2020-06-02 02:00:00,12766143,1.0
3.0,2020-06-02 02:00:00,12766518,0.0
1.0,2020-06-02 02:00:00,12767639,1.0
1.0,2020-06-02 02:00:00,12768013,1.0
1.0,2020-06-02 02:00:00,12768387,1.0
1.0,2020-06-02 02:00:00,12770257,1.0
2.0,2020-06-02 02:00:00,12770631,1.0
4.0,2020-06-02 02:00:00,12770632,0.0
1.0,2020-06-02 02:00:00,12773250,0.0
1.0,2020-06-02 02:00:00,12774372,0.0
1.0,2020-06-02 02:00:00,12776242,0.0
1.0,2020-06-02 02:00:00,12776615,1.0
2.0,2020-06-02 02:00:00,12779982,0.0
1.0,2020-06-02 02:00:00,12780355,1.0
1.0,2020-06-02 02:00:00,12784095,1.0
1.0,2020-06-02 02:00:00,12786713,1.0
2.0,2020-06-02 02:00:00,12787087,1.0
1.0,2020-06-02 02:00:00,12787836,0.0
1.0,2020-06-02 02:00:00,12788958,0.0
1.0,2020-06-02 02:00:00,12789332,0.0
2.0,2020-06-02 02:00:00,12790827,1.0
1.0,2020-06-02 02:00:00,12790828,0.0
1.0,2020-06-02 02:00:00,12791949,1.0
1.0,2020-06-02 02:00:00,12792323,1.0
1.0,2020-06-02 02:00:00,12793819,1.0
2.0,2020-06-02 02:00:00,12794941,1.0
1.0,2020-06-02 02:00:00,12797560,0.0
1.0,2020-06-02 02:00:00,12800178,0.0
1.0,2020-06-02 02:00:00,12800552,0.0
1.0,2020-06-02 02:00:00,12800925,1.0
1.0,2020-06-02 02:00:00,12800926,0.0
1.0,2020-06-02 02:00:00,12801673,1.0
1.0,2020-06-02 02:00:00,12802795,1.0
7.0,2020-06-02 02:00:00,12803169,1.0
1.0,2020-06-02 02:00:00,12803170,0.0
1.0,2020-06-02 02:00:00,12805040,0.0
1.0,2020-06-02 02:00:00,12808779,1.0
3.0,2020-06-02 02:00:00,12808780,0.0
1.0,2020-06-02 02:00:00,12810275,1.0
1.0,2020-06-02 02:00:00,12812519,1.0
1.0,2020-06-02 02:00:00,12815138,0.0
1.0,2020-06-02 02:00:00,12815512,0.0
1.0,2020-06-02 02:00:00,12815885,1.0
1.0,2020-06-02 02:00:00,12816260,0.0
1.0,2020-06-02 02:00:00,12818504,0.0
3.0,2020-06-02 02:00:00,12819626,0.0
1.0,2020-06-02 02:00:00,12820373,1.0
3.0,2020-06-02 02:00:00,12821869,1.0
2.0,2020-06-02 02:00:00,12823739,1.0
1.0,2020-06-02 02:00:00,12825609,1.0
1.0,2020-06-02 02:00:00,12825610,0.0
1.0,2020-06-02 02:00:00,12832341,1.0
1.0,2020-06-02 02:00:00,12839074,0.0
1.0,2020-06-02 02:00:00,12840570,0.0
3.0,2020-06-02 02:00:00,12840943,1.0
2.0,2020-06-02 02:00:00,12840944,0.0
3.0,2020-06-02 02:00:00,12841317,1.0
3.0,2020-06-02 02:00:00,12841318,0.0
1.0,2020-06-02 02:00:00,12841691,1.0
3.0,2020-06-02 02:00:00,12842440,0.0
1.0,2020-06-02 02:00:00,12842813,1.0
7.0,2020-06-02 02:00:00,12843187,1.0
2.0,2020-06-02 02:00:00,12843188,0.0
7.0,2020-06-02 02:00:00,12843561,1.0
