country,date,type,geo,population,newHospitalizations,deaths,cases,cases_national,new_cases,new_cases_national,sum_pop,cases_pop_sub,cases_pop_nat,ratio_pop_cum,ratio_cum,ratio_new,ratio_cum2,ratio_new2,rolling_average,past_average,rolling_average_new_cases,past_average_new_cases,past_average_new_cases_national,measure_H1_H2_cases,measure_H3_cases,cases_national_JHU,new_cases_national_JHU,past_average_new_cases_national_JHU,measure_H1_H2_cases_JHU,past_average_national_new_cases,policy_active,hetero,hetero_mean,differentiating,hhi_cumulative,hhi_new
France,2020-04-12,Restrictions of Mass Gatherings,FRK,8005882,144,773,6734,68104,137,1611,67012883,8.411315580219643e-4,0.001016282197558938,-1.7515063953697373e-4,0.09887818630330084,0.08504034761018,0.009776895726630269,0.007231860721660249,6690.571428571428,6125,187.71428571428572,212.42857142857142,2469.285714285714,0.0036847925409890427,0.72009650378236,120633,26843,3834.714285714286,0.005722353843087583,2469.285714285714,1,0,0,1,0.199577071210898,0.188232207114264
France,2020-04-13,Restrictions of Mass Gatherings,FRK,8005882,97,794,6819,69257,85,1153,67012883,8.517487517302903e-4,0.0010334878444194081,-1.8173909268911787e-4,0.09845936150858398,0.07372072853425846,0.009694245868678028,0.005434745815621829,6862.285714285715,6320.428571428572,171.71428571428572,195.42857142857142,2277.5714285714284,0.003398706825628482,0.7182326917272756,124298,3665,523.5714285714286,7.81299662292441e-4,2277.5714285714284,1,0,0,1,0.199502421171042,0.199540547717068
France,2020-04-13,Lockdown,FRK,8005882,97,794,6819,69257,85,1153,67012883,8.517487517302903e-4,0.0010334878444194081,-1.8173909268911787e-4,0.09845936150858398,0.07372072853425846,0.009694245868678028,0.005434745815621829,6862.285714285715,6320.428571428572,171.71428571428572,195.42857142857142,2277.5714285714284,0.003398706825628482,0.7182326917272756,124298,3665,523.5714285714286,7.81299662292441e-4,2277.5714285714284,1,0,0,1,0.199502421171042,0.199540547717068
France,2020-04-13,Wearing Masks inside public or commercial building,FRK,8005882,97,794,6819,69257,85,1153,67012883,8.517487517302903e-4,0.0010334878444194081,-1.8173909268911787e-4,0.09845936150858398,0.07372072853425846,0.009694245868678028,0.005434745815621829,6862.285714285715,6320.428571428572,171.71428571428572,195.42857142857142,2277.5714285714284,0.003398706825628482,0.7182326917272756,124298,3665,523.5714285714286,7.81299662292441e-4,2277.5714285714284,0,0,0,0,0.199502421171042,0.199540547717068
France,2020-04-13,Primary Schools (generally for children ages 10 and below),FRK,8005882,97,794,6819,69257,85,1153,67012883,8.517487517302903e-4,0.0010334878444194081,-1.8173909268911787e-4,0.09845936150858398,0.07372072853425846,0.009694245868678028,0.005434745815621829,6862.285714285715,6320.428571428572,171.71428571428572,195.42857142857142,2277.5714285714284,0.003398706825628482,0.7182326917272756,124298,3665,523.5714285714286,7.81299662292441e-4,2277.5714285714284,1,0,0,0,0.199502421171042,0.199540547717068
France,2020-04-14,Restrictions of Mass Gatherings,FRK,8005882,156,836,6961,71064,142,1807,67012883,8.694857106312584e-4,0.0010604528087532065,-1.9096709812194807e-4,0.09795395699651019,0.07858328721638075,0.009594977691274167,0.00617533302973219,7032.857142857143,6502.857142857143,170.57142857142858,182.42857142857142,2109.4285714285716,0.00314779558346799,0.7238976234904648,129257,4959,708.4285714285714,0.0010571528036311638,2109.4285714285716,1,0,0,1,0.19899179676267,0.182390071936321
France,2020-04-14,Lockdown,FRK,8005882,156,836,6961,71064,142,1807,67012883,8.694857106312584e-4,0.0010604528087532065,-1.9096709812194807e-4,0.09795395699651019,0.07858328721638075,0.009594977691274167,0.00617533302973219,7032.857142857143,6502.857142857143,170.57142857142858,182.42857142857142,2109.4285714285716,0.00314779558346799,0.7238976234904648,129257,4959,708.4285714285714,0.0010571528036311638,2109.4285714285716,1,0,0,1,0.19899179676267,0.182390071936321
France,2020-04-14,Wearing Masks inside public or commercial building,FRK,8005882,156,836,6961,71064,142,1807,67012883,8.694857106312584e-4,0.0010604528087532065,-1.9096709812194807e-4,0.09795395699651019,0.07858328721638075,0.009594977691274167,0.00617533302973219,7032.857142857143,6502.857142857143,170.57142857142858,182.42857142857142,2109.4285714285716,0.00314779558346799,0.7238976234904648,129257,4959,708.4285714285714,0.0010571528036311638,2109.4285714285716,0,0,0,0,0.19899179676267,0.182390071936321
France,2020-04-14,Primary Schools (generally for children ages 10 and below),FRK,8005882,156,836,6961,71064,142,1807,67012883,8.694857106312584e-4,0.0010604528087532065,-1.9096709812194807e-4,0.09795395699651019,0.07858328721638075,0.009594977691274167,0.00617533302973219,7032.857142857143,6502.857142857143,170.57142857142858,182.42857142857142,2109.4285714285716,0.00314779558346799,0.7238976234904648,129257,4959,708.4285714285714,0.0010571528036311638,2109.4285714285716,1,0,0,0,0.19899179676267,0.182390071936321
France,2020-04-15,Restrictions of Mass Gatherings,FRK,8005882,271,885,7206,73218,245,2154,67012883,9.00088210143492e-4,0.0010925958818993058,-1.925076717558138e-4,0.09841842169958206,0.11374187558031569,0.009686185729836766,0.012937214260528015,7194.857142857143,6690.571428571428,162,187.71428571428572,2015.7142857142858,0.003007950405169534,0.7795024224208109,132473,3216,459.42857142857144,6.855824594631624e-4,2015.7142857142858,1,0,0,1,0.198645408428625,0.189107264323937
France,2020-04-15,Lockdown,FRK,8005882,271,885,7206,73218,245,2154,67012883,9.00088210143492e-4,0.0010925958818993058,-1.925076717558138e-4,0.09841842169958206,0.11374187558031569,0.009686185729836766,0.012937214260528015,7194.857142857143,6690.571428571428,162,187.71428571428572,2015.7142857142858,0.003007950405169534,0.7795024224208109,132473,3216,459.42857142857144,6.855824594631624e-4,2015.7142857142858,1,0,0,1,0.198645408428625,0.189107264323937
France,2020-04-15,Wearing Masks inside public or commercial building,FRK,8005882,271,885,7206,73218,245,2154,67012883,9.00088210143492e-4,0.0010925958818993058,-1.925076717558138e-4,0.09841842169958206,0.11374187558031569,0.009686185729836766,0.012937214260528015,7194.857142857143,6690.571428571428,162,187.71428571428572,2015.7142857142858,0.003007950405169534,0.7795024224208109,132473,3216,459.42857142857144,6.855824594631624e-4,2015.7142857142858,0,0,0,0,0.198645408428625,0.189107264323937
France,2020-04-15,Primary Schools (generally for children ages 10 and below),FRK,8005882,271,885,7206,73218,245,2154,67012883,9.00088210143492e-4,0.0010925958818993058,-1.925076717558138e-4,0.09841842169958206,0.11374187558031569,0.009686185729836766,0.012937214260528015,7194.857142857143,6690.571428571428,162,187.71428571428572,2015.7142857142858,0.003007950405169534,0.7795024224208109,132473,3216,459.42857142857144,6.855824594631624e-4,2015.7142857142858,0,0,0,0,0.198645408428625,0.189107264323937
France,2020-04-16,Lockdown,FRK,8005882,175,927,7357,75032,151,1814,67012883,9.189493424959299e-4,0.0011196653037595771,-2.007159612636472e-4,0.09805149802750826,0.08324145534729879,0.009614096265438457,0.0069291398883363385,7351,6862.285714285715,156.14285714285714,171.71428571428572,1881.857142857143,0.002808202033118233,0.7637810755840055,144944,12471,1781.5714285714287,0.002658550638048849,1881.857142857143,1,0,0,1,0.198801233867551,0.20844795289364
France,2020-04-16,Wearing Masks inside public or commercial building,FRK,8005882,175,927,7357,75032,151,1814,67012883,9.189493424959299e-4,0.0011196653037595771,-2.007159612636472e-4,0.09805149802750826,0.08324145534729879,0.009614096265438457,0.0069291398883363385,7351,6862.285714285715,156.14285714285714,171.71428571428572,1881.857142857143,0.002808202033118233,0.7637810755840055,144944,12471,1781.5714285714287,0.002658550638048849,1881.857142857143,0,0,0,0,0.198801233867551,0.20844795289364
France,2020-04-16,Primary Schools (generally for children ages 10 and below),FRK,8005882,175,927,7357,75032,151,1814,67012883,9.189493424959299e-4,0.0011196653037595771,-2.007159612636472e-4,0.09805149802750826,0.08324145534729879,0.009614096265438457,0.0069291398883363385,7351,6862.285714285715,156.14285714285714,171.71428571428572,1881.857142857143,0.002808202033118233,0.7637810755840055,144944,12471,1781.5714285714287,0.002658550638048849,1881.857142857143,0,0,0,0,0.198801233867551,0.20844795289364
France,2020-04-16,Restrictions of Mass Gatherings,FRK,8005882,175,927,7357,75032,151,1814,67012883,9.189493424959299e-4,0.0011196653037595771,-2.007159612636472e-4,0.09805149802750826,0.08324145534729879,0.009614096265438457,0.0069291398883363385,7351,6862.285714285715,156.14285714285714,171.71428571428572,1881.857142857143,0.002808202033118233,0.7637810755840055,144944,12471,1781.5714285714287,0.002658550638048849,1881.857142857143,1,0,0,1,0.198801233867551,0.20844795289364
