record_id,policy_id,entry_type,correct_type,update_type,update_level,description,date_announced,date_start,date_end,country,ISO_A3,ISO_A2,init_country_level,domestic_policy,province,city,type,type_sub_cat,type_text,type_quarantine_days,type_mass_gathering,type_who_gen,source_corr_type,school_status,target_country,target_geog_level,target_region,target_province,target_city,target_other,target_who_what,target_direction,travel_mechanism,compliance,enforcer,index_high_est,index_med_est,index_low_est,index_country_rank,link,date_updated,recorded_date,country_overwrite,missingDum,orphanDum,gov
R_3jePk2TnOo3LyD5Es,3971022,new_entry,original,NA,NA,"On 20th April, the Tuscan region started mandating the use of masks in public, with a possible penalty of up to 400 euros for those not complying.",2020-04-19,2020-04-20,2020-07-22,Italy,ITA,IT,Provincial,1,Tuscany,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Italy,NA,NA,Tuscany,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory with Fines,Provincial/State Government,56.68172034443436,53.5891823203561,51.05077422294277,124,https://firenze.repubblica.it/cronaca/2020/04/19/news/indossate_le_mascherine_scatta_ovunque_l_obbligo_in_toscana-254477480/,2020-08-19,2020-08-19T00:31:56Z,0,0,0,Tuscany
R_3jePk2TnOo3LyD5Es,3971022,new_entry,original,NA,NA,"On 20th April, the Tuscan region started mandating the use of masks in public, with a possible penalty of up to 400 euros for those not complying.",2020-04-19,2020-04-20,2020-07-22,Italy,ITA,IT,Provincial,1,Tuscany,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,NA,NA,Italy,NA,NA,Tuscany,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory with Fines,Provincial/State Government,56.68172034443436,53.5891823203561,51.05077422294277,124,https://firenze.repubblica.it/cronaca/2020/04/19/news/indossate_le_mascherine_scatta_ovunque_l_obbligo_in_toscana-254477480/,2020-08-19,2020-08-19T00:31:56Z,0,0,0,Tuscany
R_06YuefCsc398mxHCw,3972475,new_entry,original,NA,NA,Bremen (Germany) closes all schools on March 16.,2020-03-13,2020-03-16,2020-06-15,Germany,DEU,DE,Provincial,1,Bremen,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,Primary Schools closed/locked down,Germany,NA,NA,Bremen,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,53.46084262438372,52.573227597628616,51.68922999787384,150,"https://www.weser-kurier.de/bremen/bremen-stadt_artikel,-bremen-macht-schulen-und-kitas-dicht-_arid,1902850.html",2020-08-14,2020-08-14T10:14:47Z,0,0,0,Bremen
R_22M7gi3ej8PA40tCw,3993721,new_entry,correction,NA,NA,Italy is enforcing a Closure of Schools in the region Venetia,2020-02-23,2020-02-23,2020-07-22,Italy,ITA,IT,Provincial,0,Veneto,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,Use the old source,NA,Italy,NA,NA,Veneto,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,52.714739350019116,50.65690711690576,48.58057844314818,175,https://advance.lexis.com/document/?pdmfid=1516831&crid=5db298f8-d0be-447d-a45e-ba686695d209&pddocfullpath=%2Fshared%2Fdocument%2Fnews%2Furn%3AcontentItem%3A5Y8K-Y231-JC65-50D8-00000-00&pdcontentcomponentid=304478&pdteaserkey=sr8&pditab=allpods&ecomp=pp79k&earg=sr8&prid=33827f38-58a9-437c-9e6a-18cd88f87724,2020-08-04,2020-08-04T12:49:49Z,0,0,0,Veneto
R_2CHdP2cD0joISWAEt,4176590,new_entry,original,NA,NA,"Starting Thursday, 23rd April, people in Saxony-Anhalt will have to wear a mask on buses, trains and when shopping. This was decided by the state government. A fine is not planned for the time being",2020-04-21,2020-04-23,2020-07-22,Germany,DEU,DE,Provincial,1,Saxony-Anhalt,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saxony-Anhalt,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,55.93847965341985,53.30915839154838,50.96631960447963,111,https://www.mdr.de/sachsen-anhalt/landespolitik/maskenpflicht-ab-donnerstag-haseloff-corona-100.html,2020-07-11,2020-07-11T11:18:10Z,0,0,0,Saxony-Anhalt
R_2CHdP2cD0joISWACi,4176590,new_entry,original,NA,NA,"Starting Thursday, 23rd April, people in Saxony-Anhalt will have to wear a mask on buses, trains and when shopping. This was decided by the state government. A fine is not planned for the time being",2020-04-21,2020-04-23,2020-07-22,Germany,DEU,DE,Provincial,1,Saxony-Anhalt,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saxony-Anhalt,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,55.93847965341985,53.30915839154838,50.96631960447963,111,https://www.mdr.de/sachsen-anhalt/landespolitik/maskenpflicht-ab-donnerstag-haseloff-corona-100.html,2020-07-11,2020-07-11T11:18:10Z,0,0,0,Saxony-Anhalt
R_1JK05QmhgbvBXgwNA,4223201,new_entry,original,NA,NA,"As of March 12, Brandenburg (Germany) has prohibited large events with more than 1,000 participants and events with at least 100 participants must be reported in writing to the district authorities until further notice.",2020-03-12,2020-03-12,2020-04-19,Germany,DEU,DE,Provincial,1,Brandenburg,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,1000,NA,NA,NA,Germany,NA,NA,Brandenburg,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,"Mandatory (Unspecified/Implied),Mandatory with Exceptions (Please list exceptions in the text entry)","Ministry/Department of Health,Provincial/State Government",53.99116483304854,52.24415277583295,50.8195461866108,170,https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~12-03-2020-allgemeinverfuegung-im-umgang-mit-corona,2020-04-03,2020-04-03T13:45:56Z,0,0,0,Brandenburg
R_2P0vBoUNfjan9PeEt,4231455,update,original,Change of Policy,Relaxing,"The government of Mecklenburg-Vorpommern announced a mask requirement in shops on April 27 to included all citizens. As of April 28, children under 6 and those with a psychological condition or another disability in which they are unable to wear a mask. UPDATE: The original mask requirement in shops was erected April 27 to included all citizens. As of April 28, children under 6 and those with a psychological condition or another disability in which they are unable to wear a mask do not have to wear a mask in shops.",2020-04-23,2020-04-27,2020-07-22,Germany,DEU,DE,Provincial,0,Mecklenburg-Vorpommern,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,Use the old source,NA,Germany,NA,NA,Mecklenburg-Vorpommern,NA,NA,5,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,56.047390066701645,53.26555289143866,49.994148694718675,106,https://de.usembassy.gov/german-mask-regulations-state-by-state/,2020-06-29,2020-06-29T03:21:05Z,0,0,0,Mecklenburg-Vorpommern
R_3P4F9KgANh7mKTjEt,4231455,new_entry,correction,NA,Relaxing,"Mecklenburg-Vorpommern made masks mandatory in shops as of 4/27. UPDATE: The original mask requirement in shops was erected April 27 to included all citizens. As of April 28, children under 6 and those with a psychological condition or another disability in which they are unable to wear a mask do not have to wear a mask in shops.",2020-04-23,2020-04-27,2020-07-22,Germany,DEU,DE,Provincial,0,Mecklenburg-Vorpommern,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,Use the old source,NA,Germany,NA,NA,Mecklenburg-Vorpommern,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,56.047390066701645,53.26555289143866,49.994148694718675,106,https://de.usembassy.gov/german-mask-regulations-state-by-state/,2020-07-15,2020-07-15T11:58:17Z,0,0,0,Mecklenburg-Vorpommern
R_3prU7MkfqfEBlHiEt,4473941,new_entry,correction,NA,NA,In Germany the State of Baden-Wuerttemberg it is compulsory to wear a face mask when in shops or on public transport after April 27.,2020-04-21,2020-04-27,2020-07-22,Germany,DEU,DE,Provincial,1,Baden-Wuerttemberg,NA,Social Distancing,Wearing Masks inside public or commercial building,Must wear masks in shops or on public transport,NA,NA,NA,Use the old source,NA,Germany,A geographical or administrative unit within a country,NA,Baden-Wuerttemberg,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,Mandatory with Fines,"Provincial/State Government,Police",56.047390066701645,53.26555289143866,49.994148694718675,106,https://www.baden-wuerttemberg.de/de/service/alle-meldungen/meldung/pid/landesregierung-beschliesst-maskenpflicht/,2020-07-09,2020-07-09T06:55:48Z,0,0,0,Baden-Wuerttemberg
R_3prU7MkfqfEBlHiCi,4473941,new_entry,correction,NA,NA,In Germany the State of Baden-Wuerttemberg it is compulsory to wear a face mask when in shops or on public transport after April 27.,2020-04-21,2020-04-27,2020-07-22,Germany,DEU,DE,Provincial,1,Baden-Wuerttemberg,NA,Social Distancing,Other Mask Wearing Policy,Must wear masks in shops or on public transport,NA,NA,NA,Use the old source,NA,Germany,A geographical or administrative unit within a country,NA,Baden-Wuerttemberg,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,Mandatory with Fines,"Provincial/State Government,Police",56.047390066701645,53.26555289143866,49.994148694718675,106,https://www.baden-wuerttemberg.de/de/service/alle-meldungen/meldung/pid/landesregierung-beschliesst-maskenpflicht/,2020-07-09,2020-07-09T06:55:48Z,0,0,0,Baden-Wuerttemberg
R_1BR8XO2xal3dCmnCw,4575542,update,original,End of Policy,NA,"March 16 Switzerland Schaffhausen, school closure. The authorities of the canton Schaffhausen announced that on-site teaching in schools in the canton Schaffhausen will be continued from May 11, 2020 onwards. UPDATE: The canton Schaffhausen anounced on March 13, 2020 that all on-site teaching should be cancelled. On May 5, 2020 the canton Schaffhausen announced that on-site teaching will be continued from the May 11, 2020 onwards.",2020-05-05,2020-05-11,2020-07-22,Switzerland,CHE,CH,Provincial,0,NA,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,NA,NA,Switzerland,NA,NA,NA,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),National Government,NA,NA,NA,NA,https://www.issh.ch/covid-19-coronavirus/,2020-06-04,2020-06-04T14:52:21Z,0,0,1,NA
R_3EzHfIh1kKUHcOkEt,5122018,new_entry,correction,NA,NA,"At April 21 the state government of hesse (germany) has announced that wearing a mask if a local public transport vehicles or use the public areas of shops, banks and post offices is used. The measure comes into place at April 21.",2020-04-21,2020-05-27,2020-07-22,Germany,DEU,DE,Provincial,1,Hesse,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,NA,Use the old source,NA,Germany,NA,NA,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory with Fines,"National Government,Provincial/State Government,Police",NA,NA,NA,NA,https://www.hessen.de/presse/pressemitteilung/landesregierung-beschliesst-maskenpflicht,2020-07-20,2020-07-20T16:58:29Z,0,0,0,NA
R_3EzHfIh1kKUHcOkCi,5122018,new_entry,correction,NA,NA,"At April 21 the state government of hesse (germany) has announced that wearing a mask if a local public transport vehicles or use the public areas of shops, banks and post offices is used. The measure comes into place at April 21.",2020-04-21,2020-05-27,2020-07-22,Germany,DEU,DE,Provincial,1,Hesse,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,NA,Use the old source,NA,Germany,NA,NA,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory with Fines,"National Government,Provincial/State Government,Police",NA,NA,NA,NA,https://www.hessen.de/presse/pressemitteilung/landesregierung-beschliesst-maskenpflicht,2020-07-20,2020-07-20T16:58:29Z,0,0,0,NA
R_27rFC3cKBXHbkLwCi,5383800,new_entry,original,NA,NA,"As of April 27, Berlin (Germany) makes it mandatory to wear a textile mouth and nose cover when using public transport. Wearing a mouth and nose cover is further strongly recommended, especially in retail stores and when in contact with at-risk individuals, to reduce the risk of infection for oneself and others.",2020-04-21,2020-04-27,2020-07-22,Germany,DEU,DE,Provincial,1,Berlin,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,NA,NA,NA,Germany,NA,NA,Berlin,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Police,Other (Please specify in the text box)",56.047390066701645,53.26555289143866,49.994148694718675,106,https://www.berlin.de/rbmskzl/aktuelles/pressemitteilungen/2020/pressemitteilung.923456.php,2020-05-11,2020-05-11T13:58:19Z,0,0,0,Berlin
R_1cV3JVqRdmGDsujEs,540987,new_entry,original,NA,NA,"As of April 23, the city of Hamburg (Germany) highly recommends to wear a mask in public transport, stores as well on markets.",2020-04-23,2020-04-23,2020-05-31,Germany,DEU,DE,Provincial,1,Hamburg,NA,Social Distancing,Wearing Masks in all public spaces/everywhere,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Hamburg,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Ministry/Department of Health,55.93847965341985,53.30915839154838,50.96631960447963,111,https://www.hamburg.de/coronavirus/13874424/2020-04-23-coronavius-aktueller-stand/,2020-07-13,2020-07-13T22:27:09Z,0,0,0,Hamburg
R_1cV3JVqRdmGDsujEs,540987,new_entry,original,NA,NA,"As of April 23, the city of Hamburg (Germany) highly recommends to wear a mask in public transport, stores as well on markets.",2020-04-23,2020-04-23,2020-05-31,Germany,DEU,DE,Provincial,1,Hamburg,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Hamburg,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Ministry/Department of Health,55.93847965341985,53.30915839154838,50.96631960447963,111,https://www.hamburg.de/coronavirus/13874424/2020-04-23-coronavius-aktueller-stand/,2020-07-13,2020-07-13T22:27:09Z,0,0,0,Hamburg
R_1cV3JVqRdmGDsujEs,540987,new_entry,original,NA,NA,"As of April 23, the city of Hamburg (Germany) highly recommends to wear a mask in public transport, stores as well on markets.",2020-04-23,2020-04-23,2020-05-31,Germany,DEU,DE,Provincial,1,Hamburg,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Hamburg,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Ministry/Department of Health,55.93847965341985,53.30915839154838,50.96631960447963,111,https://www.hamburg.de/coronavirus/13874424/2020-04-23-coronavius-aktueller-stand/,2020-07-13,2020-07-13T22:27:09Z,0,0,0,Hamburg
R_1cV3JVqRdmGDsujEt,540987,new_entry,original,NA,NA,"As of April 23, the city of Hamburg (Germany) highly recommends to wear a mask in public transport, stores as well on markets.",2020-04-23,2020-04-23,2020-05-31,Germany,DEU,DE,Provincial,1,Hamburg,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Hamburg,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Ministry/Department of Health,55.93847965341985,53.30915839154838,50.96631960447963,111,https://www.hamburg.de/coronavirus/13874424/2020-04-23-coronavius-aktueller-stand/,2020-07-13,2020-07-13T22:27:09Z,0,0,0,Hamburg
R_25XwsLXgJWU3jYsEs,540987,update,original,Change of Policy,Strengthening,"On April 24, the city of Hamburg (Germany) announced that as of April 27, masks are not voluntarily but mandatory in public transport and stores. As this regulation was added to the HmbSARS-CoV-2-EindämmungsVO of April 17, the regulation is for now in force until May 6, although it is considered to prevail longer. UPDATE: On April 24, the city of Hamburg (Germany) announced that as of April 27, masks are not voluntarily but mandatory in public transport and stores.",2020-04-24,2020-04-27,2020-05-31,Germany,DEU,DE,Provincial,0,Hamburg,NA,Social Distancing,Wearing Masks in all public spaces/everywhere,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Hamburg,NA,NA,13,NA,NA,Mandatory with Fines,Ministry/Department of Health,56.047390066701645,53.26555289143866,49.994148694718675,106,https://www.hamburg.de/coronavirus/13874424/2020-04-23-coronavius-aktueller-stand/,2020-07-13,2020-07-13T23:26:46Z,0,0,0,Hamburg
R_25XwsLXgJWU3jYsEs,540987,update,original,Change of Policy,Strengthening,"On April 24, the city of Hamburg (Germany) announced that as of April 27, masks are not voluntarily but mandatory in public transport and stores. As this regulation was added to the HmbSARS-CoV-2-EindämmungsVO of April 17, the regulation is for now in force until May 6, although it is considered to prevail longer. UPDATE: On April 24, the city of Hamburg (Germany) announced that as of April 27, masks are not voluntarily but mandatory in public transport and stores.",2020-04-24,2020-04-27,2020-05-31,Germany,DEU,DE,Provincial,0,Hamburg,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Hamburg,NA,NA,13,NA,NA,Mandatory with Fines,Ministry/Department of Health,56.047390066701645,53.26555289143866,49.994148694718675,106,https://www.hamburg.de/coronavirus/13874424/2020-04-23-coronavius-aktueller-stand/,2020-07-13,2020-07-13T23:26:46Z,0,0,0,Hamburg
R_25XwsLXgJWU3jYsEs,540987,update,original,Change of Policy,Strengthening,"On April 24, the city of Hamburg (Germany) announced that as of April 27, masks are not voluntarily but mandatory in public transport and stores. As this regulation was added to the HmbSARS-CoV-2-EindämmungsVO of April 17, the regulation is for now in force until May 6, although it is considered to prevail longer. UPDATE: On April 24, the city of Hamburg (Germany) announced that as of April 27, masks are not voluntarily but mandatory in public transport and stores.",2020-04-24,2020-04-27,2020-05-31,Germany,DEU,DE,Provincial,0,Hamburg,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Hamburg,NA,NA,13,NA,NA,Mandatory with Fines,Ministry/Department of Health,56.047390066701645,53.26555289143866,49.994148694718675,106,https://www.hamburg.de/coronavirus/13874424/2020-04-23-coronavius-aktueller-stand/,2020-07-13,2020-07-13T23:26:46Z,0,0,0,Hamburg
R_25XwsLXgJWU3jYsEt,540987,update,original,Change of Policy,Strengthening,"On April 24, the city of Hamburg (Germany) announced that as of April 27, masks are not voluntarily but mandatory in public transport and stores. As this regulation was added to the HmbSARS-CoV-2-EindämmungsVO of April 17, the regulation is for now in force until May 6, although it is considered to prevail longer. UPDATE: On April 24, the city of Hamburg (Germany) announced that as of April 27, masks are not voluntarily but mandatory in public transport and stores.",2020-04-24,2020-04-27,2020-05-31,Germany,DEU,DE,Provincial,0,Hamburg,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Hamburg,NA,NA,13,NA,NA,Mandatory with Fines,Ministry/Department of Health,56.047390066701645,53.26555289143866,49.994148694718675,106,https://www.hamburg.de/coronavirus/13874424/2020-04-23-coronavius-aktueller-stand/,2020-07-13,2020-07-13T23:26:46Z,0,0,0,Hamburg
R_2CJQnV3sMMEgtssEt,5567545,update,original,Change of Policy,Strengthening,Bremen (Germany) recommends to wear masks in public transportation and businesses on April 28. The policy becomes mandatory on May 6. UPDATE: The policy becomes mandatory on May 6.,2020-05-05,2020-05-06,2020-07-22,Germany,DEU,DE,Provincial,0,Bremen,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Bremen,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://www.gesetzblatt.bremen.de/fastmedia/832/2020_04_17_GBl_Nr_0026_signed.pdf,2020-08-11,2020-08-11T15:13:35Z,0,0,0,Bremen
R_2CJQnV3sMMEgtssCi,5567545,update,original,Change of Policy,Strengthening,Bremen (Germany) recommends to wear masks in public transportation and businesses on April 28. The policy becomes mandatory on May 6. UPDATE: The policy becomes mandatory on May 6.,2020-05-05,2020-05-06,2020-07-22,Germany,DEU,DE,Provincial,0,Bremen,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Bremen,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://www.gesetzblatt.bremen.de/fastmedia/832/2020_04_17_GBl_Nr_0026_signed.pdf,2020-08-11,2020-08-11T15:13:35Z,0,0,0,Bremen
R_WlftWozNb9qD0VrEt,5567545,new_entry,correction,NA,Strengthening,Bremen (Germany) recommends to wear masks in public transportation and businesses on April 28. UPDATE: The policy becomes mandatory on May 6.,2020-05-05,2020-05-06,2020-07-22,Germany,DEU,DE,Provincial,0,Bremen,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,Use the old source,NA,Germany,NA,NA,Bremen,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://www.gesetzblatt.bremen.de/fastmedia/832/2020_04_17_GBl_Nr_0026_signed.pdf,2020-08-11,2020-08-11T15:14:14Z,0,0,0,Bremen
R_WlftWozNb9qD0VrCi,5567545,new_entry,correction,NA,Strengthening,Bremen (Germany) recommends to wear masks in public transportation and businesses on April 28. UPDATE: The policy becomes mandatory on May 6.,2020-05-05,2020-05-06,2020-07-22,Germany,DEU,DE,Provincial,0,Bremen,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,Use the old source,NA,Germany,NA,NA,Bremen,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://www.gesetzblatt.bremen.de/fastmedia/832/2020_04_17_GBl_Nr_0026_signed.pdf,2020-08-11,2020-08-11T15:14:14Z,0,0,0,Bremen
R_3eh0WVbdWCAX0aUCi,5762826,new_entry,correction,NA,NA,"The government of Mecklenburg-Vorpommern announced that masks will be mandatory as of Monday, (4/27) on public transportation.",2020-04-23,2020-04-27,2020-07-22,Germany,DEU,DE,Provincial,0,Mecklenburg-Vorpommern,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,Use the old source,NA,Germany,NA,NA,Mecklenburg-Vorpommern,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,56.047390066701645,53.26555289143866,49.994148694718675,106,https://de.usembassy.gov/german-mask-regulations-state-by-state/,2020-06-29,2020-06-29T00:22:04Z,0,0,0,Mecklenburg-Vorpommern
R_1GIVcxAZ84h2YIeCi,5762826,update,original,Change of Policy,Relaxing,"As of April 27, the Mecklenburg-Vorpommern government made the wearing of masks mandatory for those riding public transportation. As of April 28, children under 6 and people who do not have a mask due to medical or psychological impairment or because of a disability and can prove this with a medical certificate. UPDATE: Originally, all citizens of Mecklenburg-Vorpommern were required to wear a mask on public transportation. As of April 28, children under 6 and people who do not have a mouth-to-nose cover due to medical or psychological impairment or because of a disability and can prove this with a medical certificate do not need to wear a mask.",2020-04-23,2020-04-27,2020-07-22,Germany,DEU,DE,Provincial,0,Mecklenburg-Vorpommern,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,Use the old source,NA,Germany,NA,NA,Mecklenburg-Vorpommern,NA,NA,5,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,56.047390066701645,53.26555289143866,49.994148694718675,106,https://de.usembassy.gov/german-mask-regulations-state-by-state/,2020-06-29,2020-06-29T03:11:30Z,0,0,0,Mecklenburg-Vorpommern
R_2dg0xvPyfE3F8xeNA,5767119,new_entry,original,NA,NA,Saarland (Germany) is imposing a lockdown on all citizens on March 21. People may not leave their homes except for urgent reasons.,2020-03-21,2020-03-21,2020-04-28,Germany,DEU,DE,Provincial,0,Saarland,NA,Lockdown,Lockdown,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saarland,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,54.07251328471549,52.86799980804045,51.62689399736824,143,https://www.sr.de/sr/home/nachrichten/politik_wirtschaft/corona_hans_ausgangsbeschraenkungen_100.html,2020-08-08,2020-08-08T10:12:54Z,0,0,0,Saarland
R_py0KxBuK7IEmnBfNA,6192024,new_entry,original,NA,NA,"The canton Glarus said on February 28th 2020, that mass gatherings with a number below 1000 participants are allowed, when no one is tested positive on the corona virus. Before that the Swiss federal government announced that mass gatherings with more then 1000 participants are prohibited",2020-02-28,2020-02-28,2020-07-22,Switzerland,CHE,CH,Provincial,1,Glarus,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,1000,No special population targeted,NA,NA,Switzerland,NA,NA,Glarus,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,50.88429249529216,49.58708951995902,47.70942577242406,125,https://www.gl.ch/public-newsroom/details.html/31/news/12307,2020-07-22,2020-07-22T14:00:03Z,0,0,0,Glarus
R_3LdSQLCocX7FOOwNA,6249300,new_entry,original,NA,NA,In Germany the State of Baden-Wuerttemberg is enforcing a restriction on mass gatherings after March 17: all forbidden.,2020-03-17,2020-03-17,2020-07-22,Germany,DEU,DE,Provincial,1,Baden-Wuerttemberg,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,NA,NA,NA,Germany,NA,NA,Baden-Wuerttemberg,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,53.61831475795368,52.66650339017962,51.841536290938,147,https://sozialministerium.baden-wuerttemberg.de/fileadmin/redaktion/dateien/PDF/200317_StM_VO_IfSG_Corona.pdf,2020-04-01,2020-04-01T22:37:54Z,0,0,0,Baden-Wuerttemberg
R_30jD0yrXsSRAEtSNA,6279485,new_entry,original,NA,NA,"On March 6, the Swiss Canton of Freiburg released a protocol on the by the federal government announced restriction of mass gatherings of more than 1000 people. The protocol outlines conditions of necessary hygiene measures, participation of vulnerable persons, and the special investigation of events of more than 150 participants.",2020-03-06,2020-03-06,2020-03-16,Switzerland,CHE,CH,Provincial,1,Fribourg,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,1000,No special population targeted,NA,NA,Switzerland,NA,NA,Fribourg,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"National Government,Provincial/State Government",53.68211797519685,51.22493058495257,48.90410056559945,163,https://www.fr.ch/de/sr/news/covid-19-der-staatsrat-veroeffentlicht-eine-richtlinie-und-verstaerkt-seine-sanitaere-strategie,2020-07-09,2020-07-09T09:47:02Z,0,0,0,Fribourg
R_1GVcGYQX6oFDcRjAh,6547663,new_entry,original,NA,NA,Germany: On March 16th the federal government decided to prohibit all gatherings in  events or gatherings. This also refers to club meetings and church services.,2020-03-16,2020-03-16,2020-08-31,Germany,DEU,DE,National,1,NA,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,NA,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"National Government,Provincial/State Government",53.46084262438372,52.573227597628616,51.68922999787384,150,https://www.bundesregierung.de/breg-de/aktuelles/vereinbarung-zwischen-der-bundesregierung-und-den-regierungschefinnen-und-regierungschefs-der-bundeslaender-angesichts-der-corona-epidemie-in-deutschland-1730934,2020-07-23,2020-07-23T11:36:06Z,0,0,0,Germany
