record_id,policy_id,entry_type,correct_type,update_type,update_level,description,date_announced,date_start,date_end,country,ISO_A3,ISO_A2,init_country_level,domestic_policy,province,city,type,type_sub_cat,type_text,type_quarantine_days,type_mass_gathering,type_who_gen,source_corr_type,school_status,target_country,target_geog_level,target_region,target_province,target_city,target_other,target_who_what,target_direction,travel_mechanism,compliance,enforcer,index_high_est,index_med_est,index_low_est,index_country_rank,link,date_updated,recorded_date,country_overwrite,missingDum,orphanDum,gov
R_QhSkmhJwtpfaRodCw,4578339,update,original,Change of Policy,Both Strengthening and Relaxing,"On March 13th, 2020 the government of Saxony, Germany announced that starting March 16th, the children's school duty will be suspended. Schools will still be open and teachers present to offer supervision of students, but there will be no lessons. All children that can stay home, should do so. This was due to be in force until April 17th, but was prolonged until May 3rd with certain exceptions. Afterwards, the suspension was generally again extended until May 22nd, but up from May 6th, various kinds of students can attend classes and exam preparation at school again. UPDATE: The second extension of the school suspension (until May 3rd) was prolonged again until May 22nd. Further exceptions were made for students in their second final year and children in their last year of primary school, for them class is starting from May 6th.",2020-03-13,2020-03-16,2020-07-17,Germany,DEU,DE,Provincial,0,Saxony,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saxony,NA,NA,12,NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Municipal Government",53.46084262438372,52.573227597628616,51.68922999787384,150,https://www.sachsen-fernsehen.de/coronavirus-in-sachsen-alle-informationen-im-liveticker-727775/,2020-07-13,2020-07-13T10:09:47Z,0,0,0,Saxony
R_232fSQ5H923uiQrAh,1990503,update,original,Change of Policy,Both Strengthening and Relaxing,"On March 14th, 2020 the government of Saxony, Germany announced that all events with more than 75 participants must register with the municipal geovernment from now on.
On March 31st, the government decided to strengthen this regulation: Starting April 1st, public and non-public events and other gatherings where people meet, as well as gatherings regardless of the number of participants, are prohibited. This was set to last until April 20th. Starting April 21st, events and gatherings of any kind continue to be prohibited until May 3rd. In individual cases, however, the responsible administrative districts or independent cities may grant exemptions upon application.
This regulation set to last until May 3rd, has been extended once more until May 20th. From May 4th onwards, exceptions are made for meetings with members of one's own household and in case of accompanying dying another five persons. Worship services are permitted in compliance with the existing hygiene regulations and the distance regulation. Attendance at day-care centres for emergency care, public and independent schools in connection with the valid general disposition is also permitted, as is attendance at educational institutions and vocational training centres. Fixed open-air meetings are also permitted, with a maximum number of 50 participants and a time limit of 60 minutes. UPDATE: The original regulations that gatherings of people was set to last until May 3rd, this has been extended until May 20th. From May 4th onwards, exceptions are made for meetings with members of one's own household and in case of accompanying dying another five persons. Worship services are permitted in compliance with the existing hygiene regulations and the distance regulation. Attendance at day-care centres for emergency care, public and independent schools in connection with the valid general disposition is also permitted, as is attendance at educational institutions and vocational training centres. Fixed open-air meetings are also permitted, with a maximum number of 50 participants and a time limit of 60 minutes. Participants must maintain a minimum distance of 1.5 metres between themselves and wear a mouth-and-nose cover.",2020-03-14,2020-03-14,2020-07-17,Germany,DEU,DE,Provincial,1,Saxony,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,No special population targeted,Use the old source,NA,Germany,NA,NA,Saxony,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,"Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)","Provincial/State Government,Municipal Government",53.91081448216574,52.39489616904007,51.284389017066744,163,https://www.sachsen-fernsehen.de/coronavirus-in-sachsen-alle-informationen-im-liveticker-727775/,2020-07-16,2020-07-16T11:24:46Z,0,0,1,Saxony
R_2BhBJdTiT3vPE7JEt,2673277,update,original,Change of Policy,Strengthening,"On April 17th, the government of Saxony, Germany, announced that it would strongly recommend to wear a face mask in public, especially when in contact with risk groups. Apart from that recommendation, wearing a face mask in public services and retail businesses is mandatory, first valid from April 20th until May, 3rd. On April 30th, the government announced that the measures will be extended to May 20th. UPDATE: The original obligation to wear face masks in the public transport and retail businesses was set up until May 5th, it has been extended to May 20th.",2020-04-17,2020-04-20,2020-07-17,Germany,DEU,DE,Provincial,0,Saxony,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saxony,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Police",55.38151173259997,53.29782067975011,51.56702640502544,111,https://www.coronavirus.sachsen.de/amtliche-bekanntmachungen.html?_cp=%7B%22accordion-content-6511%22%3A%7B%2210%22%3Atrue%2C%2212%22%3Atrue%2C%2213%22%3Atrue%2C%2214%22%3Atrue%2C%2215%22%3Atrue%2C%2216%22%3Atrue%7D%2C%22previousOpen%22%3A%7B%22group%22%3A%22accordion-content-6511%22%2C%22idx%22%3A13%7D%7D,2020-07-14,2020-07-14T14:43:44Z,0,0,0,Saxony
R_2BhBJdTiT3vPE7JCi,2673277,update,original,Change of Policy,Strengthening,"On April 17th, the government of Saxony, Germany, announced that it would strongly recommend to wear a face mask in public, especially when in contact with risk groups. Apart from that recommendation, wearing a face mask in public services and retail businesses is mandatory, first valid from April 20th until May, 3rd. On April 30th, the government announced that the measures will be extended to May 20th. UPDATE: The original obligation to wear face masks in the public transport and retail businesses was set up until May 5th, it has been extended to May 20th.",2020-04-17,2020-04-20,2020-07-17,Germany,DEU,DE,Provincial,0,Saxony,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saxony,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Police",55.38151173259997,53.29782067975011,51.56702640502544,111,https://www.coronavirus.sachsen.de/amtliche-bekanntmachungen.html?_cp=%7B%22accordion-content-6511%22%3A%7B%2210%22%3Atrue%2C%2212%22%3Atrue%2C%2213%22%3Atrue%2C%2214%22%3Atrue%2C%2215%22%3Atrue%2C%2216%22%3Atrue%7D%2C%22previousOpen%22%3A%7B%22group%22%3A%22accordion-content-6511%22%2C%22idx%22%3A13%7D%7D,2020-07-14,2020-07-14T14:43:44Z,0,0,0,Saxony
R_1l03BATOQRAdgHICw,4578339,update,original,End of Policy,Both Strengthening and Relaxing,"On March 13th, 2020 the government of Saxony, Germany announced that starting March 16th, the children's school duty will be suspended. Schools will still be open and teachers present to offer supervision of students, but there will be no lessons. All children that can stay home, should do so. Afterwards some extensions until May 18th were made, except for some students that were supposed to return to school earlier. On, May 16th, the government decided to relax this general school suspension and reestablished a limited compulsory school attendance for mostly all children. UPDATE: The last extension of the policy was set until May 22nd. But now, the government of Saxony decided to cancel the general school suspension as of May 18th. In exchange, it established a limited compulsory school education for all students except primary students starting May 18th, either in school or at home.",2020-03-13,2020-03-16,2020-07-17,Germany,DEU,DE,Provincial,0,Saxony,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saxony,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Municipal Government",53.46084262438372,52.573227597628616,51.68922999787384,150,https://www.sachsen-fernsehen.de/coronavirus-in-sachsen-alle-informationen-im-liveticker-727775/,2020-07-13,2020-07-13T10:37:51Z,0,0,0,Saxony
R_2rC8LtgDarxzS1lEs,6660320,new_entry,original,NA,NA,"Starting April 5th, 2020, the Lombardy region of Italy mandates that all citizens wear masks when leaving their homes, and strictly follow all hygienic norms. The policy, originally scheduled to end on April 13th, ends on May 17.",2020-04-04,2020-04-05,2020-05-17,Italy,ITA,IT,Provincial,1,Lombardy,NA,Social Distancing,Wearing Masks in all public spaces/everywhere,NA,NA,NA,No special population targeted,NA,NA,Italy,NA,NA,Lombardy,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,56.85882362580426,53.6413778208469,50.22914849199787,140,https://679ebc7d-11da-409b-a1e8-e1f788eb19b3.filesusr.com/ugd/9dbc86_e9390ecda90649da8aa9331d499df222.pdf,2020-07-14,2020-07-14T23:27:45Z,0,0,0,Lombardy
R_2rC8LtgDarxzS1lEs,6660320,new_entry,original,NA,NA,"Starting April 5th, 2020, the Lombardy region of Italy mandates that all citizens wear masks when leaving their homes, and strictly follow all hygienic norms. The policy, originally scheduled to end on April 13th, ends on May 17.",2020-04-04,2020-04-05,2020-05-17,Italy,ITA,IT,Provincial,1,Lombardy,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Italy,NA,NA,Lombardy,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,56.85882362580426,53.6413778208469,50.22914849199787,140,https://679ebc7d-11da-409b-a1e8-e1f788eb19b3.filesusr.com/ugd/9dbc86_e9390ecda90649da8aa9331d499df222.pdf,2020-07-14,2020-07-14T23:27:45Z,0,0,0,Lombardy
R_2rC8LtgDarxzS1lEs,6660320,new_entry,original,NA,NA,"Starting April 5th, 2020, the Lombardy region of Italy mandates that all citizens wear masks when leaving their homes, and strictly follow all hygienic norms. The policy, originally scheduled to end on April 13th, ends on May 17.",2020-04-04,2020-04-05,2020-05-17,Italy,ITA,IT,Provincial,1,Lombardy,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,NA,NA,Italy,NA,NA,Lombardy,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,56.85882362580426,53.6413778208469,50.22914849199787,140,https://679ebc7d-11da-409b-a1e8-e1f788eb19b3.filesusr.com/ugd/9dbc86_e9390ecda90649da8aa9331d499df222.pdf,2020-07-14,2020-07-14T23:27:45Z,0,0,0,Lombardy
R_2YyA2RukHh3ajt2Ci,9839945,update,original,Change of Policy,Strengthening,It is not allowed to consume food within 100 m from the restaurant where it was purchased UPDATE: prolonged on 1.5. until 17.5.,2020-05-01,2020-05-04,2020-05-17,Germany,DEU,DE,Provincial,0,Schleswig-Holstein,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Schleswig-Holstein,NA,NA,13,NA,NA,Mandatory with Fines,Police,NA,NA,NA,NA,https://transparenz.schleswig-holstein.de/,2020-07-19,2020-07-19T18:48:47Z,0,0,0,Schleswig-Holstein
R_1MKb4dNHrqGO4wKCw,1034717,update,original,End of Policy,NA,"On March 14th Uri annonced the closure of schools until at least 19th of April

May 4th: Schools may reopen starting May 11th UPDATE: Schools can reopen starting May 11th",2020-05-04,2020-05-11,2020-05-11,Switzerland,CHE,CH,Provincial,0,Uri,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,Primary Schools closed/locked down,Switzerland,NA,NA,Uri,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),Provincial/State Government,NA,NA,NA,NA,https://www.luzernerzeitung.ch/zentralschweiz/uri/auch-uri-verschaerft-massnahmen-gegen-das-corona-virus-ld.1204141,2020-08-02,2020-08-02T09:53:42Z,0,0,0,Uri
R_3m4OWGmxAXSd0YICw,139059,update,original,End of Policy,NA,"On March 13th, 2020 the government of Northrhine-Westfalia announced that it will close all of its schools, kindergardens and universities until April 19th. UPDATE: Since June 15, 2020 schools reopened for primary school level. Teaching happens on a ""regular"" level. Special schools (Förderschulen) have also been opening since 25 May 2020. Since 11 May 2020, secondary and comprehensive schools have been opening, giving priority to pupils who will take their Abitur in the next school year 2020/21. In addition, one or two years of grades 5 to 9 return to the school forms of the lower secondary level (Hauptschule, Realschule, Sekundarschule, PRIMUS and Gemeinschaftsschule) in a daily rolling system.",2020-03-13,2020-03-13,2020-05-11,Germany,DEU,DE,Provincial,0,North Rhine-Westphalia,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,Use the old source,NA,Germany,NA,NA,North Rhine-Westphalia,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Municipal Government",53.90753924325425,52.369072354316444,51.0866922255872,169,https://www.land.nrw/de/pressemitteilung/ministerpraesident-armin-laschet-zur-aktuellen-lage-zum-corona-virus,2020-07-21,2020-07-21T08:14:17Z,0,0,0,North Rhine-Westphalia
R_22WePm1AnT69GxdCw,139059,update,original,Change of Policy,Strengthening,"On March 13th, 2020 the government of Northrhine-Westfalia announced that it will close all of its schools, kindergardens and universities until April 19th.On April 7th, the government of North Rhine-Westphalia announced that universities would remain closed to students but would provide online courses during the following semester, starting on April 20th. UPDATE: The original closure of schools (incl. universities) was set to last until April 19th. Concerning universities, this has been extended until the following semester.",2020-03-13,2020-03-13,2020-05-11,Germany,DEU,DE,Provincial,0,North Rhine-Westphalia,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,Use the old source,NA,Germany,NA,NA,North Rhine-Westphalia,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Municipal Government",53.90753924325425,52.369072354316444,51.0866922255872,169,https://www.land.nrw/de/pressemitteilung/ministerpraesident-armin-laschet-zur-aktuellen-lage-zum-corona-virus,2020-07-27,2020-07-27T22:16:03Z,0,0,0,North Rhine-Westphalia
R_7V5NJbXbJVJs27DCw,2662970,update,original,End of Policy,Both Strengthening and Relaxing,"On April 30, 2020 in Switzerland Canton Jura announced the reopening of compulsory schools and of children daycare after May 11. UPDATE: The reopening of schools and children daycare facilities after May 11 was announced.",2020-04-30,2020-05-11,2020-05-11,Switzerland,CHE,CH,Provincial,0,Jura,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,NA,Primary Schools closed/locked down,Switzerland,NA,NA,Jura,NA,NA,13,NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),"Provincial/State Government,Municipal Government",NA,NA,NA,NA,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/COVID-19-le-canton-du-Jura-prend-d-importantes-mesures-supplementaires-pour-proteger-la-sante-de-la-population.html,2020-05-07,2020-05-07T11:35:25Z,0,0,1,Jura
R_Zh3Y9gRoaktKRy1Cw,5226788,update,original,End of Policy,NA,"Following federal orders of the same day, the Swiss canton of Nidwalden announced the closure of all schools in the canton on March 13. However, the cantonal government has asked schools to provide an emergency childcare service during the regular class hours for children of essential workers that would otherwise be supervised by their grandparents (aged 65+). UPDATE: Ban of presence education ends May 11, based on federal guidelines. Compulsory education to resume with hygiene concept from that date.",2020-03-13,2020-03-13,2020-05-11,Switzerland,CHE,CH,Provincial,0,Nidwalden,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,Primary Schools closed/locked down,Switzerland,NA,NA,Nidwalden,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Other (Please specify in the text box)",53.76542714600129,52.73337093955817,51.93254730397254,179,https://www.nw.ch/aktuellesinformationen/63632,2020-08-11,2020-08-11T16:29:52Z,0,0,1,Nidwalden
R_1rpFzwQFGeHFm6XBp,6251248,update,original,Change of Policy,Strengthening,"In France, French President Emmanuel Macron announced a 15-day nationwide lockdown beginning Tuesday, March 17th and ending on April 1st in a stepping up of the country's efforts to fight the virus. This lockdown was extended a first time on March 27 until April 15. It has been extended a second time on April 13 until May 11. UPDATE: The original lockdown was set to last until April 1 and was initially extended until April 15. The lockdown has been extended a second time until May 11.",2020-04-13,2020-04-13,2020-05-11,France,FRA,FR,National,0,NA,NA,Lockdown,Lockdown,NA,NA,NA,NA,NA,NA,France,NA,NA,NA,NA,NA,13,NA,NA,Mandatory with Fines,"Military,Police",54.5424424489303,53.29759400489828,52.18855492692306,113,https://www.politico.eu/article/emmanuel-macron-on-coronavirus-were-at-war/,2020-06-05,2020-06-05T14:35:38Z,0,0,0,France
R_1GwwuFfylX5k6x0Cw,7217769,update,original,Change of Policy,Both Strengthening and Relaxing,"On April 23, 2020 Swiss Canton Geneva has extended the closure of all private and public schools and children day care facilities ( age 4 to 14) till May 11. Minimum daycare is provided for children (age 4-10) of families without any other option.
Childcare facilities for small children ( age 0-4) will start to gradually reopen after April 27. A new directive for these institutions is launched.

 UPDATE: The original school closure was first set to last until April 9, then it has been extended till April 26, now it is extended till May 11, 2020.",2020-04-23,2020-04-27,2020-05-11,Switzerland,CHE,CH,Provincial,0,Geneva,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,NA,Primary Schools closed/locked down,Switzerland,NA,NA,Geneva,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Municipal Government,Other (Please specify in the text box)",59.96851904671772,55.22080325999562,49.42136069384205,184,https://www.ge.ch/document/arrete-relatif-fermeture-structures-accueil-prescolaire-etablissements-scolaires-publics-prives-que-hautes-ecoles-territoire-republique-canton-geneve,2020-05-17,2020-05-17T13:04:06Z,0,0,0,Geneva
R_1dazBa1ttaMqv9rCw,7645177,update,correction,NA,Strengthening,"Following the federal decision from April 29, 2020, to allow presence-based teaching from May 11 onwards, the Swiss canton of Appenzell Innerrhoden has decided to allow presence-based teaching in full class size from May 11 onwards. While primary and compulsory schools (age 4-15) open from May 11, secondary and high schools (Sek II) open on June 8 in full class size. All schools need to follow federal regulations on social distancing and hygiene. If classrooms can not guarantee a distance of two meters between each participant, rooms need to be changed. UPDATE: Since May 11 (and June 8) all schools have introduced presence-based teaching.",2020-03-13,2020-03-16,2020-05-11,Switzerland,CHE,CH,Provincial,0,Appenzell Innerrhoden,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,Add a new source,Primary Schools closed/locked down,Switzerland,NA,NA,Appenzell Innerrhoden,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"National Government,Ministry/Department of Health,Provincial/State Government",55.33497892729036,54.302845166234235,53.269919485247726,189,file:///C:/Users/Lionel%20Illert/Downloads/MM%20Coronavirus%20Auswirkungen%20der%20neusten%20Massnahmen%20des%20Bundes%20auf%20Innerrhoden%20(4).pdf,2020-08-19,2020-08-19T14:52:51Z,0,0,1,Appenzell Innerrhoden
R_3nAaMVgzsaASESmCw,2662970,update,original,Change of Policy,Both Strengthening and Relaxing,"On April 22,2020, in Switzerland the Canton Jura announced that from April 27, children daycare will be extended to children of parents affected by a return to their professional activity on the same date,
According to federal law all schools remain closed till opening on May 11. UPDATE: School closure and restricted access to childcare facilities was extended till May 11. From April 27, children daycare was extended to children of parents affected by a return to their professional activity on the same date,",2020-04-22,2020-04-27,2020-05-11,Switzerland,CHE,CH,Provincial,0,Jura,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,NA,Primary Schools closed/locked down,Switzerland,NA,NA,Jura,NA,NA,13,NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),"Provincial/State Government,Municipal Government",59.96851904671772,55.22080325999562,49.42136069384205,184,https://www.jura.ch/CHA/SIC/Centre-medias/Communiques-2020/COVID-19-le-canton-du-Jura-prend-d-importantes-mesures-supplementaires-pour-proteger-la-sante-de-la-population.html,2020-05-07,2020-05-07T10:57:06Z,0,0,1,Jura
R_eK9FdP32N1sxHc5Dv,7776503,update,original,Change of Policy,Strengthening,"Germany is enforcing a Lockdown on all residents in Bavaria: By order of the Bavarian government, leaving one's own home is now only allowed if there are ""good reasons"". These include: the way to work; necessary shopping; visits to the doctor and pharmacy; visiting your partner, or the elderly, sick or people with disabilities outside facilities and accompanying the dying; exercising custody in the respective private sphere; sports and exercise in the fresh air - but only alone or with the people with whom you live.The policy is extended until May 10. UPDATE: The policy is extended until May 10.",2020-04-28,2020-05-03,2020-05-10,Germany,DEU,DE,Provincial,1,Bavaria,NA,Lockdown,Lockdown,NA,NA,NA,NA,Use the old source,NA,Germany,A geographical or administrative unit within a country,NA,Bavaria,NA,NA,All Residents (Citizen Residents +Foreign Residents),Inbound,Not Applicable,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)","Provincial/State Government,Police",NA,NA,NA,NA,https://www.stmas.bayern.de/imperia/md/content/stmas/stmas_inet/20-03-19_ausgangsbeschrankung_bayern_.pdf,2020-08-21,2020-08-21T11:09:51Z,0,0,0,Bavaria
R_4UyxhicQzD1UVdTAn,1938903,update,original,Change of Policy,Strengthening,"On March 15, the state of Hamburg announced that in principle, all events despite some exceptions are prohibited until April 30. Exceptions are private events up to 100 participants, vital events for supply reasons or political events as committee meetings. On March 22, it was announced that private events are now forbidden as well, no matter how many participants. On April 17, the policy was extended until May 6. UPDATE: On April 17, the policy was extended until May 6.",2020-04-17,2020-04-18,2020-05-31,Germany,DEU,DE,Provincial,0,Hamburg,NA,Restrictions of Mass Gatherings,All/Unspecified mass gatherings,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Hamburg,NA,NA,13,NA,NA,Mandatory with Fines,"Provincial/State Government,Police",54.97266768413663,53.37128849430903,51.9243759816041,116,https://www.luewu.de/docs/gvbl/docs/2359.pdf,2020-07-18,2020-07-18T22:09:17Z,0,0,0,Hamburg
R_umkVslxt3CSP8JzCw,2566635,update,original,Change of Policy,Strengthening,"On March 17th, 2020 the government of Schlsewig-Holstein announced the closure of all schools within the state from March 16th until April 19th. On April 24th the state announced the reopening of schools taking effect from May 6th, effectively extending the policy. UPDATE: The original closure of schools was set to last until April 19th 2020. On April 24th 2020 the state government announced schools were to reopen on May 6th 2020, de facto extending the duration of school closures.",2020-03-17,2020-03-16,2020-05-06,Germany,DEU,DE,Provincial,0,Schleswig-Holstein,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,NA,NA,NA,Germany,NA,NA,Schleswig-Holstein,NA,NA,13,NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Municipal Government",53.46084262438372,52.573227597628616,51.68922999787384,150,https://schleswig-holstein.de/DE/Schwerpunkte/Coronavirus/Erlasse/200317_erlass_vorgehen_unterrichtsbetrieb.html,2020-05-21,2020-05-21T12:22:51Z,0,0,0,Schleswig-Holstein
R_2QFFLO1NthoXXmTDv,7776503,update,original,End of Policy,Strengthening,"Germany is enforcing a Lockdown on all residents in Bavaria: By order of the Bavarian government, leaving one's own home is now only allowed if there are ""good reasons"". These include: the way to work; necessary shopping; visits to the doctor and pharmacy; visiting your partner, or the elderly, sick or people with disabilities outside facilities and accompanying the dying; exercising custody in the respective private sphere; sports and exercise in the fresh air - but only alone or with the people with whom you live. The policy ends on May 6. UPDATE: The policy ends on May 6.",2020-05-05,2020-05-06,2020-05-10,Germany,DEU,DE,Provincial,1,Bavaria,NA,Lockdown,Lockdown,NA,NA,NA,NA,Use the old source,NA,Germany,A geographical or administrative unit within a country,NA,Bavaria,NA,NA,All Residents (Citizen Residents +Foreign Residents),Inbound,Not Applicable,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)","Provincial/State Government,Police",NA,NA,NA,NA,https://www.stmas.bayern.de/imperia/md/content/stmas/stmas_inet/20-03-19_ausgangsbeschrankung_bayern_.pdf,2020-08-21,2020-08-21T11:11:41Z,0,0,0,Bavaria
R_6FOcVkdExr7Rwu5Cw,5195126,new_entry,original,NA,NA,"In Germany, Saxony-Anhalt, schools remain closed for students which do not have final exams this year. Gradually reopening for this classes is forseen on May 4th. Children of parents who dont work in an essential business are not allowed to return to Kindergarten yet.",2020-04-20,2020-04-23,2020-05-04,Germany,DEU,DE,Provincial,1,Saxony-Anhalt,NA,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below),NA,NA,NA,No special population targeted,NA,Primary Schools closed/locked down,Germany,NA,NA,Saxony-Anhalt,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory with Exceptions (Please list exceptions in the text entry),Provincial/State Government,55.93847965341985,53.30915839154838,50.96631960447963,111,https://www.mdr.de/sachsen-anhalt/neue-regeln-verordnung-corona-sachsen-anhalt-100.html,2020-07-11,2020-07-11T12:01:50Z,0,0,0,Saxony-Anhalt
R_1lyjoKPATQjj8kpDv,1907142,update,original,Change of Policy,Relaxing,"On March 10th, the Italian Government imposed a nation-wide lockdown.

On April 10th, the government announced that the lockdown would end on May 3rd. UPDATE: On April 10th, it was announced that the lockdown would end on May 3rd.",2020-03-09,2020-03-10,2020-05-03,Italy,ITA,IT,National,0,NA,NA,Lockdown,Lockdown,NA,NA,NA,NA,Use the old source,NA,Italy,"One or more countries, but not all countries",NA,NA,NA,NA,13,Inbound,Not Applicable,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)","National Government,Military,Police",54.43529130987956,53.570623820634644,52.55725940359838,191,https://www.derstandard.at/story/2000115542687/italiener-wundern-sich-ueber-deutschlands-corona-zahlen,2020-08-21,2020-08-21T23:24:19Z,0,0,0,Italy
R_yPhEGJSF248GlLbEt,2673277,new_entry,original,NA,NA,"On April 17th, the government of Saxony, Germany, announced that it would strongly recommend to wear a face mask in public, especially when in contact with risk groups. Apart from that recommendation, wearing a face mask in public services and retail businesses is mandatory, valid from April 20th until May, 3rd.",2020-04-17,2020-04-20,2020-07-17,Germany,DEU,DE,Provincial,1,Saxony,NA,Social Distancing,Wearing Masks inside public or commercial building,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saxony,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Police",55.38151173259997,53.29782067975011,51.56702640502544,111,https://www.coronavirus.sachsen.de/amtliche-bekanntmachungen.html?_cp=%7B%22accordion-content-6511%22%3A%7B%2210%22%3Atrue%2C%2212%22%3Atrue%2C%2213%22%3Atrue%2C%2214%22%3Atrue%2C%2215%22%3Atrue%2C%2216%22%3Atrue%7D%2C%22previousOpen%22%3A%7B%22group%22%3A%22accordion-content-6511%22%2C%22idx%22%3A13%7D%7D,2020-07-12,2020-07-12T17:04:50Z,0,0,0,Saxony
R_yPhEGJSF248GlLbCi,2673277,new_entry,original,NA,NA,"On April 17th, the government of Saxony, Germany, announced that it would strongly recommend to wear a face mask in public, especially when in contact with risk groups. Apart from that recommendation, wearing a face mask in public services and retail businesses is mandatory, valid from April 20th until May, 3rd.",2020-04-17,2020-04-20,2020-07-17,Germany,DEU,DE,Provincial,1,Saxony,NA,Social Distancing,Other Mask Wearing Policy,NA,NA,NA,No special population targeted,NA,NA,Germany,NA,NA,Saxony,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,NA,Mandatory (Unspecified/Implied),"Provincial/State Government,Police",55.38151173259997,53.29782067975011,51.56702640502544,111,https://www.coronavirus.sachsen.de/amtliche-bekanntmachungen.html?_cp=%7B%22accordion-content-6511%22%3A%7B%2210%22%3Atrue%2C%2212%22%3Atrue%2C%2213%22%3Atrue%2C%2214%22%3Atrue%2C%2215%22%3Atrue%2C%2216%22%3Atrue%7D%2C%22previousOpen%22%3A%7B%22group%22%3A%22accordion-content-6511%22%2C%22idx%22%3A13%7D%7D,2020-07-12,2020-07-12T17:04:50Z,0,0,0,Saxony
