date,region,cases,country
2020-03-06,Bremen,4,Germany
2020-03-06,Hamburg,14,Germany
2020-03-06,Hesse,22,Germany
2020-03-06,Lower Saxony,27,Germany
2020-03-06,Mecklenburg-Vorpommern,5,Germany
2020-03-06,National,670,Germany
2020-03-06,North Rhine-Westphalia,391,Germany
2020-03-06,Rheinland-Pfalz,10,Germany
2020-03-06,Saarland,0,Germany
2020-03-06,Saxony,3,Germany
2020-03-06,Saxony-Anhalt,0,Germany
2020-03-06,Schleswig-Holstein,8,Germany
2020-03-06,Thuringia,1,Germany
2020-03-06,Abruzzo,9,Italy
2020-03-06,Aosta Valley,7,Italy
2020-03-06,Apulia,17,Italy
2020-03-06,Basilicate,3,Italy
2020-03-06,Calabria,4,Italy
2020-03-06,Campania,57,Italy
2020-03-06,Emilia-Romagna,870,Italy
2020-03-06,Friuli Venezia Giulia,31,Italy
2020-03-06,Lazio,54,Italy
2020-03-06,Liguria,32,Italy
2020-03-06,Lombardy,2612,Italy
2020-03-06,Molise,12,Italy
2020-03-06,National,4636,Italy
2020-03-06,Piedmont,143,Italy
2020-03-06,Sardinia,5,Italy
2020-03-06,Sicily,24,Italy
2020-03-06,The Marches,159,Italy
2020-03-06,Trentino-Alto Adige,14,Italy
2020-03-06,Tuscany,79,Italy
2020-03-06,Umbria,16,Italy
2020-03-06,Veneto,488,Italy
2020-03-06,Aargau,12,Switzerland
2020-03-06,Appenzell Ausserrhoden,1,Switzerland
2020-03-06,Appenzell Innerrhoden,0,Switzerland
2020-03-06,Basel-City,15,Switzerland
2020-03-06,Basel-Landschaft,6,Switzerland
2020-03-06,Bern,17,Switzerland
2020-03-06,Fribourg,0,Switzerland
2020-03-06,Geneva,30,Switzerland
2020-03-06,Glarus,0,Switzerland
2020-03-06,Grisons,16,Switzerland
2020-03-06,Jura,4,Switzerland
2020-03-06,Lucerne,0,Switzerland
2020-03-06,National,214,Switzerland
2020-03-06,Neuchatel,13,Switzerland
2020-03-06,Nidwalden,0,Switzerland
2020-03-06,Obwalden,0,Switzerland
2020-03-06,Principality of Liechtenstein,1,Switzerland
2020-03-06,Saint Gallen,2,Switzerland
2020-03-06,Schaffhausen,0,Switzerland
2020-03-06,Schwyz,6,Switzerland
2020-03-06,Solothurn,1,Switzerland
2020-03-06,Thurgau,1,Switzerland
2020-03-06,Ticino,28,Switzerland
2020-03-06,Uri,0,Switzerland
2020-03-06,Valais,6,Switzerland
2020-03-06,Vaud,23,Switzerland
2020-03-06,Zug,3,Switzerland
2020-03-06,Zurich,29,Switzerland
2020-03-07,Auvergne-Rhone-Alpes,102,France
2020-03-07,Bourgogne-Franche-Comté,129,France
2020-03-07,Brittany,40,France
2020-03-07,Centre-Val de Loire,16,France
2020-03-07,Corsica,5,France
2020-03-07,Grand Est,250,France
2020-03-07,Guadeloupe,0,France
2020-03-07,Guyane,0,France
2020-03-07,Hauts-de-France,173,France
2020-03-07,Ile-de-France,104,France
2020-03-07,La Réunion,0,France
2020-03-07,Martinique,0,France
2020-03-07,Mayotte,0,France
2020-03-07,National,949,France
2020-03-07,Normandy,11,France
2020-03-07,Nouvelle-Aquitaine,17,France
2020-03-07,Occitanie,36,France
2020-03-07,Pays de la Loire,18,France
2020-03-07,Provence-Alpes-Côte d'Azur,38,France
2020-03-07,Baden-Wuerttemberg,209,Germany
2020-03-07,Bavaria,137,Germany
2020-03-07,Berlin,25,Germany
2020-03-07,Brandenburg,3,Germany
2020-03-07,Bremen,4,Germany
2020-03-07,Hamburg,18,Germany
2020-03-07,Hesse,26,Germany
2020-03-07,Lower Saxony,35,Germany
2020-03-07,Mecklenburg-Vorpommern,5,Germany
2020-03-07,National,799,Germany
2020-03-07,North Rhine-Westphalia,458,Germany
2020-03-07,Rheinland-Pfalz,12,Germany
2020-03-07,Saarland,0,Germany
2020-03-07,Saxony,5,Germany
2020-03-07,Saxony-Anhalt,0,Germany
2020-03-07,Schleswig-Holstein,8,Germany
2020-03-07,Thuringia,2,Germany
2020-03-07,Abruzzo,11,Italy
2020-03-07,Aosta Valley,8,Italy
2020-03-07,Apulia,26,Italy
2020-03-07,Basilicate,3,Italy
2020-03-07,Calabria,4,Italy
2020-03-07,Campania,61,Italy
2020-03-07,Emilia-Romagna,1010,Italy
2020-03-07,Friuli Venezia Giulia,42,Italy
2020-03-07,Lazio,76,Italy
2020-03-07,Liguria,51,Italy
2020-03-07,Lombardy,3420,Italy
2020-03-07,Molise,14,Italy
2020-03-07,National,5883,Italy
2020-03-07,Piedmont,207,Italy
2020-03-07,Sardinia,5,Italy
2020-03-07,Sicily,35,Italy
2020-03-07,The Marches,207,Italy
2020-03-07,Trentino-Alto Adige,23,Italy
2020-03-07,Tuscany,113,Italy
2020-03-07,Umbria,24,Italy
2020-03-07,Veneto,543,Italy
2020-03-07,Aargau,0,Switzerland
2020-03-07,Appenzell Ausserrhoden,1,Switzerland
2020-03-07,Appenzell Innerrhoden,0,Switzerland
2020-03-07,Basel-City,21,Switzerland
2020-03-07,Basel-Landschaft,15,Switzerland
2020-03-07,Bern,0,Switzerland
2020-03-07,Fribourg,0,Switzerland
2020-03-07,Geneva,43,Switzerland
2020-03-07,Glarus,0,Switzerland
2020-03-07,Grisons,17,Switzerland
2020-03-07,Jura,5,Switzerland
2020-03-07,Lucerne,0,Switzerland
2020-03-07,National,268,Switzerland
2020-03-07,Neuchatel,18,Switzerland
2020-03-07,Nidwalden,0,Switzerland
2020-03-07,Obwalden,0,Switzerland
2020-03-07,Principality of Liechtenstein,1,Switzerland
2020-03-07,Saint Gallen,0,Switzerland
2020-03-07,Schaffhausen,0,Switzerland
2020-03-07,Schwyz,0,Switzerland
2020-03-07,Solothurn,0,Switzerland
2020-03-07,Thurgau,1,Switzerland
2020-03-07,Ticino,41,Switzerland
2020-03-07,Uri,0,Switzerland
2020-03-07,Valais,7,Switzerland
2020-03-07,Vaud,30,Switzerland
2020-03-07,Zug,3,Switzerland
2020-03-07,Zurich,34,Switzerland
2020-03-08,Auvergne-Rhone-Alpes,0,France
2020-03-08,Bourgogne-Franche-Comté,0,France
2020-03-08,Brittany,0,France
2020-03-08,Centre-Val de Loire,0,France
2020-03-08,Corsica,0,France
2020-03-08,Grand Est,0,France
2020-03-08,Guadeloupe,0,France
2020-03-08,Guyane,0,France
2020-03-08,Hauts-de-France,0,France
2020-03-08,Ile-de-France,0,France
2020-03-08,La Réunion,0,France
2020-03-08,Martinique,0,France
2020-03-08,Mayotte,0,France
2020-03-08,National,1126,France
2020-03-08,Normandy,0,France
2020-03-08,Nouvelle-Aquitaine,0,France
2020-03-08,Occitanie,0,France
2020-03-08,Pays de la Loire,0,France
2020-03-08,Provence-Alpes-Côte d'Azur,0,France
2020-03-08,Baden-Wuerttemberg,228,Germany
2020-03-08,Bavaria,157,Germany
2020-03-08,Berlin,36,Germany
2020-03-08,Brandenburg,7,Germany
2020-03-08,Bremen,4,Germany
2020-03-08,Hamburg,23,Germany
2020-03-08,Hesse,26,Germany
2020-03-08,Lower Saxony,39,Germany
2020-03-08,Mecklenburg-Vorpommern,7,Germany
2020-03-08,National,1040,Germany
2020-03-08,North Rhine-Westphalia,484,Germany
2020-03-08,Rheinland-Pfalz,15,Germany
2020-03-08,Saarland,1,Germany
2020-03-08,Saxony,10,Germany
2020-03-08,Saxony-Anhalt,0,Germany
2020-03-08,Schleswig-Holstein,9,Germany
2020-03-08,Thuringia,2,Germany
2020-03-08,Abruzzo,17,Italy
2020-03-08,Aosta Valley,9,Italy
2020-03-08,Apulia,40,Italy
2020-03-08,Basilicate,4,Italy
2020-03-08,Calabria,9,Italy
2020-03-08,Campania,101,Italy
2020-03-08,Emilia-Romagna,1180,Italy
2020-03-08,Friuli Venezia Giulia,57,Italy
2020-03-08,Lazio,87,Italy
2020-03-08,Liguria,78,Italy
2020-03-08,Lombardy,4189,Italy
2020-03-08,Molise,14,Italy
2020-03-08,National,7375,Italy
2020-03-08,Piedmont,360,Italy
2020-03-08,Sardinia,11,Italy
2020-03-08,Sicily,53,Italy
2020-03-08,The Marches,272,Italy
2020-03-08,Trentino-Alto Adige,32,Italy
2020-03-08,Tuscany,166,Italy
2020-03-08,Umbria,26,Italy
2020-03-08,Veneto,670,Italy
2020-03-08,Aargau,0,Switzerland
2020-03-08,Appenzell Ausserrhoden,1,Switzerland
2020-03-08,Appenzell Innerrhoden,0,Switzerland
2020-03-08,Basel-City,24,Switzerland
2020-03-08,Basel-Landschaft,19,Switzerland
2020-03-08,Bern,0,Switzerland
2020-03-08,Fribourg,8,Switzerland
2020-03-08,Geneva,45,Switzerland
2020-03-08,Glarus,0,Switzerland
2020-03-08,Grisons,18,Switzerland
2020-03-08,Jura,5,Switzerland
2020-03-08,Lucerne,0,Switzerland
2020-03-08,National,337,Switzerland
2020-03-08,Neuchatel,24,Switzerland
2020-03-08,Nidwalden,0,Switzerland
2020-03-08,Obwalden,0,Switzerland
2020-03-08,Principality of Liechtenstein,1,Switzerland
2020-03-08,Saint Gallen,0,Switzerland
2020-03-08,Schaffhausen,0,Switzerland
2020-03-08,Schwyz,0,Switzerland
2020-03-08,Solothurn,0,Switzerland
2020-03-08,Thurgau,1,Switzerland
2020-03-08,Ticino,49,Switzerland
2020-03-08,Uri,0,Switzerland
2020-03-08,Valais,12,Switzerland
2020-03-08,Vaud,40,Switzerland
2020-03-08,Zug,3,Switzerland
2020-03-08,Zurich,40,Switzerland
2020-03-09,Auvergne-Rhone-Alpes,0,France
2020-03-09,Bourgogne-Franche-Comté,0,France
2020-03-09,Brittany,0,France
2020-03-09,Centre-Val de Loire,0,France
2020-03-09,Corsica,0,France
2020-03-09,Grand Est,0,France
2020-03-09,Guadeloupe,0,France
2020-03-09,Guyane,0,France
2020-03-09,Hauts-de-France,0,France
2020-03-09,Ile-de-France,0,France
2020-03-09,La Réunion,0,France
2020-03-09,Martinique,0,France
2020-03-09,Mayotte,0,France
2020-03-09,National,1209,France
2020-03-09,Normandy,0,France
2020-03-09,Nouvelle-Aquitaine,0,France
2020-03-09,Occitanie,0,France
2020-03-09,Pays de la Loire,0,France
2020-03-09,Provence-Alpes-Côte d'Azur,0,France
2020-03-09,Baden-Wuerttemberg,280,Germany
2020-03-09,Bavaria,244,Germany
2020-03-09,Berlin,58,Germany
2020-03-09,Brandenburg,11,Germany
2020-03-09,Bremen,11,Germany
2020-03-09,Hamburg,44,Germany
2020-03-09,Hesse,46,Germany
2020-03-09,Lower Saxony,53,Germany
2020-03-09,Mecklenburg-Vorpommern,11,Germany
2020-03-09,National,1176,Germany
2020-03-09,North Rhine-Westphalia,581,Germany
2020-03-09,Rheinland-Pfalz,21,Germany
2020-03-09,Saarland,6,Germany
2020-03-09,Saxony,15,Germany
2020-03-09,Saxony-Anhalt,0,Germany
2020-03-09,Schleswig-Holstein,12,Germany
2020-03-09,Thuringia,2,Germany
2020-03-09,Abruzzo,30,Italy
2020-03-09,Aosta Valley,15,Italy
2020-03-09,Apulia,50,Italy
2020-03-09,Basilicate,5,Italy
2020-03-09,Calabria,11,Italy
2020-03-09,Campania,120,Italy
2020-03-09,Emilia-Romagna,1386,Italy
2020-03-09,Friuli Venezia Giulia,93,Italy
2020-03-09,Lazio,102,Italy
2020-03-09,Liguria,109,Italy
2020-03-09,Lombardy,5469,Italy
2020-03-09,Molise,14,Italy
2020-03-09,National,9172,Italy
2020-03-09,Piedmont,350,Italy
2020-03-09,Sardinia,19,Italy
2020-03-09,Sicily,54,Italy
2020-03-09,The Marches,323,Italy
2020-03-09,Trentino-Alto Adige,42,Italy
2020-03-09,Tuscany,208,Italy
2020-03-09,Umbria,28,Italy
2020-03-09,Veneto,744,Italy
2020-03-09,Aargau,14,Switzerland
2020-03-09,Appenzell Ausserrhoden,2,Switzerland
2020-03-09,Appenzell Innerrhoden,0,Switzerland
2020-03-09,Basel-City,28,Switzerland
2020-03-09,Basel-Landschaft,20,Switzerland
2020-03-09,Bern,34,Switzerland
2020-03-09,Fribourg,11,Switzerland
2020-03-09,Geneva,60,Switzerland
2020-03-09,Glarus,0,Switzerland
2020-03-09,Grisons,18,Switzerland
2020-03-09,Jura,7,Switzerland
2020-03-09,Lucerne,0,Switzerland
2020-03-09,National,374,Switzerland
2020-03-09,Neuchatel,27,Switzerland
2020-03-09,Nidwalden,0,Switzerland
2020-03-09,Obwalden,0,Switzerland
2020-03-09,Principality of Liechtenstein,1,Switzerland
2020-03-09,Saint Gallen,0,Switzerland
2020-03-09,Schaffhausen,0,Switzerland
2020-03-09,Schwyz,0,Switzerland
2020-03-09,Solothurn,0,Switzerland
2020-03-09,Thurgau,1,Switzerland
2020-03-09,Ticino,61,Switzerland
2020-03-09,Uri,0,Switzerland
2020-03-09,Valais,17,Switzerland
2020-03-09,Vaud,51,Switzerland
2020-03-09,Zug,10,Switzerland
2020-03-09,Zurich,49,Switzerland
2020-03-10,Auvergne-Rhone-Alpes,211,France
2020-03-10,Bourgogne-Franche-Comté,146,France
2020-03-10,Brittany,81,France
2020-03-10,Centre-Val de Loire,18,France
2020-03-10,Corsica,42,France
2020-03-10,Grand Est,464,France
2020-03-10,Guadeloupe,0,France
2020-03-10,Guyane,0,France
2020-03-10,Hauts-de-France,209,France
2020-03-10,Ile-de-France,334,France
2020-03-10,La Réunion,0,France
2020-03-10,Martinique,0,France
2020-03-10,Mayotte,0,France
2020-03-10,National,1784,France
2020-03-10,Normandy,37,France
2020-03-10,Nouvelle-Aquitaine,54,France
2020-03-10,Occitanie,61,France
2020-03-10,Pays de la Loire,27,France
2020-03-10,Provence-Alpes-Côte d'Azur,89,France
2020-03-10,Baden-Wuerttemberg,398,Germany
2020-03-10,Bavaria,355,Germany
2020-03-10,Berlin,92,Germany
2020-03-10,Brandenburg,20,Germany
2020-03-10,Bremen,22,Germany
2020-03-10,Hamburg,74,Germany
2020-03-10,Hesse,62,Germany
2020-03-10,Lower Saxony,88,Germany
2020-03-10,Mecklenburg-Vorpommern,12,Germany
2020-03-10,National,1457,Germany
2020-03-10,North Rhine-Westphalia,754,Germany
2020-03-10,Rheinland-Pfalz,38,Germany
2020-03-10,Saarland,8,Germany
2020-03-10,Saxony,36,Germany
2020-03-10,Saxony-Anhalt,6,Germany
2020-03-10,Schleswig-Holstein,19,Germany
2020-03-10,Thuringia,11,Germany
2020-03-10,Abruzzo,38,Italy
2020-03-10,Aosta Valley,17,Italy
2020-03-10,Apulia,59,Italy
2020-03-10,Basilicate,7,Italy
2020-03-10,Calabria,13,Italy
2020-03-10,Campania,127,Italy
2020-03-10,Emilia-Romagna,1533,Italy
2020-03-10,Friuli Venezia Giulia,116,Italy
2020-03-10,Lazio,116,Italy
2020-03-10,Liguria,141,Italy
2020-03-10,Lombardy,5791,Italy
2020-03-10,Molise,15,Italy
2020-03-10,National,10149,Italy
2020-03-10,Piedmont,453,Italy
2020-03-10,Sardinia,20,Italy
2020-03-10,Sicily,62,Italy
2020-03-10,The Marches,394,Italy
2020-03-10,Trentino-Alto Adige,90,Italy
2020-03-10,Tuscany,264,Italy
2020-03-10,Umbria,37,Italy
2020-03-10,Veneto,856,Italy
2020-03-10,Aargau,17,Switzerland
2020-03-10,Appenzell Ausserrhoden,0,Switzerland
2020-03-10,Appenzell Innerrhoden,0,Switzerland
2020-03-10,Basel-City,33,Switzerland
2020-03-10,Basel-Landschaft,22,Switzerland
2020-03-10,Bern,0,Switzerland
2020-03-10,Fribourg,0,Switzerland
2020-03-10,Geneva,80,Switzerland
2020-03-10,Glarus,1,Switzerland
2020-03-10,Grisons,22,Switzerland
2020-03-10,Jura,7,Switzerland
2020-03-10,Lucerne,0,Switzerland
2020-03-10,National,491,Switzerland
2020-03-10,Neuchatel,31,Switzerland
2020-03-10,Nidwalden,0,Switzerland
2020-03-10,Obwalden,0,Switzerland
2020-03-10,Principality of Liechtenstein,1,Switzerland
2020-03-10,Saint Gallen,0,Switzerland
2020-03-10,Schaffhausen,0,Switzerland
2020-03-10,Schwyz,0,Switzerland
2020-03-10,Solothurn,0,Switzerland
2020-03-10,Thurgau,2,Switzerland
2020-03-10,Ticino,75,Switzerland
2020-03-10,Uri,0,Switzerland
2020-03-10,Valais,22,Switzerland
2020-03-10,Vaud,130,Switzerland
2020-03-10,Zug,10,Switzerland
2020-03-10,Zurich,62,Switzerland
2020-03-11,Auvergne-Rhone-Alpes,264,France
2020-03-11,Bourgogne-Franche-Comté,155,France
2020-03-11,Brittany,94,France
2020-03-11,Centre-Val de Loire,20,France
2020-03-11,Corsica,51,France
2020-03-11,Grand Est,578,France
2020-03-11,Guadeloupe,0,France
2020-03-11,Guyane,0,France
2020-03-11,Hauts-de-France,263,France
2020-03-11,Ile-de-France,492,France
2020-03-11,La Réunion,0,France
2020-03-11,Martinique,0,France
2020-03-11,Mayotte,0,France
2020-03-11,National,2281,France
2020-03-11,Normandy,54,France
2020-03-11,Nouvelle-Aquitaine,66,France
2020-03-11,Occitanie,87,France
2020-03-11,Pays de la Loire,34,France
2020-03-11,Provence-Alpes-Côte d'Azur,111,France
2020-03-11,Baden-Wuerttemberg,543,Germany
2020-03-11,Bavaria,475,Germany
2020-03-11,Berlin,134,Germany
2020-03-11,Brandenburg,28,Germany
2020-03-11,Bremen,33,Germany
2020-03-11,Hamburg,103,Germany
2020-03-11,Hesse,99,Germany
2020-03-11,Lower Saxony,151,Germany
2020-03-11,Mecklenburg-Vorpommern,20,Germany
2020-03-11,National,1908,Germany
2020-03-11,North Rhine-Westphalia,954,Germany
2020-03-11,Rheinland-Pfalz,67,Germany
2020-03-11,Saarland,18,Germany
2020-03-11,Saxony,52,Germany
2020-03-11,Saxony-Anhalt,21,Germany
2020-03-11,Schleswig-Holstein,38,Germany
2020-03-11,Thuringia,12,Germany
2020-03-11,Abruzzo,38,Italy
2020-03-11,Aosta Valley,20,Italy
2020-03-11,Apulia,77,Italy
2020-03-11,Basilicate,8,Italy
2020-03-11,Calabria,19,Italy
2020-03-11,Campania,154,Italy
2020-03-11,Emilia-Romagna,1739,Italy
2020-03-11,Friuli Venezia Giulia,126,Italy
2020-03-11,Lazio,150,Italy
2020-03-11,Liguria,194,Italy
2020-03-11,Lombardy,7280,Italy
2020-03-11,Molise,16,Italy
2020-03-11,National,12462,Italy
2020-03-11,Piedmont,501,Italy
2020-03-11,Sardinia,37,Italy
2020-03-11,Sicily,83,Italy
2020-03-11,The Marches,479,Italy
2020-03-11,Trentino-Alto Adige,152,Italy
2020-03-11,Tuscany,320,Italy
2020-03-11,Umbria,46,Italy
2020-03-11,Veneto,1023,Italy
2020-03-11,Aargau,18,Switzerland
2020-03-11,Appenzell Ausserrhoden,0,Switzerland
2020-03-11,Appenzell Innerrhoden,0,Switzerland
2020-03-11,Basel-City,49,Switzerland
2020-03-11,Basel-Landschaft,26,Switzerland
2020-03-11,Bern,0,Switzerland
2020-03-11,Fribourg,16,Switzerland
2020-03-11,Geneva,114,Switzerland
2020-03-11,Glarus,1,Switzerland
2020-03-11,Grisons,31,Switzerland
2020-03-11,Jura,7,Switzerland
2020-03-11,Lucerne,0,Switzerland
2020-03-11,National,652,Switzerland
2020-03-11,Neuchatel,37,Switzerland
2020-03-11,Nidwalden,4,Switzerland
2020-03-11,Obwalden,0,Switzerland
2020-03-11,Principality of Liechtenstein,3,Switzerland
2020-03-11,Saint Gallen,0,Switzerland
2020-03-11,Schaffhausen,1,Switzerland
2020-03-11,Schwyz,0,Switzerland
2020-03-11,Solothurn,0,Switzerland
2020-03-11,Thurgau,5,Switzerland
2020-03-11,Ticino,108,Switzerland
2020-03-11,Uri,0,Switzerland
2020-03-11,Valais,30,Switzerland
2020-03-11,Vaud,203,Switzerland
2020-03-11,Zug,11,Switzerland
2020-03-11,Zurich,101,Switzerland
2020-03-12,Auvergne-Rhone-Alpes,329,France
2020-03-12,Bourgogne-Franche-Comté,219,France
2020-03-12,Brittany,117,France
2020-03-12,Centre-Val de Loire,30,France
2020-03-12,Corsica,64,France
2020-03-12,Grand Est,699,France
2020-03-12,Guadeloupe,0,France
2020-03-12,Guyane,0,France
2020-03-12,Hauts-de-France,349,France
2020-03-12,Ile-de-France,577,France
2020-03-12,La Réunion,0,France
2020-03-12,Martinique,0,France
2020-03-12,Mayotte,0,France
2020-03-12,National,2281,France
2020-03-12,Normandy,68,France
2020-03-12,Nouvelle-Aquitaine,87,France
2020-03-12,Occitanie,133,France
2020-03-12,Pays de la Loire,41,France
2020-03-12,Provence-Alpes-Côte d'Azur,147,France
2020-03-12,Baden-Wuerttemberg,732,Germany
2020-03-12,Bavaria,612,Germany
2020-03-12,Berlin,181,Germany
2020-03-12,Brandenburg,53,Germany
2020-03-12,Bremen,40,Germany
2020-03-12,Hamburg,145,Germany
2020-03-12,Hesse,136,Germany
2020-03-12,Lower Saxony,220,Germany
2020-03-12,Mecklenburg-Vorpommern,29,Germany
2020-03-12,National,2078,Germany
2020-03-12,North Rhine-Westphalia,1235,Germany
2020-03-12,Rheinland-Pfalz,131,Germany
2020-03-12,Saarland,31,Germany
2020-03-12,Saxony,79,Germany
2020-03-12,Saxony-Anhalt,35,Germany
2020-03-12,Schleswig-Holstein,56,Germany
2020-03-12,Thuringia,23,Germany
2020-03-12,Abruzzo,84,Italy
2020-03-12,Aosta Valley,27,Italy
2020-03-12,Apulia,104,Italy
2020-03-12,Basilicate,8,Italy
2020-03-12,Calabria,33,Italy
2020-03-12,Campania,179,Italy
2020-03-12,Emilia-Romagna,1947,Italy
2020-03-12,Friuli Venezia Giulia,167,Italy
2020-03-12,Lazio,200,Italy
2020-03-12,Liguria,274,Italy
2020-03-12,Lombardy,8725,Italy
2020-03-12,Molise,16,Italy
2020-03-12,National,15113,Italy
2020-03-12,Piedmont,580,Italy
2020-03-12,Sardinia,39,Italy
2020-03-12,Sicily,115,Italy
2020-03-12,The Marches,592,Italy
2020-03-12,Trentino-Alto Adige,211,Italy
2020-03-12,Tuscany,364,Italy
2020-03-12,Umbria,64,Italy
2020-03-12,Veneto,1384,Italy
2020-03-12,Aargau,27,Switzerland
2020-03-12,Appenzell Ausserrhoden,5,Switzerland
2020-03-12,Appenzell Innerrhoden,0,Switzerland
2020-03-12,Basel-City,73,Switzerland
2020-03-12,Basel-Landschaft,26,Switzerland
2020-03-12,Bern,0,Switzerland
2020-03-12,Fribourg,22,Switzerland
2020-03-12,Geneva,155,Switzerland
2020-03-12,Glarus,3,Switzerland
2020-03-12,Grisons,43,Switzerland
2020-03-12,Jura,12,Switzerland
2020-03-12,Lucerne,0,Switzerland
2020-03-12,National,652,Switzerland
2020-03-12,Neuchatel,46,Switzerland
2020-03-12,Nidwalden,5,Switzerland
2020-03-12,Obwalden,0,Switzerland
2020-03-12,Principality of Liechtenstein,4,Switzerland
2020-03-12,Saint Gallen,15,Switzerland
2020-03-12,Schaffhausen,1,Switzerland
2020-03-12,Schwyz,0,Switzerland
2020-03-12,Solothurn,0,Switzerland
2020-03-12,Thurgau,5,Switzerland
2020-03-12,Ticino,163,Switzerland
2020-03-12,Uri,2,Switzerland
2020-03-12,Valais,53,Switzerland
2020-03-12,Vaud,277,Switzerland
2020-03-12,Zug,11,Switzerland
2020-03-12,Zurich,140,Switzerland
2020-03-13,Auvergne-Rhone-Alpes,416,France
2020-03-13,Bourgogne-Franche-Comté,272,France
2020-03-13,Brittany,155,France
2020-03-13,Centre-Val de Loire,33,France
2020-03-13,Corsica,85,France
2020-03-13,Grand Est,911,France
2020-03-13,Guadeloupe,0,France
2020-03-13,Guyane,0,France
2020-03-13,Hauts-de-France,397,France
2020-03-13,Ile-de-France,721,France
2020-03-13,La Réunion,0,France
2020-03-13,Martinique,0,France
2020-03-13,Mayotte,0,France
2020-03-13,National,3661,France
2020-03-13,Normandy,97,France
2020-03-13,Nouvelle-Aquitaine,114,France
2020-03-13,Occitanie,172,France
2020-03-13,Pays de la Loire,55,France
2020-03-13,Provence-Alpes-Côte d'Azur,212,France
2020-03-13,Baden-Wuerttemberg,1046,Germany
2020-03-13,Bavaria,863,Germany
2020-03-13,Berlin,240,Germany
2020-03-13,Brandenburg,74,Germany
2020-03-13,Bremen,49,Germany
2020-03-13,Hamburg,182,Germany
2020-03-13,Hesse,214,Germany
2020-03-13,Lower Saxony,309,Germany
2020-03-13,Mecklenburg-Vorpommern,38,Germany
2020-03-13,National,3675,Germany
2020-03-13,North Rhine-Westphalia,1654,Germany
2020-03-13,Rheinland-Pfalz,189,Germany
2020-03-13,Saarland,48,Germany
2020-03-13,Saxony,115,Germany
2020-03-13,Saxony-Anhalt,46,Germany
2020-03-13,Schleswig-Holstein,83,Germany
2020-03-13,Thuringia,33,Germany
2020-03-13,Abruzzo,89,Italy
2020-03-13,Aosta Valley,28,Italy
2020-03-13,Apulia,129,Italy
2020-03-13,Basilicate,10,Italy
2020-03-13,Calabria,38,Italy
2020-03-13,Campania,220,Italy
2020-03-13,Emilia-Romagna,2263,Italy
2020-03-13,Friuli Venezia Giulia,257,Italy
2020-03-13,Lazio,277,Italy
2020-03-13,Liguria,345,Italy
2020-03-13,Lombardy,9820,Italy
2020-03-13,Molise,17,Italy
2020-03-13,National,17660,Italy
2020-03-13,Piedmont,840,Italy
2020-03-13,Sardinia,43,Italy
2020-03-13,Sicily,130,Italy
2020-03-13,The Marches,725,Italy
2020-03-13,Trentino-Alto Adige,288,Italy
2020-03-13,Tuscany,470,Italy
2020-03-13,Umbria,76,Italy
2020-03-13,Veneto,1595,Italy
2020-03-13,Aargau,32,Switzerland
2020-03-13,Appenzell Ausserrhoden,0,Switzerland
2020-03-13,Appenzell Innerrhoden,0,Switzerland
2020-03-13,Basel-City,92,Switzerland
2020-03-13,Basel-Landschaft,42,Switzerland
2020-03-13,Bern,0,Switzerland
2020-03-13,Fribourg,29,Switzerland
2020-03-13,Geneva,227,Switzerland
2020-03-13,Glarus,6,Switzerland
2020-03-13,Grisons,53,Switzerland
2020-03-13,Jura,17,Switzerland
2020-03-13,Lucerne,0,Switzerland
2020-03-13,National,1139,Switzerland
2020-03-13,Neuchatel,59,Switzerland
2020-03-13,Nidwalden,5,Switzerland
2020-03-13,Obwalden,1,Switzerland
2020-03-13,Principality of Liechtenstein,5,Switzerland
2020-03-13,Saint Gallen,0,Switzerland
2020-03-13,Schaffhausen,1,Switzerland
2020-03-13,Schwyz,9,Switzerland
2020-03-13,Solothurn,0,Switzerland
2020-03-13,Thurgau,7,Switzerland
2020-03-13,Ticino,206,Switzerland
2020-03-13,Uri,0,Switzerland
2020-03-13,Valais,76,Switzerland
2020-03-13,Vaud,370,Switzerland
2020-03-13,Zug,11,Switzerland
2020-03-13,Zurich,163,Switzerland
2020-03-14,Auvergne-Rhone-Alpes,454,France
2020-03-14,Bourgogne-Franche-Comté,339,France
2020-03-14,Brittany,182,France
2020-03-14,Centre-Val de Loire,54,France
2020-03-14,Corsica,106,France
2020-03-14,Grand Est,1085,France
2020-03-14,Guadeloupe,0,France
2020-03-14,Guyane,0,France
2020-03-14,Hauts-de-France,466,France
2020-03-14,Ile-de-France,949,France
2020-03-14,La Réunion,0,France
2020-03-14,Martinique,0,France
2020-03-14,Mayotte,0,France
2020-03-14,National,4469,France
2020-03-14,Normandy,127,France
2020-03-14,Nouvelle-Aquitaine,130,France
2020-03-14,Occitanie,214,France
2020-03-14,Pays de la Loire,82,France
2020-03-14,Provence-Alpes-Côte d'Azur,281,France
2020-03-14,Baden-Wuerttemberg,1372,Germany
2020-03-14,Bavaria,1093,Germany
2020-03-14,Berlin,269,Germany
2020-03-14,Brandenburg,88,Germany
2020-03-14,Bremen,52,Germany
2020-03-14,Hamburg,261,Germany
2020-03-14,Hesse,296,Germany
2020-03-14,Lower Saxony,386,Germany
2020-03-14,Mecklenburg-Vorpommern,39,Germany
2020-03-14,National,4585,Germany
2020-03-14,North Rhine-Westphalia,1976,Germany
