date,region,cases,cases_national,country,eurostat_total_population_2019,code,new_cases,new_cases_national,sum_pop,cases_pop_sub,cases_pop_nat,ratio_pop_cum,ratio_cum,ratio_new,ratio_cum2,ratio_new2
2020-01-01,Liguria,0,0,Italy,1550640,ITC3,NA,NA,59287270,0,0,0,NaN,NA,NaN,NA
2020-01-01,Lombardy,0,0,Italy,10060574,ITC4,NA,NA,59287270,0,0,0,NaN,NA,NaN,NA
2020-01-01,Molise,0,0,Italy,305617,ITF2,NA,NA,59287270,0,0,0,NaN,NA,NaN,NA
2020-01-01,Piedmont,0,0,Italy,4356406,ITC1,NA,NA,59287270,0,0,0,NaN,NA,NaN,NA
2020-01-01,Sardinia,0,0,Italy,1639591,ITG2,NA,NA,59287270,0,0,0,NaN,NA,NaN,NA
2020-01-01,Sicily,0,0,Italy,4999891,ITG1,NA,NA,59287270,0,0,0,NaN,NA,NaN,NA
2020-01-01,The Marches,0,0,Italy,1525271,ITI3,NA,NA,59287270,0,0,0,NaN,NA,NaN,NA
2020-01-01,Trentino-Alto Adige,0,0,Italy,NA,IT,NA,NA,59287270,NA,0,NA,NaN,NA,NaN,NA
2020-01-01,Tuscany,0,0,Italy,3729641,ITI1,NA,NA,59287270,0,0,0,NaN,NA,NaN,NA
2020-01-01,Umbria,0,0,Italy,882015,ITI2,NA,NA,59287270,0,0,0,NaN,NA,NaN,NA
2020-01-01,Veneto,0,0,Italy,4905854,ITH3,NA,NA,59287270,0,0,0,NaN,NA,NaN,NA
2020-01-01,Aargau,0,0,Switzerland,678207,CH033,NA,NA,8544527,0,0,0,NaN,NA,NaN,NA
2020-01-01,Appenzell Ausserrhoden,0,0,Switzerland,55234,CH053,NA,NA,8544527,0,0,0,NaN,NA,NaN,NA
2020-01-01,Appenzell Innerrhoden,0,0,Switzerland,16145,CH054,NA,NA,8544527,0,0,0,NaN,NA,NaN,NA
2020-01-01,Basel-City,0,0,Switzerland,194766,CH031,NA,NA,8544527,0,0,0,NaN,NA,NaN,NA
2020-01-01,Basel-Landschaft,0,0,Switzerland,288132,CH032,NA,NA,8544527,0,0,0,NaN,NA,NaN,NA
