date,region,cases,cases_national,country,eurostat_total_population_2019,code,new_cases,new_cases_national,sum_pop,cases_pop_sub,cases_pop_nat,ratio_pop_cum,ratio_cum,ratio_new,ratio_cum2,ratio_new2
2020-03-01,Rheinland-Pfalz,0,130,Germany,4084844,DEB,0,51,83019213,0,1.5659025820926537e-6,-1.5659025820926537e-6,0,0,0,0
2020-03-01,Saarland,0,130,Germany,990509,DEC,0,51,83019213,0,1.5659025820926537e-6,-1.5659025820926537e-6,0,0,0,0
2020-03-01,Saxony,0,130,Germany,4077937,DED,0,51,83019213,0,1.5659025820926537e-6,-1.5659025820926537e-6,0,0,0,0
2020-03-01,Saxony-Anhalt,0,130,Germany,2208321,DEE,0,51,83019213,0,1.5659025820926537e-6,-1.5659025820926537e-6,0,0,0,0
2020-03-01,Schleswig-Holstein,0,130,Germany,2896712,DEF,0,51,83019213,0,1.5659025820926537e-6,-1.5659025820926537e-6,0,0,0,0
2020-03-01,Thuringia,0,130,Germany,2143145,DEG,0,51,83019213,0,1.5659025820926537e-6,-1.5659025820926537e-6,0,0,0,0
2020-03-01,Abruzzo,5,1694,Italy,1311580,ITF1,3,566,59287270,3.8121959773708046e-6,2.8572744199555825e-5,-2.4760548222185022e-5,0.0029515938606847697,0.00530035335689046,8.711906318432025e-6,2.8093745707899964e-5
2020-03-01,Aosta Valley,0,1694,Italy,125666,ITC2,0,566,59287270,0,2.8572744199555825e-5,-2.8572744199555825e-5,0,0,0,0
2020-03-01,Apulia,3,1694,Italy,4029053,ITF4,0,566,59287270,7.445918432941935e-7,2.8572744199555825e-5,-2.7828152356261632e-5,0.0017709563164108619,0,3.1362862746355287e-6,0
2020-03-01,Basilicate,0,1694,Italy,562869,ITF5,0,566,59287270,0,2.8572744199555825e-5,-2.8572744199555825e-5,0,0,0,0
2020-03-01,Calabria,1,1694,Italy,1947131,ITF6,0,566,59287270,5.135761281598413e-7,2.8572744199555825e-5,-2.8059168071395983e-5,5.903187721369539e-4,0,3.4847625273728095e-7,0
2020-03-01,Campania,17,1694,Italy,5801692,ITF3,4,566,59287270,2.930179678617893e-6,2.8572744199555825e-5,-2.5642564520937933e-5,0.010035419126328217,0.007067137809187279,1.007096370410742e-4,4.9944436814044376e-5
2020-03-01,Emilia-Romagna,285,1694,Italy,4459477,ITH5,68,566,59287270,6.390883953432208e-5,2.8572744199555825e-5,3.5336095334766254e-5,0.1682408500590319,0.12014134275618374,0.02830498362858565,0.014433942239258823
2020-03-01,Friuli Venezia Giulia,6,1694,Italy,1215220,ITH4,6,566,59287270,4.9373775941804775e-6,2.8572744199555825e-5,-2.3635366605375346e-5,0.0035419126328217238,0.01060070671378092,1.2545145098542115e-5,1.1237498283159986e-4
2020-03-01,Lazio,6,1694,Italy,5879082,ITI4,0,566,59287270,1.0205674967622497e-6,2.8572744199555825e-5,-2.7552176702793575e-5,0.0035419126328217238,0,1.2545145098542115e-5,0
2020-03-01,Liguria,25,1694,Italy,1550640,ITC3,-17,566,59287270,1.6122375277304853e-5,2.8572744199555825e-5,-1.2450368922250972e-5,0.01475796930342385,-0.030035335689045935,2.1779765796080063e-4,9.021213899536764e-4
2020-03-01,Lombardy,984,1694,Italy,10060574,ITC4,369,566,59287270,9.780754060354807e-5,2.8572744199555825e-5,6.923479640399225e-5,0.5808736717827627,0.6519434628975265,0.3374142225703888,0.4250302788148185
2020-03-01,Molise,0,1694,Italy,305617,ITF2,0,566,59287270,0,2.8572744199555825e-5,-2.8572744199555825e-5,0,0,0,0
2020-03-01,Piedmont,49,1694,Italy,4356406,ITC1,38,566,59287270,1.1247803808919554e-5,2.8572744199555825e-5,-1.732494039063627e-5,0.028925619834710745,0.06713780918727916,8.366914828222117e-4,0.004507485422467506
2020-03-01,Sardinia,0,1694,Italy,1639591,ITG2,0,566,59287270,0,2.8572744199555825e-5,-2.8572744199555825e-5,0,0,0,0
2020-03-01,Sicily,9,1694,Italy,4999891,ITG1,5,566,59287270,1.8000392408554507e-6,2.8572744199555825e-5,-2.6772704958700373e-5,0.005312868949232586,0.0088339222614841,2.822657647171976e-5,7.803818252194434e-5
2020-03-01,The Marches,25,1694,Italy,1525271,ITI3,14,566,59287270,1.63905299451704e-5,2.8572744199555825e-5,-1.2182214254385426e-5,0.01475796930342385,0.024734982332155476,2.1779765796080063e-4,6.118193509720435e-4
2020-03-01,Trentino-Alto Adige,1,1694,Italy,NA,IT,0,566,59287270,NA,2.8572744199555825e-5,NA,5.903187721369539e-4,0,3.4847625273728095e-7,0
2020-03-01,Tuscany,13,1694,Italy,3729641,ITI1,2,566,59287270,3.4855901680617517e-6,2.8572744199555825e-5,-2.5087154031494074e-5,0.007674144037780401,0.0035335689045936395,5.889248671260048e-5,1.2486109203511094e-5
2020-03-01,Umbria,2,1694,Italy,882015,ITI2,2,566,59287270,2.267535132622461e-6,2.8572744199555825e-5,-2.6305209066933365e-5,0.0011806375442739079,0.0035335689045936395,1.3939050109491238e-6,1.2486109203511094e-5
2020-03-01,Veneto,263,1694,Italy,4905854,ITH3,72,566,59287270,5.360942253886887e-5,2.8572744199555825e-5,2.5036678339313047e-5,0.1552538370720189,0.127208480565371,0.02410375392558499,0.016181997527750375
2020-03-01,Aargau,1,27,Switzerland,678207,CH033,0,9,8544527,1.4744760817862393e-6,3.1599174535933937e-6,-1.6854413718071545e-6,0.037037037037037035,0,0.0013717421124828531,0
2020-03-01,Appenzell Ausserrhoden,0,27,Switzerland,55234,CH053,0,9,8544527,0,3.1599174535933937e-6,-3.1599174535933937e-6,0,0,0,0
2020-03-01,Appenzell Innerrhoden,0,27,Switzerland,16145,CH054,0,9,8544527,0,3.1599174535933937e-6,-3.1599174535933937e-6,0,0,0,0
2020-03-01,Basel-City,1,27,Switzerland,194766,CH031,0,9,8544527,5.134366367846544e-6,3.1599174535933937e-6,1.9744489142531505e-6,0.037037037037037035,0,0.0013717421124828531,0
2020-03-01,Basel-Landschaft,2,27,Switzerland,288132,CH032,0,9,8544527,6.941263032221343e-6,3.1599174535933937e-6,3.7813455786279492e-6,0.07407407407407407,0,0.0054869684499314125,0
2020-03-01,Bern,2,27,Switzerland,1034977,CH021,2,9,8544527,1.9324100922049473e-6,3.1599174535933937e-6,-1.2275073613884464e-6,0.07407407407407407,0.2222222222222222,0.0054869684499314125,0.04938271604938271
2020-03-01,Fribourg,1,27,Switzerland,318714,CH022,1,9,8544527,3.1376092672427318e-6,3.1599174535933937e-6,-2.230818635066193e-8,0.037037037037037035,0.1111111111111111,0.0013717421124828531,0.012345679012345678
2020-03-01,Geneva,10,27,Switzerland,499480,CH013,1,9,8544527,2.0020821654520702e-5,3.1599174535933937e-6,1.686090420092731e-5,0.37037037037037035,0.1111111111111111,0.1371742112482853,0.012345679012345678
2020-03-01,Glarus,0,27,Switzerland,40403,CH051,0,9,8544527,0,3.1599174535933937e-6,-3.1599174535933937e-6,0,0,0,0
2020-03-01,Grisons,6,27,Switzerland,198379,CH056,0,9,8544527,3.0245136834039893e-5,3.1599174535933937e-6,2.70852193804465e-5,0.2222222222222222,0,0.04938271604938271,0
2020-03-01,Jura,1,27,Switzerland,73419,CH025,0,9,8544527,1.3620452471431101e-5,3.1599174535933937e-6,1.0460535017837707e-5,0.037037037037037035,0,0.0013717421124828531,0
2020-03-01,Lucerne,0,27,Switzerland,409557,CH061,0,9,8544527,0,3.1599174535933937e-6,-3.1599174535933937e-6,0,0,0,0
2020-03-01,Neuchatel,1,27,Switzerland,176850,CH024,1,9,8544527,5.654509471303365e-6,3.1599174535933937e-6,2.494592017709971e-6,0.037037037037037035,0.1111111111111111,0.0013717421124828531,0.012345679012345678
2020-03-01,Nidwalden,0,27,Switzerland,43223,CH065,0,9,8544527,0,3.1599174535933937e-6,-3.1599174535933937e-6,0,0,0,0
2020-03-01,Obwalden,0,27,Switzerland,37841,CH064,0,9,8544527,0,3.1599174535933937e-6,-3.1599174535933937e-6,0,0,0,0
2020-03-01,Saint Gallen,0,27,Switzerland,507697,CH055,0,9,8544527,0,3.1599174535933937e-6,-3.1599174535933937e-6,0,0,0,0
2020-03-01,Schaffhausen,0,27,Switzerland,81991,CH052,0,9,8544527,0,3.1599174535933937e-6,-3.1599174535933937e-6,0,0,0,0
2020-03-01,Schwyz,0,27,Switzerland,159165,CH063,0,9,8544527,0,3.1599174535933937e-6,-3.1599174535933937e-6,0,0,0,0
2020-03-01,Solothurn,0,27,Switzerland,273194,CH023,0,9,8544527,0,3.1599174535933937e-6,-3.1599174535933937e-6,0,0,0,0
2020-03-01,Thurgau,0,27,Switzerland,276472,CH057,0,9,8544527,0,3.1599174535933937e-6,-3.1599174535933937e-6,0,0,0,0
2020-03-01,Ticino,2,27,Switzerland,353343,CH070,0,9,8544527,5.660222503346606e-6,3.1599174535933937e-6,2.5003050497532126e-6,0.07407407407407407,0,0.0054869684499314125,0
2020-03-01,Uri,0,27,Switzerland,36433,CH062,0,9,8544527,0,3.1599174535933937e-6,-3.1599174535933937e-6,0,0,0,0
2020-03-01,Valais,2,27,Switzerland,343955,CH012,1,9,8544527,5.814714134116382e-6,3.1599174535933937e-6,2.654796680522988e-6,0.07407407407407407,0.1111111111111111,0.0054869684499314125,0.012345679012345678
2020-03-01,Vaud,NA,27,Switzerland,799145,CH011,NA,9,8544527,NA,3.1599174535933937e-6,NA,NA,NA,NA,NA
2020-03-01,Zug,0,27,Switzerland,126837,CH066,0,9,8544527,0,3.1599174535933937e-6,-3.1599174535933937e-6,0,0,0,0
2020-03-01,Zurich,7,27,Switzerland,1520968,CH040,1,9,8544527,4.602332198968026e-6,3.1599174535933937e-6,1.442414745374632e-6,0.25925925925925924,0.1111111111111111,0.0672153635116598,0.012345679012345678
2020-03-02,Auvergne-Rhone-Alpes,37,191,France,8005882,FRK,37,61,67012883,4.62160196715365e-6,2.850198222332861e-6,1.771403744820789e-6,0.193717277486911,0.6065573770491803,0.037526383596940875,0.3679118516527815
2020-03-02,Bourgogne-Franche-Comté,8,191,France,2793333,FRC,8,61,67012883,2.863962155604076e-6,2.850198222332861e-6,1.3763933271214985e-8,0.041884816753926704,0.13114754098360656,0.0017543378745100192,0.017199677506046764
2020-03-02,Brittany,13,191,France,3333720,FRH,13,61,67012883,3.899547652472313e-6,2.850198222332861e-6,1.0493494301394523e-6,0.06806282722513089,0.21311475409836064,0.004632548449878019,0.045417898414404724
2020-03-02,Centre-Val de Loire,0,191,France,2565258,FRB,0,61,67012883,0,2.850198222332861e-6,-2.850198222332861e-6,0,0,0,0
2020-03-02,Corsica,0,191,France,341554,FRM,0,61,67012883,0,2.850198222332861e-6,-2.850198222332861e-6,0,0,0,0
2020-03-02,Grand Est,5,191,France,5525291,FRF,5,61,67012883,9.049297132042457e-7,2.850198222332861e-6,-1.9452685091286154e-6,0.02617801047120419,0.08196721311475409,6.852882322304761e-4,0.006718624025799516
2020-03-02,Guadeloupe,0,191,France,416474,FRY1,0,61,67012883,0,2.850198222332861e-6,-2.850198222332861e-6,0,0,0,0
2020-03-02,Guyane,0,191,France,283539,FRY3,0,61,67012883,0,2.850198222332861e-6,-2.850198222332861e-6,0,0,0,0
2020-03-02,Hauts-de-France,45,191,France,5977437,FRE,45,61,67012883,7.5283102105467614e-6,2.850198222332861e-6,4.6781119882139e-6,0.2356020942408377,0.7377049180327869,0.05550834681066857,0.5442085460897609
2020-03-02,Ile-de-France,34,191,France,12244807,FR1,34,61,67012883,2.77668729282544e-6,2.850198222332861e-6,-7.351092950742097e-8,0.17801047120418848,0.5573770491803278,0.03168772785833721,0.3106691749529696
2020-03-02,La Réunion,0,191,France,857961,FRY4,0,61,67012883,0,2.850198222332861e-6,-2.850198222332861e-6,0,0,0,0
2020-03-02,Martinique,0,191,France,363484,FRY2,0,61,67012883,0,2.850198222332861e-6,-2.850198222332861e-6,0,0,0,0
2020-03-02,Mayotte,0,191,France,269471,FRY5,0,61,67012883,0,2.850198222332861e-6,-2.850198222332861e-6,0,0,0,0
2020-03-02,Normandy,2,191,France,3313340,FRD,2,61,67012883,6.036205158540929e-7,2.850198222332861e-6,-2.246577706478768e-6,0.010471204188481676,0.03278688524590164,1.096461171568762e-4,0.0010749798441279227
2020-03-02,Nouvelle-Aquitaine,4,191,France,5986318,FRI,4,61,67012883,6.681903634253977e-7,2.850198222332861e-6,-2.182007858907463e-6,0.020942408376963352,0.06557377049180328,4.385844686275048e-4,0.004299919376511691
2020-03-02,Occitanie,6,191,France,5899209,FRJ,6,61,67012883,1.0170855109557908e-6,2.850198222332861e-6,-1.8331127113770702e-6,0.031413612565445025,0.09836065573770492,9.868150544118856e-4,0.009674818597151302
2020-03-02,Pays de la Loire,5,191,France,3787400,FRG,5,61,67012883,1.3201668690922532e-6,2.850198222332861e-6,-1.5300313532406078e-6,0.02617801047120419,0.08196721311475409,6.852882322304761e-4,0.006718624025799516
2020-03-02,Provence-Alpes-Côte d'Azur,9,191,France,5048405,FRL,9,61,67012883,1.7827412816523238e-6,2.850198222332861e-6,-1.0674569406805372e-6,0.04712041884816754,0.14754098360655737,0.002220333872426743,0.02176834184359043
2020-03-02,Baden-Wuerttemberg,30,159,Germany,11069533,DE1,30,29,83019213,2.7101414305373135e-6,1.9152193119440917e-6,7.949221185932218e-7,0.18867924528301888,1.0344827586206897,0.0355998576005696,1.0701545778834722
2020-03-02,Bavaria,31,159,Germany,13076721,DE2,31,29,83019213,2.370624868420761e-6,1.9152193119440917e-6,4.554055564766692e-7,0.1949685534591195,1.0689655172413792,0.03801273683794154,1.1426872770511294
2020-03-02,Berlin,0,159,Germany,3644826,DE3,0,29,83019213,0,1.9152193119440917e-6,-1.9152193119440917e-6,0,0,0,0
2020-03-02,Brandenburg,1,159,Germany,2511917,DE4,1,29,83019213,3.981023258332182e-7,1.9152193119440917e-6,-1.5171169861108735e-6,0.006289308176100629,0.034482758620689655,3.955539733396622e-5,0.0011890606420927466
2020-03-02,Bremen,2,159,Germany,682986,DE5,2,29,83019213,2.9283177107583465e-6,1.9152193119440917e-6,1.0130983988142549e-6,0.012578616352201259,0.06896551724137931,1.582215893358649e-4,0.0047562425683709865
2020-03-02,Hamburg,2,159,Germany,1841179,DE6,2,29,83019213,1.0862604885239296e-6,1.9152193119440917e-6,-8.289588234201621e-7,0.012578616352201259,0.06896551724137931,1.582215893358649e-4,0.0047562425683709865
2020-03-02,Hesse,9,159,Germany,6265809,DE7,9,29,83019213,1.4363667963705883e-6,1.9152193119440917e-6,-4.788525155735033e-7,0.05660377358490566,0.3103448275862069,0.003203987184051264,0.09631391200951249
2020-03-02,Lower Saxony,4,159,Germany,7982448,DE9,4,29,83019213,5.010994121101697e-7,1.9152193119440917e-6,-1.414119899833922e-6,0.025157232704402517,0.13793103448275862,6.328863573434595e-4,0.019024970273483946
2020-03-02,Mecklenburg-Vorpommern,0,159,Germany,1609675,DE8,0,29,83019213,0,1.9152193119440917e-6,-1.9152193119440917e-6,0,0,0,0
2020-03-02,North Rhine-Westphalia,113,159,Germany,17932651,DEA,113,29,83019213,6.301354997652048e-6,1.9152193119440917e-6,4.386135685707956e-6,0.710691823899371,3.896551724137931,0.5050828685574146,15.183115338882283
2020-03-02,Rheinland-Pfalz,2,159,Germany,4084844,DEB,2,29,83019213,4.896147808826971e-7,1.9152193119440917e-6,-1.4256045310613946e-6,0.012578616352201259,0.06896551724137931,1.582215893358649e-4,0.0047562425683709865
2020-03-02,Saarland,0,159,Germany,990509,DEC,0,29,83019213,0,1.9152193119440917e-6,-1.9152193119440917e-6,0,0,0,0
2020-03-02,Saxony,1,159,Germany,4077937,DED,1,29,83019213,2.4522203261109725e-7,1.9152193119440917e-6,-1.6699972793329944e-6,0.006289308176100629,0.034482758620689655,3.955539733396622e-5,0.0011890606420927466
2020-03-02,Saxony-Anhalt,0,159,Germany,2208321,DEE,0,29,83019213,0,1.9152193119440917e-6,-1.9152193119440917e-6,0,0,0,0
2020-03-02,Schleswig-Holstein,4,159,Germany,2896712,DEF,4,29,83019213,1.3808759724819036e-6,1.9152193119440917e-6,-5.343433394621881e-7,0.025157232704402517,0.13793103448275862,6.328863573434595e-4,0.019024970273483946
2020-03-02,Thuringia,0,159,Germany,2143145,DEG,0,29,83019213,0,1.9152193119440917e-6,-1.9152193119440917e-6,0,0,0,0
2020-03-02,Abruzzo,5,2036,Italy,1311580,ITF1,0,342,59287270,3.8121959773708046e-6,3.4341267526738876e-5,-3.052907154936807e-5,0.002455795677799607,0,6.030932411099231e-6,0
2020-03-02,Aosta Valley,0,2036,Italy,125666,ITC2,0,342,59287270,0,3.4341267526738876e-5,-3.4341267526738876e-5,0,0,0,0
2020-03-02,Apulia,4,2036,Italy,4029053,ITF4,1,342,59287270,9.92789124392258e-7,3.4341267526738876e-5,-3.334847840234662e-5,0.0019646365422396855,0.0029239766081871343,3.859796743103508e-6,8.549639205225538e-6
2020-03-02,Basilicate,0,2036,Italy,562869,ITF5,0,342,59287270,0,3.4341267526738876e-5,-3.4341267526738876e-5,0,0,0,0
2020-03-02,Calabria,1,2036,Italy,1947131,ITF6,0,342,59287270,5.135761281598413e-7,3.4341267526738876e-5,-3.3827691398579034e-5,4.911591355599214e-4,0,2.4123729644396924e-7,0
2020-03-02,Campania,17,2036,Italy,5801692,ITF3,0,342,59287270,2.930179678617893e-6,3.4341267526738876e-5,-3.1411087848120984e-5,0.008349705304518664,0,6.971757867230712e-5,0
2020-03-02,Emilia-Romagna,335,2036,Italy,4459477,ITH5,50,342,59287270,7.512091664560665e-5,3.4341267526738876e-5,4.077964911886778e-5,0.16453831041257366,0.14619883040935672,0.02707285559342445,0.021374098013063846
2020-03-02,Friuli Venezia Giulia,9,2036,Italy,1215220,ITH4,3,342,59287270,7.406066391270717e-6,3.4341267526738876e-5,-2.693520113546816e-5,0.0044204322200392925,0.008771929824561403,1.954022101196151e-5,7.694675284702985e-5
2020-03-02,Lazio,7,2036,Italy,5879082,ITI4,1,342,59287270,1.190662079555958e-6,3.4341267526738876e-5,-3.315060544718292e-5,0.00343811394891945,0.0029239766081871343,1.1820627525754494e-5,8.549639205225538e-6
2020-03-02,Liguria,22,2036,Italy,1550640,ITC3,-3,342,59287270,1.4187690244028272e-5,3.4341267526738876e-5,-2.0153577282710602e-5,0.010805500982318271,-0.008771929824561403,1.1675885147888112e-4,7.694675284702985e-5
2020-03-02,Lombardy,1254,2036,Italy,10060574,ITC4,270,342,59287270,1.2464497552525333e-4,3.4341267526738876e-5,9.030370799851446e-5,0.6159135559921415,0.7894736842105263,0.3793495084548848,0.6232686980609419
2020-03-02,Molise,0,2036,Italy,305617,ITF2,0,342,59287270,0,3.4341267526738876e-5,-3.4341267526738876e-5,0,0,0,0
2020-03-02,Piedmont,51,2036,Italy,4356406,ITC1,2,342,59287270,1.1706897841936678e-5,3.4341267526738876e-5,-2.2634369684802197e-5,0.02504911591355599,0.005847953216374269,6.27458208050764e-4,3.419855682090215e-5
2020-03-02,Sardinia,0,2036,Italy,1639591,ITG2,0,342,59287270,0,3.4341267526738876e-5,-3.4341267526738876e-5,0,0,0,0
2020-03-02,Sicily,7,2036,Italy,4999891,ITG1,-2,342,59287270,1.4000305206653504e-6,3.4341267526738876e-5,-3.294123700607353e-5,0.00343811394891945,-0.005847953216374269,1.1820627525754494e-5,3.419855682090215e-5
2020-03-02,The Marches,35,2036,Italy,1525271,ITI3,10,342,59287270,2.2946741923238557e-5,3.4341267526738876e-5,-1.1394525603500318e-5,0.01719056974459725,0.029239766081871343,2.955156881438624e-4,8.549639205225538e-4
2020-03-02,Trentino-Alto Adige,1,2036,Italy,NA,IT,0,342,59287270,NA,3.4341267526738876e-5,NA,4.911591355599214e-4,0,2.4123729644396924e-7,0
2020-03-02,Tuscany,13,2036,Italy,3729641,ITI1,0,342,59287270,3.4855901680617517e-6,3.4341267526738876e-5,-3.0855677358677125e-5,0.0063850687622789785,0,4.076910309903081e-5,0
2020-03-02,Umbria,2,2036,Italy,882015,ITI2,0,342,59287270,2.267535132622461e-6,3.4341267526738876e-5,-3.207373239411641e-5,9.823182711198428e-4,0,9.64949185775877e-7,0
2020-03-02,Veneto,273,2036,Italy,4905854,ITH3,10,342,59287270,5.564780362399696e-5,3.4341267526738876e-5,2.1306536097258087e-5,0.13408644400785855,0.029239766081871343,0.017979174466672587,8.549639205225538e-4
2020-03-02,Aargau,2,42,Switzerland,678207,CH033,1,15,8544527,2.9489521635724785e-6,4.9154271500341685e-6,-1.96647498646169e-6,0.047619047619047616,0.06666666666666667,0.0022675736961451243,0.0044444444444444444
2020-03-02,Appenzell Ausserrhoden,0,42,Switzerland,55234,CH053,0,15,8544527,0,4.9154271500341685e-6,-4.9154271500341685e-6,0,0,0,0
2020-03-02,Appenzell Innerrhoden,0,42,Switzerland,16145,CH054,0,15,8544527,0,4.9154271500341685e-6,-4.9154271500341685e-6,0,0,0,0
2020-03-02,Basel-City,1,42,Switzerland,194766,CH031,0,15,8544527,5.134366367846544e-6,4.9154271500341685e-6,2.1893921781237574e-7,0.023809523809523808,0,5.668934240362811e-4,0
2020-03-02,Basel-Landschaft,2,42,Switzerland,288132,CH032,0,15,8544527,6.941263032221343e-6,4.9154271500341685e-6,2.0258358821871745e-6,0.047619047619047616,0,0.0022675736961451243,0
2020-03-02,Bern,4,42,Switzerland,1034977,CH021,2,15,8544527,3.864820184409895e-6,4.9154271500341685e-6,-1.0506069656242738e-6,0.09523809523809523,0.13333333333333333,0.009070294784580497,0.017777777777777778
2020-03-02,Fribourg,2,42,Switzerland,318714,CH022,1,15,8544527,6.2752185344854636e-6,4.9154271500341685e-6,1.359791384451295e-6,0.047619047619047616,0.06666666666666667,0.0022675736961451243,0.0044444444444444444
2020-03-02,Geneva,11,42,Switzerland,499480,CH013,1,15,8544527,2.2022903819972773e-5,4.9154271500341685e-6,1.7107476669938605e-5,0.2619047619047619,0.06666666666666667,0.06859410430839002,0.0044444444444444444
2020-03-02,Glarus,0,42,Switzerland,40403,CH051,0,15,8544527,0,4.9154271500341685e-6,-4.9154271500341685e-6,0,0,0,0
2020-03-02,Grisons,9,42,Switzerland,198379,CH056,3,15,8544527,4.536770525105984e-5,4.9154271500341685e-6,4.0452278101025666e-5,0.21428571428571427,0.2,0.04591836734693877,0.04000000000000001
2020-03-02,Jura,1,42,Switzerland,73419,CH025,0,15,8544527,1.3620452471431101e-5,4.9154271500341685e-6,8.705025321396932e-6,0.023809523809523808,0,5.668934240362811e-4,0
2020-03-02,Lucerne,0,42,Switzerland,409557,CH061,0,15,8544527,0,4.9154271500341685e-6,-4.9154271500341685e-6,0,0,0,0
2020-03-02,Neuchatel,1,42,Switzerland,176850,CH024,0,15,8544527,5.654509471303365e-6,4.9154271500341685e-6,7.390823212691964e-7,0.023809523809523808,0,5.668934240362811e-4,0
2020-03-02,Nidwalden,0,42,Switzerland,43223,CH065,0,15,8544527,0,4.9154271500341685e-6,-4.9154271500341685e-6,0,0,0,0
2020-03-02,Obwalden,0,42,Switzerland,37841,CH064,0,15,8544527,0,4.9154271500341685e-6,-4.9154271500341685e-6,0,0,0,0
2020-03-02,Saint Gallen,0,42,Switzerland,507697,CH055,0,15,8544527,0,4.9154271500341685e-6,-4.9154271500341685e-6,0,0,0,0
2020-03-02,Schaffhausen,0,42,Switzerland,81991,CH052,0,15,8544527,0,4.9154271500341685e-6,-4.9154271500341685e-6,0,0,0,0
2020-03-02,Schwyz,0,42,Switzerland,159165,CH063,0,15,8544527,0,4.9154271500341685e-6,-4.9154271500341685e-6,0,0,0,0
2020-03-02,Solothurn,0,42,Switzerland,273194,CH023,0,15,8544527,0,4.9154271500341685e-6,-4.9154271500341685e-6,0,0,0,0
2020-03-02,Thurgau,0,42,Switzerland,276472,CH057,0,15,8544527,0,4.9154271500341685e-6,-4.9154271500341685e-6,0,0,0,0
2020-03-02,Ticino,4,42,Switzerland,353343,CH070,2,15,8544527,1.1320445006693213e-5,4.9154271500341685e-6,6.405017856659044e-6,0.09523809523809523,0.13333333333333333,0.009070294784580497,0.017777777777777778
2020-03-02,Uri,0,42,Switzerland,36433,CH062,0,15,8544527,0,4.9154271500341685e-6,-4.9154271500341685e-6,0,0,0,0
2020-03-02,Valais,3,42,Switzerland,343955,CH012,1,15,8544527,8.722071201174572e-6,4.9154271500341685e-6,3.8066440511404033e-6,0.07142857142857142,0.06666666666666667,0.00510204081632653,0.0044444444444444444
2020-03-02,Vaud,NA,42,Switzerland,799145,CH011,NA,15,8544527,NA,4.9154271500341685e-6,NA,NA,NA,NA,NA
2020-03-02,Zug,0,42,Switzerland,126837,CH066,0,15,8544527,0,4.9154271500341685e-6,-4.9154271500341685e-6,0,0,0,0
2020-03-02,Zurich,10,42,Switzerland,1520968,CH040,3,15,8544527,6.574760284240037e-6,4.9154271500341685e-6,1.6593331342058685e-6,0.23809523809523808,0.2,0.056689342403628114,0.04000000000000001
2020-03-03,Auvergne-Rhone-Alpes,40,204,France,8005882,FRK,3,13,67012883,4.9963264509769195e-6,3.0441907714968777e-6,1.952135679480042e-6,0.19607843137254902,0.23076923076923078,0.03844675124951941,0.053254437869822494
2020-03-03,Bourgogne-Franche-Comté,13,204,France,2793333,FRC,5,13,67012883,4.653938502856624e-6,3.0441907714968777e-6,1.609747731359746e-6,0.06372549019607843,0.38461538461538464,0.004060938100730487,0.14792899408284024
2020-03-03,Brittany,19,204,France,3333720,FRH,6,13,67012883,5.699338876690304e-6,3.0441907714968777e-6,2.655148105193426e-6,0.09313725490196079,0.46153846153846156,0.008674548250672818,0.21301775147928997
2020-03-03,Centre-Val de Loire,0,204,France,2565258,FRB,0,13,67012883,0,3.0441907714968777e-6,-3.0441907714968777e-6,0,0,0,0
2020-03-03,Corsica,0,204,France,341554,FRM,0,13,67012883,0,3.0441907714968777e-6,-3.0441907714968777e-6,0,0,0,0
2020-03-03,Grand Est,13,204,France,5525291,FRF,8,13,67012883,2.352817254331039e-6,3.0441907714968777e-6,-6.913735171658387e-7,0.06372549019607843,0.6153846153846154,0.004060938100730487,0.37869822485207105
2020-03-03,Guadeloupe,0,204,France,416474,FRY1,0,13,67012883,0,3.0441907714968777e-6,-3.0441907714968777e-6,0,0,0,0
2020-03-03,Guyane,0,204,France,283539,FRY3,0,13,67012883,0,3.0441907714968777e-6,-3.0441907714968777e-6,0,0,0,0
2020-03-03,Hauts-de-France,59,204,France,5977437,FRE,14,13,67012883,9.870451164939086e-6,3.0441907714968777e-6,6.826260393442208e-6,0.28921568627450983,1.0769230769230769,0.0836457131872357,1.1597633136094674
2020-03-03,Ile-de-France,37,204,France,12244807,FR1,3,13,67012883,3.021689112780626e-6,3.0441907714968777e-6,-2.2501658716251565e-8,0.18137254901960784,0.23076923076923078,0.03289600153787005,0.053254437869822494
2020-03-03,La Réunion,0,204,France,857961,FRY4,0,13,67012883,0,3.0441907714968777e-6,-3.0441907714968777e-6,0,0,0,0
2020-03-03,Martinique,0,204,France,363484,FRY2,0,13,67012883,0,3.0441907714968777e-6,-3.0441907714968777e-6,0,0,0,0
2020-03-03,Mayotte,0,204,France,269471,FRY5,0,13,67012883,0,3.0441907714968777e-6,-3.0441907714968777e-6,0,0,0,0
2020-03-03,Normandy,2,204,France,3313340,FRD,0,13,67012883,6.036205158540929e-7,3.0441907714968777e-6,-2.4405702556427847e-6,0.00980392156862745,0,9.611687812379854e-5,0
2020-03-03,Nouvelle-Aquitaine,4,204,France,5986318,FRI,0,13,67012883,6.681903634253977e-7,3.0441907714968777e-6,-2.37600040807148e-6,0.0196078431372549,0,3.8446751249519417e-4,0
2020-03-03,Occitanie,7,204,France,5899209,FRJ,1,13,67012883,1.186599762781756e-6,3.0441907714968777e-6,-1.8575910087151218e-6,0.03431372549019608,0.07692307692307693,0.0011774317570165324,0.00591715976331361
