date,region,country,geo,eurostat_total_population_2019,deaths,deaths_national,new_deaths,new_deaths_national,sum_pop,deaths_pop_sub,deaths_pop_nat,ratio_pop_cum,ratio_cum,ratio_new,ratio_cum2,ratio_new2,rolling_average,past_average,rolling_average_new_deaths,past_average_new_deaths,past_average_new_deaths_national,measure_H1_H2_deaths,measure_H3_deaths_a,measure_H3_deaths_b
2020-01-02,Marche,Italy,ITI3,1525271,0,0,0,0,59144326,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Molise,Italy,ITF2,305617,0,0,0,0,59144326,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Piemonte,Italy,ITC1,4356406,0,0,0,0,59144326,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Puglia,Italy,ITF4,4029053,0,0,0,0,59144326,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Sardegna,Italy,ITG2,1639591,0,0,0,0,59144326,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Sicilia,Italy,ITG1,4999891,0,0,0,0,59144326,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Toscana,Italy,ITI1,3729641,0,0,0,0,59144326,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Trentino-Alto Adige,Italy,NA,1072276,0,0,0,0,59144326,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Umbria,Italy,ITI2,882015,0,0,0,0,59144326,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Valle d'Aosta,Italy,ITC2,125666,0,0,0,0,59144326,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Veneto,Italy,ITH3,4905854,0,0,0,0,59144326,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Aargau,Switzerland,CH033,678207,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Appenzell Ausserrhoden,Switzerland,CH053,55234,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Appenzell Innerrhoden,Switzerland,CH054,16145,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Basel-City,Switzerland,CH031,194766,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Basel-Landschaft,Switzerland,CH032,288132,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Bern,Switzerland,CH021,1034977,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Fribourg,Switzerland,CH022,318714,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Geneva,Switzerland,CH013,499480,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Glarus,Switzerland,CH051,40403,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Grisons,Switzerland,CH056,198379,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Jura,Switzerland,CH025,73419,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Lucerne,Switzerland,CH061,409557,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Neuchatel,Switzerland,CH024,176850,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Nidwalden,Switzerland,CH065,43223,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Obwalden,Switzerland,CH064,37841,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Saint Gallen,Switzerland,CH055,507697,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Schaffhausen,Switzerland,CH052,81991,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,Schwyz,Switzerland,CH063,159165,0,0,0,0,8544527,0,0,0,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA
