Province State,Country Region,Last Update,Confirmed,Deaths,Recovered,Lat,Long,FIPS,Admin2,Active,Combined Key,Incidence Rate,Case-Fatality Ratio
,Italy,2020-01-31 23:59:00,2.0,,,,,,,,,,
,Italy,2020-01-31 08:15:00,2.0,0.0,0.0,,,,,,,,
,Italy,2020-01-31 08:15:53,2.0,0.0,0.0,,,,,,,,
,Italy,2020-01-31 08:15:53,2.0,0.0,0.0,,,,,,,,
,Italy,2020-01-31 08:15:53,2.0,0.0,0.0,,,,,,,,
,Italy,2020-01-31 08:15:53,2.0,0.0,0.0,,,,,,,,
,Italy,2020-01-31 08:15:53,2.0,0.0,0.0,,,,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,,,,
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,,,,,,,,
,Italy,2020-02-21 23:33:06,20.0,1.0,0.0,,,,,,,,
,Italy,2020-02-22 23:43:02,62.0,2.0,1.0,,,,,,,,
,Italy,2020-02-23 23:43:02,155.0,3.0,2.0,,,,,,,,
,Italy,2020-02-24 23:43:01,229.0,7.0,1.0,,,,,,,,
,Italy,2020-02-25 18:55:32,322.0,10.0,1.0,,,,,,,,
,Italy,2020-02-26 23:43:03,453.0,12.0,3.0,,,,,,,,
,Italy,2020-02-27 23:23:02,655.0,17.0,45.0,,,,,,,,
,Italy,2020-02-28 20:13:09,888.0,21.0,46.0,,,,,,,,
,Italy,2020-02-29 18:03:05,1128.0,29.0,46.0,,,,,,,,
,Italy,2020-03-01 23:23:02,1694.0,34.0,83.0,43.0,12.0,,,,,,
,Italy,2020-03-02 20:23:16,2036.0,52.0,149.0,43.0,12.0,,,,,,
,Italy,2020-03-03 20:03:06,2502.0,79.0,160.0,43.0,12.0,,,,,,
,Italy,2020-03-04 19:23:03,3089.0,107.0,276.0,43.0,12.0,,,,,,
,Italy,2020-03-05 17:43:03,3858.0,148.0,414.0,43.0,12.0,,,,,,
,Italy,2020-03-06 17:33:03,4636.0,197.0,523.0,43.0,12.0,,,,,,
,Italy,2020-03-07 17:33:03,5883.0,233.0,589.0,43.0,12.0,,,,,,
,Italy,2020-03-08 18:03:04,7375.0,366.0,622.0,43.0,12.0,,,,,,
,Italy,2020-03-09 18:13:11,9172.0,463.0,724.0,43.0,12.0,,,,,,
,Italy,2020-03-10 17:53:02,10149.0,631.0,724.0,43.0,12.0,,,,,,
,Italy,2020-03-11 21:33:02,12462.0,827.0,1045.0,43.0,12.0,,,,,,
,Italy,2020-03-11 21:33:02,12462.0,827.0,1045.0,43.0,12.0,,,,,,
,Italy,2020-03-11 20:00:00,17660.0,1266.0,1439.0,41.8719,12.5674,,,,,,
,Italy,2020-03-14 20:13:16,21157.0,1441.0,1966.0,41.8719,12.5674,,,,,,
,Italy,2020-03-14 20:13:16,24747.0,1809.0,2335.0,41.8719,12.5674,,,,,,
,Italy,2020-03-16 17:33:03,27980.0,2158.0,2749.0,41.8719,12.5674,,,,,,
,Italy,2020-03-17 18:33:02,31506.0,2503.0,2941.0,41.8719,12.5674,,,,,,
,Italy,2020-03-18 17:33:05,35713.0,2978.0,4025.0,41.8719,12.5674,,,,,,
,Italy,2020-03-19 17:43:03,41035.0,3405.0,4440.0,41.8719,12.5674,,,,,,
,Italy,2020-03-20 17:43:03,47021.0,4032.0,4440.0,41.8719,12.5674,,,,,,
,Italy,2020-03-21 17:43:03,53578.0,4825.0,6072.0,41.8719,12.5674,,,,,,
,Italy,2020-03-22 23:45:00,59138.0,5476.0,7024.0,41.87194,12.56738,,,46638.0,Italy,,
,Italy,2020-03-23 23:19:21,63927.0,6077.0,7432.0,41.87194,12.56738,,,50418.0,Italy,,
,Italy,2020-03-24 23:37:15,69176.0,6820.0,8326.0,41.87194,12.56738,,,54030.0,Italy,,
,Italy,2020-03-25 23:33:04,74386.0,7503.0,9362.0,41.87194,12.56738,,,57521.0,Italy,,
,Italy,2020-03-26 23:48:18,80589.0,8215.0,10361.0,41.87194,12.56738,,,62013.0,Italy,,
,Italy,2020-03-27 23:23:03,86498.0,9134.0,10950.0,41.87194,12.56738,,,66414.0,Italy,,
,Italy,2020-03-28 23:05:00,92472.0,10023.0,12384.0,41.87194,12.56738,,,70065.0,Italy,,
,Italy,2020-03-29 23:08:00,97689.0,10779.0,13030.0,41.87194,12.56738,,,73880.0,Italy,,
,Italy,2020-03-30 22:52:00,101739.0,11591.0,14620.0,41.87194,12.56738,,,75528.0,Italy,,
,Italy,2020-03-31 23:43:43,105792.0,12428.0,15729.0,41.87194,12.56738,,,77635.0,Italy,,
,Italy,2020-04-01 21:58:34,110574.0,13155.0,16847.0,41.87194,12.56738,,,80572.0,Italy,,
,Italy,2020-04-02 23:25:00,115242.0,13915.0,18278.0,41.87194,12.56738,,,83049.0,Italy,,
,Italy,2020-04-03 22:46:20,119827.0,14681.0,19758.0,41.87194,12.56738,,,85388.0,Italy,,
,Italy,2020-04-04 23:34:00,124632.0,15362.0,20996.0,41.87194,12.56738,,,88274.0,Italy,,
,Italy,2020-04-05 23:06:26,128948.0,15887.0,21815.0,41.87194,12.56738,,,91246.0,Italy,,
,Italy,2020-04-06 23:21:00,132547.0,16523.0,22837.0,41.87194,12.56738,,,93187.0,Italy,,
,Italy,2020-04-07 23:04:29,135586.0,17127.0,24392.0,41.87194,12.56738,,,94067.0,Italy,,
,Italy,2020-04-08 22:51:39,139422.0,17669.0,26491.0,41.87194,12.56738,,,95262.0,Italy,,
,Italy,2020-04-09 23:02:19,143626.0,18279.0,28470.0,41.87194,12.56738,,,96877.0,Italy,,
,Italy,2020-04-10 22:53:48,147577.0,18849.0,30455.0,41.87194,12.56738,,,98273.0,Italy,,
,Italy,2020-04-11 22:45:13,152271.0,19468.0,32534.0,41.87194,12.56738,,,100269.0,Italy,,
,Italy,2020-04-12 23:17:00,156363.0,19899.0,34211.0,41.87194,12.56738,,,102253.0,Italy,,
,Italy,2020-04-13 23:07:34,159516.0,20465.0,35435.0,41.87194,12.56738,,,103616.0,Italy,,
,Italy,2020-04-14 23:33:12,162488.0,21067.0,37130.0,41.87194,12.56738,,,104291.0,Italy,,
,Italy,2020-04-15 22:56:32,165155.0,21645.0,38092.0,41.87194,12.56738,,,105418.0,Italy,,
,Italy,2020-04-16 23:30:31,168941.0,22170.0,40164.0,41.87194,12.56738,,,106607.0,Italy,,
,Italy,2020-04-17 23:30:32,172434.0,22745.0,42727.0,41.87194,12.56738,,,106962.0,Italy,,
,Italy,2020-04-18 22:32:28,175925.0,23227.0,44927.0,41.87194,12.56738,,,107771.0,Italy,,
,Italy,2020-04-19 23:40:41,178972.0,23660.0,47055.0,41.87194,12.56738,,,108257.0,Italy,,
,Italy,2020-04-20 23:36:27,181228.0,24114.0,48877.0,41.87194,12.56738,,,108237.0,Italy,,
,Italy,2020-04-21 23:30:30,183957.0,24648.0,51600.0,41.87194,12.56738,,,107709.0,Italy,,
,Italy,2020-04-22 23:30:32,187327.0,25085.0,54543.0,41.87194,12.56738,,,107699.0,Italy,,
,Italy,2020-04-24 03:30:31,189973.0,25549.0,57576.0,41.87194,12.56738,,,106848.0,Italy,,
,Italy,2020-04-25 06:30:33,192994.0,25969.0,60498.0,41.87194,12.56738,,,106527.0,Italy,,
,Italy,2020-04-26 02:30:31,195351.0,26384.0,63120.0,41.87194,12.56738,,,105847.0,Italy,,
,Italy,2020-04-27 02:30:33,197675.0,26644.0,64928.0,41.87194,12.56738,,,106103.0,Italy,,
,Italy,2020-04-28 02:30:32,199414.0,26977.0,66624.0,41.87194,12.56738,,,105813.0,Italy,,
,Italy,2020-04-29 02:32:29,201505.0,27359.0,68941.0,41.87194,12.56738,,,105205.0,Italy,,
,Italy,2020-04-30 02:32:27,203591.0,27682.0,71252.0,41.87194,12.56738,,,104657.0,Italy,,
,Italy,2020-05-01 02:32:28,205463.0,27967.0,75945.0,41.87194,12.56738,,,101551.0,Italy,,
,Italy,2020-05-02 02:32:27,207428.0,28236.0,78249.0,41.87194,12.56738,,,100943.0,Italy,,
,Italy,2020-05-03 02:32:28,209328.0,28710.0,79914.0,41.87194,12.56738,,,100704.0,Italy,,
,Italy,2020-05-04 02:32:28,210717.0,28884.0,81654.0,41.87194,12.56738,,,100179.0,Italy,,
,Italy,2020-05-05 02:32:34,211938.0,29079.0,82879.0,41.87194,12.56738,,,99980.0,Italy,,
,Italy,2020-05-06 02:32:31,213013.0,29315.0,85231.0,41.87194,12.56738,,,98467.0,Italy,,
,Italy,2020-05-07 02:32:28,214457.0,29684.0,93245.0,41.87194,12.56738,,,91528.0,Italy,,
,Italy,2020-05-08 02:32:32,215858.0,29958.0,96276.0,41.87194,12.56738,,,89624.0,Italy,,
,Italy,2020-05-09 02:32:35,217185.0,30201.0,99023.0,41.87194,12.56738,,,87961.0,Italy,,
,Italy,2020-05-10 02:32:30,218268.0,30395.0,103031.0,41.87194,12.56738,,,84842.0,Italy,,
,Italy,2020-05-11 02:32:30,219070.0,30560.0,105186.0,41.87194,12.56738,,,83324.0,Italy,,
,Italy,2020-05-12 03:32:27,219814.0,30739.0,106587.0,41.87194,12.56738,,,82488.0,Italy,,
,Italy,2020-05-13 03:32:26,221216.0,30911.0,109039.0,41.87194,12.56738,,,81266.0,Italy,,
,Italy,2020-05-14 03:32:28,222104.0,31106.0,112541.0,41.87194,12.56738,,,78457.0,Italy,,
Abruzzo,Italy,2020-05-15 02:33:02,3136.0,379.0,1275.0,42.35122196,13.39843823,,,1482.0,"Abruzzo, Italy",,
Basilicata,Italy,2020-05-15 02:33:02,389.0,27.0,235.0,40.63947052,15.80514834,,,127.0,"Basilicata, Italy",,
Calabria,Italy,2020-05-15 02:33:02,1143.0,95.0,524.0,38.90597598,16.59440194,,,524.0,"Calabria, Italy",,
Campania,Italy,2020-05-15 02:33:02,4639.0,394.0,2480.0,40.83956555,14.25084984,,,1765.0,"Campania, Italy",,
Emilia-Romagna,Italy,2020-05-15 02:33:02,27056.0,3930.0,16825.0,44.49436681,11.3417208,,,6301.0,"Emilia-Romagna, Italy",,
Friuli Venezia Giulia,Italy,2020-05-15 02:33:02,3161.0,317.0,2074.0,45.6494354,13.76813649,,,770.0,"Friuli Venezia Giulia, Italy",,
Lazio,Italy,2020-05-15 02:33:02,7291.0,595.0,2600.0,41.89277044,12.48366722,,,4096.0,"Lazio, Italy",,
Liguria,Italy,2020-05-15 02:33:02,8995.0,1329.0,5006.0,44.41149315,8.9326992,,,2660.0,"Liguria, Italy",,
Lombardia,Italy,2020-05-15 02:33:02,83820.0,15296.0,38568.0,45.46679409,9.190347404,,,29956.0,"Lombardia, Italy",,
Marche,Italy,2020-05-15 02:33:02,6603.0,974.0,2725.0,43.61675973,13.5188753,,,2904.0,"Marche, Italy",,
Molise,Italy,2020-05-15 02:33:02,403.0,22.0,152.0,41.55774754,14.65916051,,,229.0,"Molise, Italy",,
P.A. Bolzano,Italy,2020-05-15 02:33:02,2578.0,290.0,1908.0,46.49933453,11.35662422,,,380.0,"P.A. Bolzano, Italy",,
P.A. Trento,Italy,2020-05-15 02:33:02,4315.0,448.0,3362.0,46.06893511,11.12123097,,,505.0,"P.A. Trento, Italy",,
Piemonte,Italy,2020-05-15 02:33:02,29209.0,3493.0,13825.0,45.0732745,7.680687483,,,11891.0,"Piemonte, Italy",,
Puglia,Italy,2020-05-15 02:33:02,4357.0,461.0,1643.0,41.12559576,16.86736689,,,2253.0,"Puglia, Italy",,
Sardegna,Italy,2020-05-15 02:33:02,1345.0,125.0,755.0,39.21531192,9.110616306,,,465.0,"Sardegna, Italy",,
Sicilia,Italy,2020-05-15 02:33:02,3366.0,263.0,1249.0,38.11569725,13.362356699999998,,,1854.0,"Sicilia, Italy",,
Toscana,Italy,2020-05-15 02:33:02,9859.0,973.0,5498.0,43.76923077,11.25588885,,,3388.0,"Toscana, Italy",,
Umbria,Italy,2020-05-15 02:33:02,1420.0,73.0,1255.0,43.10675841,12.38824698,,,92.0,"Umbria, Italy",,
Valle d'Aosta,Italy,2020-05-15 02:33:02,1166.0,141.0,945.0,45.73750286,7.320149366,,,80.0,"Valle d'Aosta, Italy",,
Veneto,Italy,2020-05-15 02:33:02,18845.0,1743.0,12384.0,45.43490485,12.33845213,,,4718.0,"Veneto, Italy",,
Abruzzo,Italy,2020-05-16 02:32:19,3148.0,381.0,1313.0,42.35122196,13.39843823,,,1454.0,"Abruzzo, Italy",,
Basilicata,Italy,2020-05-16 02:32:19,389.0,27.0,242.0,40.63947052,15.80514834,,,120.0,"Basilicata, Italy",,
Calabria,Italy,2020-05-16 02:32:19,1144.0,95.0,544.0,38.90597598,16.59440194,,,505.0,"Calabria, Italy",,
Campania,Italy,2020-05-16 02:32:19,4654.0,396.0,2522.0,40.83956555,14.25084984,,,1736.0,"Campania, Italy",,
Emilia-Romagna,Italy,2020-05-16 02:32:19,27110.0,3943.0,17166.0,44.49436681,11.3417208,,,6001.0,"Emilia-Romagna, Italy",,
Friuli Venezia Giulia,Italy,2020-05-16 02:32:19,3175.0,318.0,2116.0,45.6494354,13.76813649,,,741.0,"Friuli Venezia Giulia, Italy",,
Lazio,Italy,2020-05-16 02:32:19,7364.0,604.0,2672.0,41.89277044,12.48366722,,,4088.0,"Lazio, Italy",,
Liguria,Italy,2020-05-16 02:32:19,9060.0,1336.0,5121.0,44.41149315,8.9326992,,,2603.0,"Liguria, Italy",,
Lombardia,Italy,2020-05-16 02:32:19,84119.0,15411.0,40962.0,45.46679409,9.190347404,,,27746.0,"Lombardia, Italy",,
Marche,Italy,2020-05-16 02:32:19,6619.0,977.0,2847.0,43.61675973,13.5188753,,,2795.0,"Marche, Italy",,
Molise,Italy,2020-05-16 02:32:19,407.0,22.0,158.0,41.55774754,14.65916051,,,227.0,"Molise, Italy",,
P.A. Bolzano,Italy,2020-05-16 02:32:19,2578.0,290.0,1929.0,46.49933453,11.35662422,,,359.0,"P.A. Bolzano, Italy",,
P.A. Trento,Italy,2020-05-16 02:32:19,4318.0,451.0,3461.0,46.06893511,11.12123097,,,406.0,"P.A. Trento, Italy",,
Piemonte,Italy,2020-05-16 02:32:19,29346.0,3557.0,14676.0,45.0732745,7.680687483,,,11113.0,"Piemonte, Italy",,
Puglia,Italy,2020-05-16 02:32:19,4366.0,461.0,1724.0,41.12559576,16.86736689,,,2181.0,"Puglia, Italy",,
Sardegna,Italy,2020-05-16 02:32:19,1348.0,125.0,762.0,39.21531192,9.110616306,,,461.0,"Sardegna, Italy",,
Sicilia,Italy,2020-05-16 02:32:19,3374.0,263.0,1351.0,38.11569725,13.362356699999998,,,1760.0,"Sicilia, Italy",,
Toscana,Italy,2020-05-16 02:32:19,9883.0,976.0,5739.0,43.76923077,11.25588885,,,3168.0,"Toscana, Italy",,
Umbria,Italy,2020-05-16 02:32:19,1422.0,73.0,1259.0,43.10675841,12.38824698,,,90.0,"Umbria, Italy",,
Valle d'Aosta,Italy,2020-05-16 02:32:19,1172.0,142.0,953.0,45.73750286,7.320149366,,,77.0,"Valle d'Aosta, Italy",,
Veneto,Italy,2020-05-16 02:32:19,18889.0,1762.0,12688.0,45.43490485,12.33845213,,,4439.0,"Veneto, Italy",,
Abruzzo,Italy,2020-05-17 02:32:32,3178.0,383.0,1372.0,42.35122196,13.39843823,,,1423.0,"Abruzzo, Italy",,
Basilicata,Italy,2020-05-17 02:32:32,390.0,27.0,250.0,40.63947052,15.80514834,,,113.0,"Basilicata, Italy",,
Calabria,Italy,2020-05-17 02:32:32,1151.0,95.0,582.0,38.90597598,16.59440194,,,474.0,"Calabria, Italy",,
Campania,Italy,2020-05-17 02:32:32,4668.0,396.0,2562.0,40.83956555,14.25084984,,,1710.0,"Campania, Italy",,
Emilia-Romagna,Italy,2020-05-17 02:32:32,27182.0,3960.0,17370.0,44.49436681,11.3417208,,,5852.0,"Emilia-Romagna, Italy",,
Friuli Venezia Giulia,Italy,2020-05-17 02:32:32,3183.0,319.0,2184.0,45.6494354,13.76813649,,,680.0,"Friuli Venezia Giulia, Italy",,
Lazio,Italy,2020-05-17 02:32:32,7396.0,616.0,2758.0,41.89277044,12.48366722,,,4022.0,"Lazio, Italy",,
Liguria,Italy,2020-05-17 02:32:32,9111.0,1346.0,5232.0,44.41149315,8.9326992,,,2533.0,"Liguria, Italy",,
Lombardia,Italy,2020-05-17 02:32:32,84518.0,15450.0,41389.0,45.46679409,9.190347404,,,27679.0,"Lombardia, Italy",,
Marche,Italy,2020-05-17 02:32:32,6642.0,982.0,3003.0,43.61675973,13.5188753,,,2657.0,"Marche, Italy",,
Molise,Italy,2020-05-17 02:32:32,410.0,22.0,173.0,41.55774754,14.65916051,,,215.0,"Molise, Italy",,
P.A. Bolzano,Italy,2020-05-17 02:32:32,2578.0,290.0,1945.0,46.49933453,11.35662422,,,343.0,"P.A. Bolzano, Italy",,
P.A. Trento,Italy,2020-05-17 02:32:32,4326.0,453.0,3528.0,46.06893511,11.12123097,,,345.0,"P.A. Trento, Italy",,
Piemonte,Italy,2020-05-17 02:32:32,29483.0,3594.0,15187.0,45.0732745,7.680687483,,,10702.0,"Piemonte, Italy",,
Puglia,Italy,2020-05-17 02:32:32,4374.0,463.0,1807.0,41.12559576,16.86736689,,,2104.0,"Puglia, Italy",,
Sardegna,Italy,2020-05-17 02:32:32,1352.0,125.0,812.0,39.21531192,9.110616306,,,415.0,"Sardegna, Italy",,
Sicilia,Italy,2020-05-17 02:32:32,3382.0,265.0,1458.0,38.11569725,13.362356699999998,,,1659.0,"Sicilia, Italy",,
Toscana,Italy,2020-05-17 02:32:32,9913.0,979.0,5991.0,43.76923077,11.25588885,,,2943.0,"Toscana, Italy",,
Umbria,Italy,2020-05-17 02:32:32,1422.0,73.0,1268.0,43.10675841,12.38824698,,,81.0,"Umbria, Italy",,
Valle d'Aosta,Italy,2020-05-17 02:32:32,1173.0,142.0,956.0,45.73750286,7.320149366,,,75.0,"Valle d'Aosta, Italy",,
Veneto,Italy,2020-05-17 02:32:32,18928.0,1783.0,12983.0,45.43490485,12.33845213,,,4162.0,"Veneto, Italy",,
Abruzzo,Italy,2020-05-18 02:32:21,3186.0,385.0,1379.0,42.35122196,13.39843823,,,1422.0,"Abruzzo, Italy",,
Basilicata,Italy,2020-05-18 02:32:21,392.0,27.0,261.0,40.63947052,15.80514834,,,104.0,"Basilicata, Italy",,
Calabria,Italy,2020-05-18 02:32:21,1151.0,95.0,634.0,38.90597598,16.59440194,,,422.0,"Calabria, Italy",,
Campania,Italy,2020-05-18 02:32:21,4684.0,396.0,2592.0,40.83956555,14.25084984,,,1696.0,"Campania, Italy",,
Emilia-Romagna,Italy,2020-05-18 02:32:21,27232.0,3973.0,17603.0,44.49436681,11.3417208,,,5656.0,"Emilia-Romagna, Italy",,
Friuli Venezia Giulia,Italy,2020-05-18 02:32:21,3191.0,319.0,2218.0,45.6494354,13.76813649,,,654.0,"Friuli Venezia Giulia, Italy",,
Lazio,Italy,2020-05-18 02:32:21,7446.0,622.0,2914.0,41.89277044,12.48366722,,,3910.0,"Lazio, Italy",,
Liguria,Italy,2020-05-18 02:32:21,9159.0,1355.0,5348.0,44.41149315,8.9326992,,,2456.0,"Liguria, Italy",,
Lombardia,Italy,2020-05-18 02:32:21,84844.0,15519.0,41895.0,45.46679409,9.190347404,,,27430.0,"Lombardia, Italy",,
Marche,Italy,2020-05-18 02:32:21,6667.0,984.0,3118.0,43.61675973,13.5188753,,,2565.0,"Marche, Italy",,
Molise,Italy,2020-05-18 02:32:21,411.0,22.0,173.0,41.55774754,14.65916051,,,216.0,"Molise, Italy",,
P.A. Bolzano,Italy,2020-05-18 02:32:21,2581.0,290.0,1977.0,46.49933453,11.35662422,,,314.0,"P.A. Bolzano, Italy",,
P.A. Trento,Italy,2020-05-18 02:32:21,4338.0,453.0,3584.0,46.06893511,11.12123097,,,301.0,"P.A. Trento, Italy",,
Piemonte,Italy,2020-05-18 02:32:21,29547.0,3612.0,15696.0,45.0732745,7.680687483,,,10239.0,"Piemonte, Italy",,
Puglia,Italy,2020-05-18 02:32:21,4379.0,470.0,1892.0,41.12559576,16.86736689,,,2017.0,"Puglia, Italy",,
Sardegna,Italy,2020-05-18 02:32:21,1353.0,125.0,823.0,39.21531192,9.110616306,,,405.0,"Sardegna, Italy",,
Sicilia,Italy,2020-05-18 02:32:21,3388.0,267.0,1566.0,38.11569725,13.362356699999998,,,1555.0,"Sicilia, Italy",,
Toscana,Italy,2020-05-18 02:32:21,9948.0,984.0,6162.0,43.76923077,11.25588885,,,2802.0,"Toscana, Italy",,
Umbria,Italy,2020-05-18 02:32:21,1424.0,73.0,1273.0,43.10675841,12.38824698,,,78.0,"Umbria, Italy",,
Valle d'Aosta,Italy,2020-05-18 02:32:21,1173.0,143.0,962.0,45.73750286,7.320149366,,,68.0,"Valle d'Aosta, Italy",,
Veneto,Italy,2020-05-18 02:32:21,18941.0,1794.0,13106.0,45.43490485,12.33845213,,,4041.0,"Veneto, Italy",,
Abruzzo,Italy,2020-05-19 02:32:18,3193.0,388.0,1392.0,42.35122196,13.39843823,,,1413.0,"Abruzzo, Italy",,
Basilicata,Italy,2020-05-19 02:32:18,392.0,27.0,272.0,40.63947052,15.80514834,,,93.0,"Basilicata, Italy",,
Calabria,Italy,2020-05-19 02:32:18,1151.0,95.0,655.0,38.90597598,16.59440194,,,401.0,"Calabria, Italy",,
Campania,Italy,2020-05-19 02:32:18,4695.0,399.0,2623.0,40.83956555,14.25084984,,,1673.0,"Campania, Italy",,
Emilia-Romagna,Italy,2020-05-19 02:32:18,27267.0,3986.0,17756.0,44.49436681,11.3417208,,,5525.0,"Emilia-Romagna, Italy",,
Friuli Venezia Giulia,Italy,2020-05-19 02:32:18,3198.0,320.0,2257.0,45.6494354,13.76813649,,,621.0,"Friuli Venezia Giulia, Italy",,
Lazio,Italy,2020-05-19 02:32:18,7485.0,628.0,3031.0,41.89277044,12.48366722,,,3826.0,"Lazio, Italy",,
Liguria,Italy,2020-05-19 02:32:18,9191.0,1367.0,5485.0,44.41149315,8.9326992,,,2339.0,"Liguria, Italy",,
Lombardia,Italy,2020-05-19 02:32:18,85019.0,15543.0,42403.0,45.46679409,9.190347404,,,27073.0,"Lombardia, Italy",,
Marche,Italy,2020-05-19 02:32:18,6678.0,984.0,3379.0,43.61675973,13.5188753,,,2315.0,"Marche, Italy",,
Molise,Italy,2020-05-19 02:32:18,422.0,22.0,183.0,41.55774754,14.65916051,,,217.0,"Molise, Italy",,
P.A. Bolzano,Italy,2020-05-19 02:32:18,2582.0,291.0,1984.0,46.49933453,11.35662422,,,307.0,"P.A. Bolzano, Italy",,
P.A. Trento,Italy,2020-05-19 02:32:18,4351.0,453.0,3650.0,46.06893511,11.12123097,,,248.0,"P.A. Trento, Italy",,
Piemonte,Italy,2020-05-19 02:32:18,29619.0,3632.0,16113.0,45.0732745,7.680687483,,,9874.0,"Piemonte, Italy",,
Puglia,Italy,2020-05-19 02:32:18,4386.0,471.0,1920.0,41.12559576,16.86736689,,,1995.0,"Puglia, Italy",,
Sardegna,Italy,2020-05-19 02:32:18,1353.0,126.0,847.0,39.21531192,9.110616306,,,380.0,"Sardegna, Italy",,
Sicilia,Italy,2020-05-19 02:32:18,3395.0,267.0,1589.0,38.11569725,13.362356699999998,,,1539.0,"Sicilia, Italy",,
Toscana,Italy,2020-05-19 02:32:18,9961.0,989.0,6399.0,43.76923077,11.25588885,,,2573.0,"Toscana, Italy",,
Umbria,Italy,2020-05-19 02:32:18,1424.0,73.0,1274.0,43.10675841,12.38824698,,,77.0,"Umbria, Italy",,
Valle d'Aosta,Italy,2020-05-19 02:32:18,1174.0,143.0,971.0,45.73750286,7.320149366,,,60.0,"Valle d'Aosta, Italy",,
Veneto,Italy,2020-05-19 02:32:18,18950.0,1803.0,13143.0,45.43490485,12.33845213,,,4004.0,"Veneto, Italy",,
Abruzzo,Italy,2020-05-20 02:32:19,3197.0,389.0,1419.0,42.35122196,13.39843823,,,1389.0,"Abruzzo, Italy",,
Basilicata,Italy,2020-05-20 02:32:19,393.0,27.0,282.0,40.63947052,15.80514834,,,84.0,"Basilicata, Italy",,
Calabria,Italy,2020-05-20 02:32:19,1153.0,95.0,676.0,38.90597598,16.59440194,,,382.0,"Calabria, Italy",,
Campania,Italy,2020-05-20 02:32:19,4707.0,399.0,2790.0,40.83956555,14.25084984,,,1518.0,"Campania, Italy",,
Emilia-Romagna,Italy,2020-05-20 02:32:19,27314.0,3997.0,17987.0,44.49436681,11.3417208,,,5330.0,"Emilia-Romagna, Italy",,
Friuli Venezia Giulia,Italy,2020-05-20 02:32:19,3203.0,320.0,2283.0,45.6494354,13.76813649,,,600.0,"Friuli Venezia Giulia, Italy",,
Lazio,Italy,2020-05-20 02:32:19,7505.0,640.0,3079.0,41.89277044,12.48366722,,,3786.0,"Lazio, Italy",,
Liguria,Italy,2020-05-20 02:32:19,9257.0,1376.0,5617.0,44.41149315,8.9326992,,,2264.0,"Liguria, Italy",,
Lombardia,Italy,2020-05-20 02:32:19,85481.0,15597.0,42593.0,45.46679409,9.190347404,,,27291.0,"Lombardia, Italy",,
Marche,Italy,2020-05-20 02:32:19,6675.0,986.0,3561.0,43.61675973,13.5188753,,,2128.0,"Marche, Italy",,
Molise,Italy,2020-05-20 02:32:19,422.0,22.0,188.0,41.55774754,14.65916051,,,212.0,"Molise, Italy",,
P.A. Bolzano,Italy,2020-05-20 02:32:19,2587.0,291.0,1988.0,46.49933453,11.35662422,,,308.0,"P.A. Bolzano, Italy",,
P.A. Trento,Italy,2020-05-20 02:32:19,4358.0,455.0,3699.0,46.06893511,11.12123097,,,204.0,"P.A. Trento, Italy",,
Piemonte,Italy,2020-05-20 02:32:19,29727.0,3679.0,16413.0,45.0732745,7.680687483,,,9635.0,"Piemonte, Italy",,
Puglia,Italy,2020-05-20 02:32:19,4396.0,473.0,1982.0,41.12559576,16.86736689,,,1941.0,"Puglia, Italy",,
Sardegna,Italy,2020-05-20 02:32:19,1354.0,126.0,887.0,39.21531192,9.110616306,,,341.0,"Sardegna, Italy",,
Sicilia,Italy,2020-05-20 02:32:19,3403.0,268.0,1611.0,38.11569725,13.362356699999998,,,1524.0,"Sicilia, Italy",,
Toscana,Italy,2020-05-20 02:32:19,9968.0,992.0,6653.0,43.76923077,11.25588885,,,2323.0,"Toscana, Italy",,
Umbria,Italy,2020-05-20 02:32:19,1427.0,74.0,1287.0,43.10675841,12.38824698,,,66.0,"Umbria, Italy",,
Valle d'Aosta,Italy,2020-05-20 02:32:19,1175.0,143.0,983.0,45.73750286,7.320149366,,,49.0,"Valle d'Aosta, Italy",,
Veneto,Italy,2020-05-20 02:32:19,18997.0,1820.0,13423.0,45.43490485,12.33845213,,,3754.0,"Veneto, Italy",,
Abruzzo,Italy,2020-05-21 02:32:48,3205.0,389.0,1499.0,42.35122196,13.39843823,,,1317.0,"Abruzzo, Italy",,
