AnzahlFall,FID,Meldedatum,NeuerFall
2.0,11642334.0,2020-03-18 01:00:00,0.0
1.0,11643726.0,2020-03-18 01:00:00,0.0
2.0,11644074.0,2020-03-18 01:00:00,0.0
7.0,11644422.0,2020-03-18 01:00:00,0.0
1.0,11645118.0,2020-03-18 01:00:00,0.0
1.0,11647206.0,2020-03-18 01:00:00,0.0
3.0,11647554.0,2020-03-18 01:00:00,0.0
1.0,11648946.0,2020-03-18 01:00:00,0.0
3.0,11649294.0,2020-03-18 01:00:00,0.0
6.0,11649990.0,2020-03-18 01:00:00,0.0
3.0,11650338.0,2020-03-18 01:00:00,0.0
1.0,11650686.0,2020-03-18 01:00:00,0.0
8.0,11651034.0,2020-03-18 01:00:00,0.0
4.0,11508356.0,2020-03-19 01:00:00,0.0
9.0,11508704.0,2020-03-19 01:00:00,0.0
4.0,11509052.0,2020-03-19 01:00:00,0.0
1.0,11509748.0,2020-03-19 01:00:00,0.0
3.0,11510096.0,2020-03-19 01:00:00,0.0
2.0,11510444.0,2020-03-19 01:00:00,0.0
5.0,11510792.0,2020-03-19 01:00:00,0.0
8.0,11511140.0,2020-03-19 01:00:00,0.0
1.0,11511488.0,2020-03-19 01:00:00,0.0
3.0,11511836.0,2020-03-19 01:00:00,0.0
2.0,11512184.0,2020-03-19 01:00:00,0.0
4.0,11512532.0,2020-03-19 01:00:00,0.0
4.0,11512880.0,2020-03-19 01:00:00,0.0
10.0,11513228.0,2020-03-19 01:00:00,0.0
185.0,11513576.0,2020-03-19 01:00:00,0.0
5.0,11513924.0,2020-03-19 01:00:00,0.0
3.0,11514272.0,2020-03-19 01:00:00,0.0
2.0,11514620.0,2020-03-19 01:00:00,0.0
4.0,11514968.0,2020-03-19 01:00:00,0.0
2.0,11515316.0,2020-03-19 01:00:00,0.0
1.0,11515664.0,2020-03-19 01:00:00,0.0
5.0,11516012.0,2020-03-19 01:00:00,0.0
4.0,11516360.0,2020-03-19 01:00:00,0.0
1.0,11516708.0,2020-03-19 01:00:00,0.0
7.0,11517056.0,2020-03-19 01:00:00,0.0
59.0,11517404.0,2020-03-19 01:00:00,0.0
8.0,11517752.0,2020-03-19 01:00:00,0.0
5.0,11518100.0,2020-03-19 01:00:00,0.0
15.0,11518448.0,2020-03-19 01:00:00,0.0
6.0,11518796.0,2020-03-19 01:00:00,0.0
3.0,11519144.0,2020-03-19 01:00:00,0.0
3.0,11519492.0,2020-03-19 01:00:00,0.0
1.0,11519840.0,2020-03-19 01:00:00,0.0
6.0,11520188.0,2020-03-19 01:00:00,0.0
21.0,11520536.0,2020-03-19 01:00:00,0.0
1.0,11520884.0,2020-03-19 01:00:00,0.0
13.0,11521232.0,2020-03-19 01:00:00,0.0
2.0,11521580.0,2020-03-19 01:00:00,0.0
2.0,11521928.0,2020-03-19 01:00:00,0.0
2.0,11522276.0,2020-03-19 01:00:00,0.0
9.0,11522624.0,2020-03-19 01:00:00,0.0
2.0,11522972.0,2020-03-19 01:00:00,0.0
1.0,11523320.0,2020-03-19 01:00:00,0.0
3.0,11523668.0,2020-03-19 01:00:00,0.0
3.0,11524364.0,2020-03-19 01:00:00,0.0
22.0,11524712.0,2020-03-19 01:00:00,0.0
3.0,11525408.0,2020-03-19 01:00:00,0.0
2.0,11525756.0,2020-03-19 01:00:00,0.0
3.0,11526104.0,2020-03-19 01:00:00,0.0
9.0,11526452.0,2020-03-19 01:00:00,0.0
5.0,11527148.0,2020-03-19 01:00:00,0.0
2.0,11527496.0,2020-03-19 01:00:00,0.0
3.0,11527844.0,2020-03-19 01:00:00,0.0
15.0,11528192.0,2020-03-19 01:00:00,0.0
8.0,11528540.0,2020-03-19 01:00:00,0.0
1.0,11528888.0,2020-03-19 01:00:00,0.0
38.0,11529584.0,2020-03-19 01:00:00,0.0
2.0,11529932.0,2020-03-19 01:00:00,0.0
22.0,11530280.0,2020-03-19 01:00:00,0.0
18.0,11530628.0,2020-03-19 01:00:00,0.0
73.0,11530976.0,2020-03-19 01:00:00,0.0
6.0,11531324.0,2020-03-19 01:00:00,0.0
23.0,11531672.0,2020-03-19 01:00:00,0.0
8.0,11532020.0,2020-03-19 01:00:00,0.0
9.0,11532368.0,2020-03-19 01:00:00,0.0
7.0,11532716.0,2020-03-19 01:00:00,0.0
12.0,11533064.0,2020-03-19 01:00:00,0.0
22.0,11533412.0,2020-03-19 01:00:00,0.0
21.0,11533760.0,2020-03-19 01:00:00,0.0
22.0,11534108.0,2020-03-19 01:00:00,0.0
36.0,11534456.0,2020-03-19 01:00:00,0.0
28.0,11534804.0,2020-03-19 01:00:00,0.0
20.0,11535152.0,2020-03-19 01:00:00,0.0
13.0,11535500.0,2020-03-19 01:00:00,0.0
105.0,11535848.0,2020-03-19 01:00:00,0.0
5.0,11536196.0,2020-03-19 01:00:00,0.0
49.0,11536544.0,2020-03-19 01:00:00,0.0
24.0,11536892.0,2020-03-19 01:00:00,0.0
10.0,11537240.0,2020-03-19 01:00:00,0.0
10.0,11537588.0,2020-03-19 01:00:00,0.0
59.0,11537936.0,2020-03-19 01:00:00,0.0
14.0,11538284.0,2020-03-19 01:00:00,0.0
1.0,11538632.0,2020-03-19 01:00:00,0.0
46.0,11538980.0,2020-03-19 01:00:00,0.0
16.0,11539676.0,2020-03-19 01:00:00,0.0
48.0,11540024.0,2020-03-19 01:00:00,0.0
39.0,11540372.0,2020-03-19 01:00:00,0.0
13.0,11540720.0,2020-03-19 01:00:00,0.0
14.0,11541068.0,2020-03-19 01:00:00,0.0
31.0,11541416.0,2020-03-19 01:00:00,0.0
21.0,11541764.0,2020-03-19 01:00:00,0.0
1.0,11542112.0,2020-03-19 01:00:00,0.0
42.0,11542460.0,2020-03-19 01:00:00,0.0
21.0,11542808.0,2020-03-19 01:00:00,0.0
7.0,11543156.0,2020-03-19 01:00:00,0.0
12.0,11543504.0,2020-03-19 01:00:00,0.0
15.0,11543852.0,2020-03-19 01:00:00,0.0
23.0,11544200.0,2020-03-19 01:00:00,0.0
18.0,11544548.0,2020-03-19 01:00:00,0.0
28.0,11544896.0,2020-03-19 01:00:00,0.0
17.0,11545244.0,2020-03-19 01:00:00,0.0
24.0,11545592.0,2020-03-19 01:00:00,0.0
14.0,11546288.0,2020-03-19 01:00:00,0.0
32.0,11546636.0,2020-03-19 01:00:00,0.0
4.0,11546984.0,2020-03-19 01:00:00,0.0
8.0,11547332.0,2020-03-19 01:00:00,0.0
2.0,11547680.0,2020-03-19 01:00:00,0.0
18.0,11548028.0,2020-03-19 01:00:00,0.0
8.0,11548376.0,2020-03-19 01:00:00,0.0
2.0,11548724.0,2020-03-19 01:00:00,0.0
24.0,11549072.0,2020-03-19 01:00:00,0.0
1.0,11549420.0,2020-03-19 01:00:00,0.0
12.0,11549768.0,2020-03-19 01:00:00,0.0
7.0,11550116.0,2020-03-19 01:00:00,0.0
17.0,11550464.0,2020-03-19 01:00:00,0.0
11.0,11550812.0,2020-03-19 01:00:00,0.0
14.0,11551160.0,2020-03-19 01:00:00,0.0
4.0,11551508.0,2020-03-19 01:00:00,0.0
12.0,11551856.0,2020-03-19 01:00:00,0.0
2.0,11552204.0,2020-03-19 01:00:00,0.0
15.0,11552552.0,2020-03-19 01:00:00,0.0
10.0,11552900.0,2020-03-19 01:00:00,0.0
8.0,11553248.0,2020-03-19 01:00:00,0.0
9.0,11553596.0,2020-03-19 01:00:00,0.0
9.0,11553944.0,2020-03-19 01:00:00,0.0
3.0,11554292.0,2020-03-19 01:00:00,0.0
1.0,11554640.0,2020-03-19 01:00:00,0.0
3.0,11554988.0,2020-03-19 01:00:00,0.0
5.0,11555336.0,2020-03-19 01:00:00,0.0
14.0,11555684.0,2020-03-19 01:00:00,0.0
3.0,11556032.0,2020-03-19 01:00:00,0.0
6.0,11556380.0,2020-03-19 01:00:00,0.0
5.0,11556728.0,2020-03-19 01:00:00,0.0
5.0,11557076.0,2020-03-19 01:00:00,0.0
1.0,11557424.0,2020-03-19 01:00:00,0.0
7.0,11557772.0,2020-03-19 01:00:00,0.0
7.0,11558120.0,2020-03-19 01:00:00,0.0
2.0,11558468.0,2020-03-19 01:00:00,0.0
8.0,11558816.0,2020-03-19 01:00:00,0.0
1.0,11559164.0,2020-03-19 01:00:00,0.0
4.0,11559512.0,2020-03-19 01:00:00,0.0
12.0,11559860.0,2020-03-19 01:00:00,0.0
11.0,11560208.0,2020-03-19 01:00:00,0.0
2.0,11560556.0,2020-03-19 01:00:00,0.0
6.0,11560904.0,2020-03-19 01:00:00,0.0
5.0,11561252.0,2020-03-19 01:00:00,0.0
1.0,11561600.0,2020-03-19 01:00:00,0.0
6.0,11561948.0,2020-03-19 01:00:00,0.0
2.0,11562296.0,2020-03-19 01:00:00,0.0
5.0,11562644.0,2020-03-19 01:00:00,0.0
4.0,11562992.0,2020-03-19 01:00:00,0.0
1.0,11563340.0,2020-03-19 01:00:00,0.0
2.0,11564036.0,2020-03-19 01:00:00,0.0
1.0,11564384.0,2020-03-19 01:00:00,0.0
6.0,11564732.0,2020-03-19 01:00:00,0.0
2.0,11565080.0,2020-03-19 01:00:00,0.0
1.0,11565428.0,2020-03-19 01:00:00,0.0
7.0,11566124.0,2020-03-19 01:00:00,0.0
9.0,11566820.0,2020-03-19 01:00:00,0.0
7.0,11567168.0,2020-03-19 01:00:00,0.0
5.0,11567864.0,2020-03-19 01:00:00,0.0
4.0,11568908.0,2020-03-19 01:00:00,0.0
1.0,11569256.0,2020-03-19 01:00:00,0.0
6.0,11569604.0,2020-03-19 01:00:00,0.0
34.0,11570300.0,2020-03-19 01:00:00,0.0
36.0,11570648.0,2020-03-19 01:00:00,0.0
36.0,11570996.0,2020-03-19 01:00:00,0.0
37.0,11571344.0,2020-03-19 01:00:00,0.0
31.0,11571692.0,2020-03-19 01:00:00,0.0
23.0,11572040.0,2020-03-19 01:00:00,0.0
2.0,11572388.0,2020-03-19 01:00:00,0.0
8.0,11572736.0,2020-03-19 01:00:00,0.0
11.0,11573084.0,2020-03-19 01:00:00,0.0
15.0,11573432.0,2020-03-19 01:00:00,0.0
4.0,11573780.0,2020-03-19 01:00:00,0.0
5.0,11574128.0,2020-03-19 01:00:00,0.0
19.0,11574476.0,2020-03-19 01:00:00,0.0
3.0,11574824.0,2020-03-19 01:00:00,0.0
15.0,11575172.0,2020-03-19 01:00:00,0.0
29.0,11575520.0,2020-03-19 01:00:00,0.0
11.0,11575868.0,2020-03-19 01:00:00,0.0
12.0,11576216.0,2020-03-19 01:00:00,0.0
6.0,11576564.0,2020-03-19 01:00:00,0.0
1.0,11576912.0,2020-03-19 01:00:00,0.0
25.0,11577260.0,2020-03-19 01:00:00,0.0
5.0,11577608.0,2020-03-19 01:00:00,0.0
15.0,11577956.0,2020-03-19 01:00:00,0.0
6.0,11578304.0,2020-03-19 01:00:00,0.0
2.0,11578652.0,2020-03-19 01:00:00,0.0
27.0,11579000.0,2020-03-19 01:00:00,0.0
21.0,11579348.0,2020-03-19 01:00:00,0.0
33.0,11579696.0,2020-03-19 01:00:00,0.0
12.0,11580044.0,2020-03-19 01:00:00,0.0
8.0,11580740.0,2020-03-19 01:00:00,0.0
3.0,11581088.0,2020-03-19 01:00:00,0.0
8.0,11581436.0,2020-03-19 01:00:00,0.0
13.0,11581784.0,2020-03-19 01:00:00,0.0
6.0,11582132.0,2020-03-19 01:00:00,0.0
28.0,11582480.0,2020-03-19 01:00:00,0.0
19.0,11582828.0,2020-03-19 01:00:00,0.0
12.0,11583176.0,2020-03-19 01:00:00,0.0
12.0,11583524.0,2020-03-19 01:00:00,0.0
9.0,11583872.0,2020-03-19 01:00:00,0.0
9.0,11584220.0,2020-03-19 01:00:00,0.0
7.0,11584568.0,2020-03-19 01:00:00,0.0
18.0,11584916.0,2020-03-19 01:00:00,0.0
19.0,11585264.0,2020-03-19 01:00:00,0.0
1.0,11585612.0,2020-03-19 01:00:00,0.0
173.0,11585960.0,2020-03-19 01:00:00,0.0
7.0,11586308.0,2020-03-19 01:00:00,0.0
6.0,11586656.0,2020-03-19 01:00:00,0.0
1.0,11587004.0,2020-03-19 01:00:00,0.0
6.0,11587352.0,2020-03-19 01:00:00,0.0
7.0,11587700.0,2020-03-19 01:00:00,0.0
2.0,11588048.0,2020-03-19 01:00:00,0.0
7.0,11588396.0,2020-03-19 01:00:00,0.0
18.0,11588744.0,2020-03-19 01:00:00,0.0
24.0,11589092.0,2020-03-19 01:00:00,0.0
17.0,11589440.0,2020-03-19 01:00:00,0.0
8.0,11589788.0,2020-03-19 01:00:00,0.0
3.0,11590136.0,2020-03-19 01:00:00,0.0
11.0,11590484.0,2020-03-19 01:00:00,0.0
6.0,11590832.0,2020-03-19 01:00:00,0.0
32.0,11591180.0,2020-03-19 01:00:00,0.0
6.0,11591528.0,2020-03-19 01:00:00,0.0
3.0,11591876.0,2020-03-19 01:00:00,0.0
42.0,11592224.0,2020-03-19 01:00:00,0.0
16.0,11592572.0,2020-03-19 01:00:00,0.0
10.0,11592920.0,2020-03-19 01:00:00,0.0
8.0,11593268.0,2020-03-19 01:00:00,0.0
13.0,11593616.0,2020-03-19 01:00:00,0.0
1.0,11593964.0,2020-03-19 01:00:00,0.0
7.0,11594312.0,2020-03-19 01:00:00,0.0
6.0,11594660.0,2020-03-19 01:00:00,0.0
4.0,11595008.0,2020-03-19 01:00:00,0.0
6.0,11595356.0,2020-03-19 01:00:00,0.0
21.0,11595704.0,2020-03-19 01:00:00,0.0
3.0,11596052.0,2020-03-19 01:00:00,0.0
3.0,11596400.0,2020-03-19 01:00:00,0.0
13.0,11596748.0,2020-03-19 01:00:00,0.0
6.0,11597096.0,2020-03-19 01:00:00,0.0
5.0,11597444.0,2020-03-19 01:00:00,0.0
18.0,11598140.0,2020-03-19 01:00:00,0.0
1.0,11598488.0,2020-03-19 01:00:00,0.0
1.0,11598836.0,2020-03-19 01:00:00,0.0
16.0,11599184.0,2020-03-19 01:00:00,0.0
6.0,11599532.0,2020-03-19 01:00:00,0.0
3.0,11599880.0,2020-03-19 01:00:00,0.0
11.0,11600228.0,2020-03-19 01:00:00,0.0
2.0,11600576.0,2020-03-19 01:00:00,0.0
16.0,11600924.0,2020-03-19 01:00:00,0.0
13.0,11601272.0,2020-03-19 01:00:00,0.0
2.0,11601620.0,2020-03-19 01:00:00,0.0
24.0,11602664.0,2020-03-19 01:00:00,0.0
5.0,11603012.0,2020-03-19 01:00:00,0.0
5.0,11603360.0,2020-03-19 01:00:00,0.0
4.0,11603708.0,2020-03-19 01:00:00,0.0
10.0,11604056.0,2020-03-19 01:00:00,0.0
5.0,11604404.0,2020-03-19 01:00:00,0.0
2.0,11605100.0,2020-03-19 01:00:00,0.0
5.0,11605448.0,2020-03-19 01:00:00,0.0
2.0,11606144.0,2020-03-19 01:00:00,0.0
2.0,11606492.0,2020-03-19 01:00:00,0.0
12.0,11606840.0,2020-03-19 01:00:00,0.0
4.0,11607188.0,2020-03-19 01:00:00,0.0
1.0,11607536.0,2020-03-19 01:00:00,0.0
4.0,11607884.0,2020-03-19 01:00:00,0.0
8.0,11608580.0,2020-03-19 01:00:00,0.0
3.0,11608928.0,2020-03-19 01:00:00,0.0
5.0,11609276.0,2020-03-19 01:00:00,0.0
1.0,11609624.0,2020-03-19 01:00:00,0.0
3.0,11609972.0,2020-03-19 01:00:00,0.0
2.0,11610320.0,2020-03-19 01:00:00,0.0
13.0,11610668.0,2020-03-19 01:00:00,0.0
4.0,11611016.0,2020-03-19 01:00:00,0.0
5.0,11611712.0,2020-03-19 01:00:00,0.0
2.0,11612060.0,2020-03-19 01:00:00,0.0
1.0,11612408.0,2020-03-19 01:00:00,0.0
8.0,11612756.0,2020-03-19 01:00:00,0.0
3.0,11613104.0,2020-03-19 01:00:00,0.0
1.0,11613452.0,2020-03-19 01:00:00,0.0
9.0,11613800.0,2020-03-19 01:00:00,0.0
10.0,11614148.0,2020-03-19 01:00:00,0.0
1.0,11614496.0,2020-03-19 01:00:00,0.0
2.0,11614844.0,2020-03-19 01:00:00,0.0
3.0,11615192.0,2020-03-19 01:00:00,0.0
2.0,11615540.0,2020-03-19 01:00:00,0.0
6.0,11615888.0,2020-03-19 01:00:00,0.0
5.0,11616236.0,2020-03-19 01:00:00,0.0
9.0,11616584.0,2020-03-19 01:00:00,0.0
8.0,11616932.0,2020-03-19 01:00:00,0.0
12.0,11617280.0,2020-03-19 01:00:00,0.0
6.0,11617628.0,2020-03-19 01:00:00,0.0
8.0,11617976.0,2020-03-19 01:00:00,0.0
2.0,11618324.0,2020-03-19 01:00:00,0.0
5.0,11618672.0,2020-03-19 01:00:00,0.0
26.0,11619020.0,2020-03-19 01:00:00,0.0
3.0,11619716.0,2020-03-19 01:00:00,0.0
1.0,11620064.0,2020-03-19 01:00:00,0.0
8.0,11620412.0,2020-03-19 01:00:00,0.0
7.0,11620760.0,2020-03-19 01:00:00,0.0
25.0,11621108.0,2020-03-19 01:00:00,0.0
20.0,11621456.0,2020-03-19 01:00:00,0.0
17.0,11621804.0,2020-03-19 01:00:00,0.0
26.0,11622152.0,2020-03-19 01:00:00,0.0
5.0,11622500.0,2020-03-19 01:00:00,0.0
13.0,11622848.0,2020-03-19 01:00:00,0.0
15.0,11623196.0,2020-03-19 01:00:00,0.0
25.0,11623544.0,2020-03-19 01:00:00,0.0
12.0,11623892.0,2020-03-19 01:00:00,0.0
4.0,11624240.0,2020-03-19 01:00:00,0.0
7.0,11624588.0,2020-03-19 01:00:00,0.0
11.0,11624936.0,2020-03-19 01:00:00,0.0
2.0,11625284.0,2020-03-19 01:00:00,0.0
3.0,11625632.0,2020-03-19 01:00:00,0.0
1.0,11625980.0,2020-03-19 01:00:00,0.0
10.0,11626328.0,2020-03-19 01:00:00,0.0
7.0,11626676.0,2020-03-19 01:00:00,0.0
4.0,11627024.0,2020-03-19 01:00:00,0.0
3.0,11628068.0,2020-03-19 01:00:00,0.0
6.0,11628416.0,2020-03-19 01:00:00,0.0
1.0,11628764.0,2020-03-19 01:00:00,0.0
11.0,11629112.0,2020-03-19 01:00:00,0.0
1.0,11629460.0,2020-03-19 01:00:00,0.0
3.0,11629808.0,2020-03-19 01:00:00,0.0
2.0,11630504.0,2020-03-19 01:00:00,0.0
2.0,11630852.0,2020-03-19 01:00:00,0.0
2.0,11631548.0,2020-03-19 01:00:00,0.0
10.0,11631896.0,2020-03-19 01:00:00,0.0
1.0,11632244.0,2020-03-19 01:00:00,0.0
2.0,11632592.0,2020-03-19 01:00:00,0.0
3.0,11632940.0,2020-03-19 01:00:00,0.0
4.0,11633288.0,2020-03-19 01:00:00,0.0
9.0,11633636.0,2020-03-19 01:00:00,0.0
3.0,11633984.0,2020-03-19 01:00:00,0.0
9.0,11634332.0,2020-03-19 01:00:00,0.0
10.0,11634680.0,2020-03-19 01:00:00,0.0
8.0,11635028.0,2020-03-19 01:00:00,0.0
7.0,11635376.0,2020-03-19 01:00:00,0.0
42.0,11635724.0,2020-03-19 01:00:00,0.0
28.0,11636072.0,2020-03-19 01:00:00,0.0
6.0,11636420.0,2020-03-19 01:00:00,0.0
8.0,11636768.0,2020-03-19 01:00:00,0.0
1.0,11637116.0,2020-03-19 01:00:00,0.0
9.0,11637464.0,2020-03-19 01:00:00,0.0
19.0,11637812.0,2020-03-19 01:00:00,0.0
6.0,11638160.0,2020-03-19 01:00:00,0.0
2.0,11638508.0,2020-03-19 01:00:00,0.0
1.0,11638856.0,2020-03-19 01:00:00,0.0
4.0,11639204.0,2020-03-19 01:00:00,0.0
2.0,11639552.0,2020-03-19 01:00:00,0.0
2.0,11640248.0,2020-03-19 01:00:00,0.0
3.0,11640596.0,2020-03-19 01:00:00,0.0
2.0,11640944.0,2020-03-19 01:00:00,0.0
6.0,11641292.0,2020-03-19 01:00:00,0.0
3.0,11641988.0,2020-03-19 01:00:00,0.0
6.0,11642336.0,2020-03-19 01:00:00,0.0
5.0,11642684.0,2020-03-19 01:00:00,0.0
2.0,11643032.0,2020-03-19 01:00:00,0.0
7.0,11643380.0,2020-03-19 01:00:00,0.0
9.0,11643728.0,2020-03-19 01:00:00,0.0
10.0,11644424.0,2020-03-19 01:00:00,0.0
1.0,11645816.0,2020-03-19 01:00:00,0.0
3.0,11646512.0,2020-03-19 01:00:00,0.0
3.0,11646860.0,2020-03-19 01:00:00,0.0
2.0,11647208.0,2020-03-19 01:00:00,0.0
3.0,11647556.0,2020-03-19 01:00:00,0.0
3.0,11647904.0,2020-03-19 01:00:00,0.0
2.0,11648252.0,2020-03-19 01:00:00,0.0
1.0,11648948.0,2020-03-19 01:00:00,0.0
1.0,11649296.0,2020-03-19 01:00:00,0.0
1.0,11649992.0,2020-03-19 01:00:00,0.0
6.0,11650340.0,2020-03-19 01:00:00,0.0
2.0,11650688.0,2020-03-19 01:00:00,0.0
7.0,11651036.0,2020-03-19 01:00:00,0.0
2.0,11508358.0,2020-03-20 01:00:00,0.0
3.0,11508706.0,2020-03-20 01:00:00,0.0
18.0,11509054.0,2020-03-20 01:00:00,0.0
2.0,11509402.0,2020-03-20 01:00:00,0.0
3.0,11509750.0,2020-03-20 01:00:00,0.0
3.0,11510446.0,2020-03-20 01:00:00,0.0
14.0,11511142.0,2020-03-20 01:00:00,0.0
1.0,11511490.0,2020-03-20 01:00:00,0.0
7.0,11511838.0,2020-03-20 01:00:00,0.0
2.0,11512186.0,2020-03-20 01:00:00,0.0
5.0,11512534.0,2020-03-20 01:00:00,0.0
5.0,11512882.0,2020-03-20 01:00:00,0.0
13.0,11513230.0,2020-03-20 01:00:00,0.0
146.0,11513578.0,2020-03-20 01:00:00,0.0
8.0,11513926.0,2020-03-20 01:00:00,0.0
8.0,11514274.0,2020-03-20 01:00:00,0.0
5.0,11514622.0,2020-03-20 01:00:00,0.0
5.0,11514970.0,2020-03-20 01:00:00,0.0
2.0,11515318.0,2020-03-20 01:00:00,0.0
3.0,11515666.0,2020-03-20 01:00:00,0.0
3.0,11516014.0,2020-03-20 01:00:00,0.0
2.0,11516362.0,2020-03-20 01:00:00,0.0
1.0,11516710.0,2020-03-20 01:00:00,0.0
8.0,11517058.0,2020-03-20 01:00:00,0.0
61.0,11517406.0,2020-03-20 01:00:00,0.0
22.0,11517754.0,2020-03-20 01:00:00,0.0
5.0,11518102.0,2020-03-20 01:00:00,0.0
4.0,11518450.0,2020-03-20 01:00:00,0.0
3.0,11518798.0,2020-03-20 01:00:00,0.0
3.0,11519146.0,2020-03-20 01:00:00,0.0
4.0,11519494.0,2020-03-20 01:00:00,0.0
4.0,11519842.0,2020-03-20 01:00:00,0.0
1.0,11520190.0,2020-03-20 01:00:00,0.0
12.0,11520538.0,2020-03-20 01:00:00,0.0
5.0,11520886.0,2020-03-20 01:00:00,0.0
10.0,11521234.0,2020-03-20 01:00:00,0.0
1.0,11521582.0,2020-03-20 01:00:00,0.0
3.0,11521930.0,2020-03-20 01:00:00,0.0
8.0,11522626.0,2020-03-20 01:00:00,0.0
2.0,11522974.0,2020-03-20 01:00:00,0.0
4.0,11523322.0,2020-03-20 01:00:00,0.0
7.0,11524366.0,2020-03-20 01:00:00,0.0
7.0,11524714.0,2020-03-20 01:00:00,0.0
1.0,11525062.0,2020-03-20 01:00:00,0.0
3.0,11525410.0,2020-03-20 01:00:00,0.0
4.0,11525758.0,2020-03-20 01:00:00,0.0
3.0,11526106.0,2020-03-20 01:00:00,0.0
10.0,11526454.0,2020-03-20 01:00:00,0.0
9.0,11527150.0,2020-03-20 01:00:00,0.0
3.0,11527846.0,2020-03-20 01:00:00,0.0
18.0,11528194.0,2020-03-20 01:00:00,0.0
6.0,11528542.0,2020-03-20 01:00:00,0.0
24.0,11529586.0,2020-03-20 01:00:00,0.0
19.0,11530282.0,2020-03-20 01:00:00,0.0
17.0,11530630.0,2020-03-20 01:00:00,0.0
10.0,11531326.0,2020-03-20 01:00:00,0.0
5.0,11531674.0,2020-03-20 01:00:00,0.0
5.0,11532022.0,2020-03-20 01:00:00,0.0
1.0,11532370.0,2020-03-20 01:00:00,0.0
1.0,11532718.0,2020-03-20 01:00:00,0.0
3.0,11533066.0,2020-03-20 01:00:00,0.0
2.0,11533414.0,2020-03-20 01:00:00,0.0
8.0,11533762.0,2020-03-20 01:00:00,0.0
15.0,11534110.0,2020-03-20 01:00:00,0.0
25.0,11534458.0,2020-03-20 01:00:00,0.0
9.0,11534806.0,2020-03-20 01:00:00,0.0
19.0,11535154.0,2020-03-20 01:00:00,0.0
31.0,11535502.0,2020-03-20 01:00:00,0.0
98.0,11535850.0,2020-03-20 01:00:00,0.0
5.0,11536198.0,2020-03-20 01:00:00,0.0
114.0,11536546.0,2020-03-20 01:00:00,0.0
21.0,11536894.0,2020-03-20 01:00:00,0.0
40.0,11537242.0,2020-03-20 01:00:00,0.0
12.0,11537590.0,2020-03-20 01:00:00,0.0
41.0,11537938.0,2020-03-20 01:00:00,0.0
9.0,11538286.0,2020-03-20 01:00:00,0.0
10.0,11538634.0,2020-03-20 01:00:00,0.0
25.0,11538982.0,2020-03-20 01:00:00,0.0
5.0,11539330.0,2020-03-20 01:00:00,0.0
5.0,11539678.0,2020-03-20 01:00:00,0.0
37.0,11540026.0,2020-03-20 01:00:00,0.0
34.0,11540374.0,2020-03-20 01:00:00,0.0
19.0,11540722.0,2020-03-20 01:00:00,0.0
10.0,11541070.0,2020-03-20 01:00:00,0.0
25.0,11541418.0,2020-03-20 01:00:00,0.0
32.0,11541766.0,2020-03-20 01:00:00,0.0
2.0,11542114.0,2020-03-20 01:00:00,0.0
15.0,11542462.0,2020-03-20 01:00:00,0.0
10.0,11542810.0,2020-03-20 01:00:00,0.0
6.0,11543158.0,2020-03-20 01:00:00,0.0
13.0,11543506.0,2020-03-20 01:00:00,0.0
7.0,11543854.0,2020-03-20 01:00:00,0.0
4.0,11544202.0,2020-03-20 01:00:00,0.0
17.0,11544550.0,2020-03-20 01:00:00,0.0
34.0,11544898.0,2020-03-20 01:00:00,0.0
3.0,11545246.0,2020-03-20 01:00:00,0.0
11.0,11545594.0,2020-03-20 01:00:00,0.0
2.0,11545942.0,2020-03-20 01:00:00,0.0
15.0,11546290.0,2020-03-20 01:00:00,0.0
11.0,11546638.0,2020-03-20 01:00:00,0.0
3.0,11546986.0,2020-03-20 01:00:00,0.0
7.0,11547682.0,2020-03-20 01:00:00,0.0
2.0,11548378.0,2020-03-20 01:00:00,0.0
6.0,11548726.0,2020-03-20 01:00:00,0.0
26.0,11549074.0,2020-03-20 01:00:00,0.0
13.0,11549770.0,2020-03-20 01:00:00,0.0
4.0,11550118.0,2020-03-20 01:00:00,0.0
24.0,11550466.0,2020-03-20 01:00:00,0.0
24.0,11550814.0,2020-03-20 01:00:00,0.0
10.0,11551162.0,2020-03-20 01:00:00,0.0
7.0,11551510.0,2020-03-20 01:00:00,0.0
14.0,11551858.0,2020-03-20 01:00:00,0.0
5.0,11552206.0,2020-03-20 01:00:00,0.0
8.0,11552554.0,2020-03-20 01:00:00,0.0
10.0,11552902.0,2020-03-20 01:00:00,0.0
5.0,11553250.0,2020-03-20 01:00:00,0.0
3.0,11553598.0,2020-03-20 01:00:00,0.0
15.0,11553946.0,2020-03-20 01:00:00,0.0
6.0,11554294.0,2020-03-20 01:00:00,0.0
5.0,11554642.0,2020-03-20 01:00:00,0.0
2.0,11554990.0,2020-03-20 01:00:00,0.0
3.0,11555338.0,2020-03-20 01:00:00,0.0
6.0,11555686.0,2020-03-20 01:00:00,0.0
4.0,11556034.0,2020-03-20 01:00:00,0.0
5.0,11556382.0,2020-03-20 01:00:00,0.0
5.0,11556730.0,2020-03-20 01:00:00,0.0
1.0,11557078.0,2020-03-20 01:00:00,0.0
1.0,11557426.0,2020-03-20 01:00:00,0.0
9.0,11557774.0,2020-03-20 01:00:00,0.0
