"","country","date","hhi_cumulative","hhi_new"
"545","Italy",2020-05-16,1.18838992827642,1.24967444897959
"546","Italy",2020-05-17,1.18855040786586,1.2641975308642
"547","Italy",2020-05-18,1.18854918811536,1.19953195903658
"548","Italy",2020-05-19,1.18898324501335,1.35529654189531
"549","Italy",2020-05-20,1.1891465577885,1.26555938718978
"550","Italy",2020-05-21,1.1893548928939,1.28676691802292
"551","Italy",2020-05-22,1.18946753861477,1.24035530129098
"552","Italy",2020-05-23,1.1899677028082,1.45194062932204
"553","Italy",2020-05-24,1.19017834284686,1.31671401364018
"554","Italy",2020-05-25,1.19028004869395,1.28773333333333
"555","Italy",2020-05-26,1.19030960086549,1.23383816914009
"556","Italy",2020-05-27,1.19074179180098,1.45490183430287
"557","Italy",2020-05-28,1.19118657204635,1.44285921472832
"558","Italy",2020-05-29,1.19162139390381,1.49046406465958
"559","Italy",2020-05-30,1.19180508025973,1.33236640162722
"560","Italy",2020-05-31,1.19205506968739,1.43693242792342
"561","Italy",2020-06-01,1.19196041542764,1.1651
"562","Italy",2020-06-02,1.1921515179286,1.38619912187018
"563","Italy",2020-06-03,1.19244916528273,1.55600197979445
"564","Italy",2020-06-04,1.19249398968214,1.27383574324109
"565","Italy",2020-06-05,1.19304452456829,1.61376544774228
"566","Italy",2020-06-06,1.19314666197362,1.31536351165981
"567","Italy",2020-06-07,1.19326864499327,1.42023757375866
"568","Italy",2020-06-08,1.19349487568104,1.49484693877551
"569","Italy",2020-06-09,1.1937125763617,1.47811809362085
"570","Italy",2020-06-10,1.19377334198278,1.28948142338986
"571","Italy",2020-06-11,1.19406280163209,1.46332175353834
"572","Italy",2020-06-12,1.19476497239591,3.89465166171102
"573","Italy",2020-06-13,1.19497600424087,1.39615423168165
"574","Italy",2020-06-14,1.1952815274307,1.53482020937642
"575","Italy",2020-06-15,1.19565316969968,1.74367832584629
"576","Italy",2020-06-16,1.19582521667368,1.4892970521542
"577","Italy",2020-06-17,1.19614232421251,1.56327149018441
"578","Italy",2020-06-18,1.19638297179586,1.44708427268827
"579","Italy",2020-06-19,1.19720718773926,2.20092220598977
"580","Italy",2020-06-20,1.19737912040715,1.41739841597796
"581","Italy",2020-06-21,1.19749203102024,1.35654496173469
"582","Italy",2020-06-22,1.19763549968759,1.43723510984624
"583","Italy",2020-06-23,1.19768490935628,1.34474117002114
"584","Italy",2020-06-24,1.19719453185774,1.48334629906076
"585","Italy",2020-06-25,1.19734455447663,1.36725027392257
"586","Italy",2020-06-26,1.19750150956353,1.40884275278739
"587","Italy",2020-06-27,1.19753090056041,1.2718693877551
"588","Italy",2020-06-28,1.19761137158776,1.34426608534813
"589","Italy",2020-06-29,1.19768500207703,1.41043083900227
"590","Italy",2020-06-30,1.19769733043626,1.2504463400119
"591","Italy",2020-07-01,1.1977962023144,1.38168699432436
"592","Italy",2020-07-02,1.19784618077482,1.27635454567956
"593","Italy",2020-07-03,1.19791220985205,1.29457660520019
"594","Italy",2020-07-04,1.19791641789347,1.23509280217293
"595","Italy",2020-07-05,1.19797896354357,1.29720052083333
"596","Italy",2020-07-06,1.1980529940591,1.34444341715976
"597","Italy",2020-07-07,1.19805545060858,1.23453567052054
"598","Italy",2020-07-08,1.19805831516718,1.22583156594808
"599","Italy",2020-07-09,1.1981431415554,1.34129618307276
"600","Italy",2020-07-10,1.19821426409078,1.29085276202478
"601","Italy",2020-07-11,1.19819871797864,1.20954051607062
"602","Italy",2020-07-12,1.19815898716857,1.22813938198554
"603","Italy",2020-07-13,1.19822547489861,1.34750183817093
"604","Italy",2020-07-14,1.19817572168578,1.15789473684211
"605","Italy",2020-07-15,1.19816691667352,1.20473251028807
"606","Italy",2020-07-16,1.19813484966652,1.19069943289225
"607","Italy",2020-07-17,1.19804374384879,1.17434081070445
"608","Italy",2020-07-18,1.1980047330521,1.18681956742633
"609","Italy",2020-07-19,1.19786346643955,1.1520494907836
"610","Italy",2020-07-20,1.19781632408277,1.19706371191136
"611","Italy",2020-07-21,1.19777007646883,1.143798828125
"612","Italy",2020-07-22,1.19759300270525,1.12505102040816
"613","Switzerland",2020-01-01,0,0
"614","Switzerland",2020-01-02,0,0
"615","Switzerland",2020-01-03,0,0
"616","Switzerland",2020-01-04,0,0
"617","Switzerland",2020-01-05,0,0
"618","Switzerland",2020-01-06,0,0
"619","Switzerland",2020-01-07,0,0
"620","Switzerland",2020-01-08,0,0
"621","Switzerland",2020-01-09,0,0
"622","Switzerland",2020-01-10,0,0
"623","Switzerland",2020-01-11,0,0
"624","Switzerland",2020-01-12,0,0
"625","Switzerland",2020-01-13,0,0
"626","Switzerland",2020-01-14,0,0
"627","Switzerland",2020-01-15,0,0
"628","Switzerland",2020-01-16,0,0
"629","Switzerland",2020-01-17,0,0
"630","Switzerland",2020-01-18,0,0
"631","Switzerland",2020-01-19,0,0
"632","Switzerland",2020-01-20,0,0
"633","Switzerland",2020-01-21,0,0
"634","Switzerland",2020-01-22,0,0
"635","Switzerland",2020-01-23,0,0
"636","Switzerland",2020-01-24,0,0
"637","Switzerland",2020-01-25,0,0
"638","Switzerland",2020-01-26,0,0
"639","Switzerland",2020-01-27,0,0
"640","Switzerland",2020-01-28,0,0
"641","Switzerland",2020-01-29,0,0
"642","Switzerland",2020-01-30,0,0
"643","Switzerland",2020-01-31,0,0
"644","Switzerland",2020-02-01,0,0
"645","Switzerland",2020-02-02,0,0
"646","Switzerland",2020-02-03,0,0
"647","Switzerland",2020-02-04,0,0
"648","Switzerland",2020-02-05,0,0
"649","Switzerland",2020-02-06,0,0
"650","Switzerland",2020-02-07,0,0
"651","Switzerland",2020-02-08,0,0
"652","Switzerland",2020-02-09,0,0
"653","Switzerland",2020-02-10,0,0
"654","Switzerland",2020-02-11,0,0
"655","Switzerland",2020-02-12,0,0
"656","Switzerland",2020-02-13,0,0
"657","Switzerland",2020-02-14,0,0
"658","Switzerland",2020-02-15,0,0
"659","Switzerland",2020-02-16,0,0
"660","Switzerland",2020-02-17,0,0
"661","Switzerland",2020-02-18,0,0
"662","Switzerland",2020-02-19,0,0
"663","Switzerland",2020-02-20,0,0
"664","Switzerland",2020-02-21,0,0
"665","Switzerland",2020-02-22,0,0
"666","Switzerland",2020-02-23,0,0
"667","Switzerland",2020-02-24,0,0
"668","Switzerland",2020-02-25,1,1
"669","Switzerland",2020-02-26,7,0
"670","Switzerland",2020-02-27,1.1875,1.12244897959184
"671","Switzerland",2020-02-28,2.125,0
"672","Switzerland",2020-02-29,1.51234567901235,1.34
"673","Switzerland",2020-03-01,1.28257887517147,1.07407407407407
"674","Switzerland",2020-03-02,1.20294784580499,1.13333333333333
"675","Switzerland",2020-03-03,1.19419642857143,1.30102040816327
"676","Switzerland",2020-03-04,1.12382716049383,1.08650519031142
"677","Switzerland",2020-03-05,1.17120652508464,1.53819444444444
"678","Switzerland",2020-03-06,1.09417853087606,1.0273
"679","Switzerland",2020-03-07,1.10816718645578,1.21536351165981
"680","Switzerland",2020-03-08,1.09527247752468,1.07078344885528
"681","Switzerland",2020-03-09,1.12037089993995,1.55441928414901
"682","Switzerland",2020-03-10,1.16457539167334,1.53364014902476
"683","Switzerland",2020-03-11,1.20574494711882,1.37610431696308
"684","Switzerland",2020-03-12,1.39415060785126,0
"685","Switzerland",2020-03-13,1.22434463020332,1.07580248683428
"686","Switzerland",2020-03-14,1.27777913141128,1.70867768595041
"687","Switzerland",2020-03-15,1.14835454545455,1.02556692460281
"688","Switzerland",2020-03-16,1.2648479338843,0
"689","Switzerland",2020-03-17,1.28797818930041,1.411364
"690","Switzerland",2020-03-18,1.3576665128113,2.28115704937537
"691","Switzerland",2020-03-19,1.27845329519365,1.11043514512287
"692","Switzerland",2020-03-20,1.22770576323012,1.10843891596078
"693","Switzerland",2020-03-21,1.18095891512094,1.0620551006392
"694","Switzerland",2020-03-22,1.1579470860682,1.04652060564142
"695","Switzerland",2020-03-23,1.14869066453011,1.11229592886356
"696","Switzerland",2020-03-24,1.14300418791922,1.11142506688169
"697","Switzerland",2020-03-25,1.14004282922857,1.12037966166859
"698","Switzerland",2020-03-26,1.13983840870908,1.15082906789116
"699","Switzerland",2020-03-27,1.13984697377631,1.16160036675806
"700","Switzerland",2020-03-28,1.13089678864244,1.06076390996613
"701","Switzerland",2020-03-29,1.12656575290317,1.06905357763281
"702","Switzerland",2020-03-30,1.125717377775,1.12486680188072
"703","Switzerland",2020-03-31,1.12936478520662,1.25214528102485
"704","Switzerland",2020-04-01,1.12576380933422,1.08763915186582
"705","Switzerland",2020-04-02,1.12506655517109,1.1364445764128
"706","Switzerland",2020-04-03,1.12641064833592,1.17200716497402
"707","Switzerland",2020-04-04,1.12146193519747,1.04558766940402
"708","Switzerland",2020-04-05,1.11861613395926,1.05015465009533
"709","Switzerland",2020-04-06,1.11966224687213,1.19646155185029
"710","Switzerland",2020-04-07,1.12003779699283,1.15562643574614
"711","Switzerland",2020-04-08,1.11588154552084,1.04728133956685
"712","Switzerland",2020-04-09,1.11387607323101,1.06648935722805
"713","Switzerland",2020-04-10,1.11236229466274,1.06208
"714","Switzerland",2020-04-11,1.11047659895839,1.05567775995031
"715","Switzerland",2020-04-12,1.10977693637961,1.07513914656772
"716","Switzerland",2020-04-13,1.10950061349955,1.08902574836641
"717","Switzerland",2020-04-14,1.11017097149829,1.20956360561915
"718","Switzerland",2020-04-15,1.10947194126903,1.0755
"719","Switzerland",2020-04-16,1.1085644320002,1.0665302009999
"720","Switzerland",2020-04-17,1.10774619683276,1.06510407965518
"721","Switzerland",2020-04-18,1.10700021290603,1.07552034325718
"722","Switzerland",2020-04-19,1.10548330646767,1.03192318594104
"723","Switzerland",2020-04-20,1.10535555948919,1.09390618992695
"724","Switzerland",2020-04-21,1.10578953525631,1.25866817315161
"725","Switzerland",2020-04-22,1.10568067853006,1.11038667459845
"726","Switzerland",2020-04-23,1.10543725578002,1.08904662973223
"727","Switzerland",2020-04-24,1.10526802457145,1.09807392936724
"728","Switzerland",2020-04-25,1.10465312428729,1.05126462655822
"729","Switzerland",2020-04-26,1.10385782468644,1.02309154146796
"730","Switzerland",2020-04-27,1.10404038947091,1.27636912055802
"731","Switzerland",2020-04-28,1.10416984437743,1.1564
"732","Switzerland",2020-04-29,1.10406107335279,1.10504181133552
"733","Switzerland",2020-04-30,1.10352475578289,1.04815704878125
"734","Switzerland",2020-05-01,1.10342029564635,1.08869430124991
"735","Switzerland",2020-05-02,1.10303110007816,1.05500637755102
"736","Switzerland",2020-05-03,1.10275076559805,1.05371900826446
"737","Switzerland",2020-05-04,1.10253093472435,1.05193905817175
"738","Switzerland",2020-05-05,1.10274841725784,1.64923469387755
"739","Switzerland",2020-05-06,1.10295324077947,1.31564782775855
"740","Switzerland",2020-05-07,1.10286095793053,1.09159779614325
"741","Switzerland",2020-05-08,1.10270412445033,1.06736777930194
"742","Switzerland",2020-05-09,1.102712135852,1.13223140495868
"743","Switzerland",2020-05-10,1.10248747043783,1.04458161865569
"744","Switzerland",2020-05-11,1.10250193271126,1.25180802103879
"745","Switzerland",2020-05-12,1.10257112237747,1.26234567901235
"746","Switzerland",2020-05-13,1.10260696536747,1.16712580348944
"747","Switzerland",2020-05-14,1.10249835147437,1.0672
"748","Switzerland",2020-05-15,1.10240077040744,1.08535178777393
"749","Switzerland",2020-05-16,1.10214012371111,1.03804994054697
"750","Switzerland",2020-05-17,1.10212947365261,1.20444444444444
"751","Switzerland",2020-05-18,1.10221183430825,2.53
"752","Switzerland",2020-05-19,1.10219741895352,1.12925170068027
"753","Switzerland",2020-05-20,1.10214962733507,1.1225
"754","Switzerland",2020-05-21,1.10208998214749,1.18364197530864
"755","Switzerland",2020-05-22,1.1021315810693,1.35502958579882
"756","Switzerland",2020-05-23,1.10214274956784,1.21604938271605
"757","Switzerland",2020-05-24,1.10212617317033,1.14876033057851
"758","Switzerland",2020-05-25,1.10210018376533,1.19
"759","Switzerland",2020-05-26,1.10215070361691,1.32888888888889
"760","Switzerland",2020-05-27,1.10214349817956,1.12444444444444
"761","Switzerland",2020-05-28,1.10212722477879,1.12
"762","Switzerland",2020-05-29,1.10207416454592,1.0771484375
"763","Switzerland",2020-05-30,1.10217819734158,3.39792387543253
"764","Switzerland",2020-05-31,1.102104976789,1.03806228373702
"765","Switzerland",2020-06-01,1.10208530538072,2.03703703703704
"766","Switzerland",2020-06-02,1.10218497789659,7
"767","Switzerland",2020-06-03,1.10214750474474,1.09972299168975
"768","Switzerland",2020-06-04,1.10215960736321,1.245
"769","Switzerland",2020-06-05,1.10212187649817,1.1304347826087
"770","Switzerland",2020-06-06,1.10208620137196,1.085
"771","Switzerland",2020-06-07,1.10205691309229,1.18518518518519
"772","Switzerland",2020-06-08,1.10207307995995,2.10204081632653
"773","Switzerland",2020-06-09,1.10201791221239,1.078125
"774","Switzerland",2020-06-10,1.10195025347674,1.0812854442344
"775","Switzerland",2020-06-11,1.10184719321617,1.0633608815427
"776","Switzerland",2020-06-12,1.10189328036676,1.30747922437673
"777","Switzerland",2020-06-13,1.10174152487504,1.04578563995838
"778","Switzerland",2020-06-14,1.10167307565708,1.09073724007561
"779","Switzerland",2020-06-15,1.10171318626552,1.45918367346939
"780","Switzerland",2020-06-16,1.10173852521373,1.27788279773157
"781","Switzerland",2020-06-17,1.10171396509166,1.20385674931129
"782","Switzerland",2020-06-18,1.10170539735371,1.20710059171598
"783","Switzerland",2020-06-19,1.10165113043279,1.11836734693878
"784","Switzerland",2020-06-20,1.10175721246141,2.765625
"785","Switzerland",2020-06-21,1.10151172878873,1.01874219075385
"786","Switzerland",2020-06-22,1.10159924640634,1.60493827160494
"787","Switzerland",2020-06-23,1.10165384756303,1.29338842975207
"788","Switzerland",2020-06-24,1.10168613104538,1.27376033057851
"789","Switzerland",2020-06-25,1.10152317543728,1.07063609467456
"790","Switzerland",2020-06-26,1.10148598008887,1.18103448275862
"791","Switzerland",2020-06-27,1.10119692470165,1.04431842049989
"792","Switzerland",2020-06-28,1.10101562111757,1.06061394380853
"793","Switzerland",2020-06-29,1.10123402975065,1.76979591836735
"794","Switzerland",2020-06-30,1.10134996159728,1.32180020811655
"795","Switzerland",2020-07-01,1.10109627602515,1.17699397943417
"796","Switzerland",2020-07-02,1.10124245293708,1.30462247324614
"797","Switzerland",2020-07-03,1.10091999576416,1.07028291378926
"798","Switzerland",2020-07-04,1.1005252307469,1.02731427356786
"799","Switzerland",2020-07-05,1.10032172583097,1.0530612244898
"800","Switzerland",2020-07-06,1.10049030593912,1.38388411045722
"801","Switzerland",2020-07-07,1.10065846478364,1.38511659807956
"802","Switzerland",2020-07-08,1.10037954834534,1.06748392524488
"803","Switzerland",2020-07-09,1.10028363058678,1.09878615702479
"804","Switzerland",2020-07-10,1.10014534320897,1.08995931952663
"805","Switzerland",2020-07-11,1.09965977061843,1.01984003968008
"806","Switzerland",2020-07-12,1.09955088538556,1.12442607897153
"807","Switzerland",2020-07-13,1.09965291496882,1.33736457545981
"808","Switzerland",2020-07-14,1.09985558121507,1.30428571428571
"809","Switzerland",2020-07-15,1.09980264889656,1.12167125803489
"810","Switzerland",2020-07-16,1.0994980076683,1.05013886133704
"811","Switzerland",2020-07-17,1.09959275346796,1.18974480151229
"812","Switzerland",2020-07-18,1.09933858955342,1.05115702479339
"813","Switzerland",2020-07-19,1.09901571506891,1.03958779716355
"814","Switzerland",2020-07-20,1.09939052635164,1.85451595457004
"815","Switzerland",2020-07-21,1.09954750707953,1.25445816186557
"816","Switzerland",2020-07-22,1.09943345799934,1.10205724058146
